ENTRY            F0372   20220601                             F090F0372  0    1 
SUBENT        F0372001   20220601                             F090F0372  1    1 
BIB                  8         18                                 F0372  1    2 
TITLE      Studies of the (d,alpha) reaction on the 10B and 11B   F0372  1    3 
           nuclei in the deuteron energy range (0.8 to 2.5 MeV)   F0372  1    4 
AUTHOR     (M.N.H.Comsan,M.A.Farouk,A.A.El-Kamhawy,               F0372  1    5 
           M.S.M.El-Tahawy,A.N.Lvov)                              F0372  1    6 
INSTITUTE  (3EGYCAI)                                              F0372  1    7 
REFERENCE  (J,AKE,13,415,1968)                                    F0372  1    8 
FACILITY   (VDG,3EGYCAI)                                          F0372  1    9 
SAMPLE     Thin targets of isotopically enriched boron (96.6% 10B F0372  1   10 
           and 99% 11B) obtained by evaporation on a carbon       F0372  1   11 
           backing. The thickness of the targets was about 15 keV F0372  1   12 
           for deuteron energy 2. MeV and the thickness of the    F0372  1   13 
           backing was about 0.05 um.                             F0372  1   14 
DETECTOR   (SIBAR) Three silicon surface-barrier detectors on     F0372  1   15 
           turntable. Fourth was used as monitor, which fixed at  F0372  1   16 
           90 degr. (in the case 10B(d,alpha)8Be) and at 150 degr.F0372  1   17 
            (in the case of 11B(d,alpha)9Be).                     F0372  1   18 
HISTORY    (19851227C)                                            F0372  1   19 
           (20220601A) SD: Corrections in all Subents.            F0372  1   20 
ENDBIB              18          0                                 F0372  1   21 
NOCOMMON             0          0                                 F0372  1   22 
ENDSUBENT           21          0                                 F0372  199999 
SUBENT        F0372002   20220601                             F090F0372  2    1 
BIB                  3          4                                 F0372  2    2 
REACTION   (5-B-10(D,A)4-BE-8,PAR,DA)                             F0372  2    3 
STATUS     (CURVE) figs 2,3 from Atomkernener.,13(1968)415        F0372  2    4 
HISTORY    (20220601A) SD: SF9=EXP deleted from REACTION code.    F0372  2    5 
           EN-ERR -> EN-ERR-DIG; DATA-ERR -> ERR-DIG.             F0372  2    6 
ENDBIB               4          0                                 F0372  2    7 
COMMON               2          3                                 F0372  2    8 
EN-ERR-DIG ERR-DIG                                                F0372  2    9 
MEV        PER-CENT                                               F0372  2   10 
   0.003      2.                                                  F0372  2   11 
ENDCOMMON            3          0                                 F0372  2   12 
DATA                 4       1115                                 F0372  2   13 
E-LVL      ANG        EN         DATA                             F0372  2   14 
MEV        ADEG       MEV        MB/SR                            F0372  2   15 
         0.        30.      0.796   3.31E-01                      F0372  2   16 
         0.        30.      0.829   3.55E-01                      F0372  2   17 
         0.        30.      0.849   4.05E-01                      F0372  2   18 
         0.        30.      0.872   5.03E-01                      F0372  2   19 
         0.        30.      0.889   5.69E-01                      F0372  2   20 
         0.        30.      0.923   5.82E-01                      F0372  2   21 
         0.        30.      0.948   6.16E-01                      F0372  2   22 
         0.        30.      0.979   6.72E-01                      F0372  2   23 
         0.        30.      1.001   7.08E-01                      F0372  2   24 
         0.        30.      1.024   7.32E-01                      F0372  2   25 
         0.        30.      1.050   7.15E-01                      F0372  2   26 
         0.        30.      1.079   7.60E-01                      F0372  2   27 
         0.        30.      1.105   7.83E-01                      F0372  2   28 
         0.        30.      1.124   7.23E-01                      F0372  2   29 
         0.        30.      1.154   7.61E-01                      F0372  2   30 
         0.        30.      1.180   7.29E-01                      F0372  2   31 
         0.        30.      1.208   7.27E-01                      F0372  2   32 
         0.        30.      1.227   7.41E-01                      F0372  2   33 
         0.        30.      1.253   7.09E-01                      F0372  2   34 
         0.        30.      1.272   7.60E-01                      F0372  2   35 
         0.        30.      1.302   6.30E-01                      F0372  2   36 
         0.        30.      1.314   6.83E-01                      F0372  2   37 
         0.        30.      1.348   6.80E-01                      F0372  2   38 
         0.        30.      1.374   7.04E-01                      F0372  2   39 
         0.        30.      1.404   6.94E-01                      F0372  2   40 
         0.        30.      1.415   6.32E-01                      F0372  2   41 
         0.        30.      1.432   5.72E-01                      F0372  2   42 
         0.        30.      1.451   6.05E-01                      F0372  2   43 
         0.        30.      1.482   6.31E-01                      F0372  2   44 
         0.        30.      1.500   6.54E-01                      F0372  2   45 
         0.        30.      1.522   6.52E-01                      F0372  2   46 
         0.        30.      1.532   7.18E-01                      F0372  2   47 
         0.        30.      1.553   6.83E-01                      F0372  2   48 
         0.        30.      1.557   7.08E-01                      F0372  2   49 
         0.        30.      1.582   7.73E-01                      F0372  2   50 
         0.        30.      1.607   7.50E-01                      F0372  2   51 
         0.        30.      1.614   7.86E-01                      F0372  2   52 
         0.        30.      1.638   7.88E-01                      F0372  2   53 
