ENTRY            F0940   20190327                             F073F0940  0    1 
SUBENT        F0940001   20190327                             F073F0940  1    1 
BIB                 10         23                                 F0940  1    2 
TITLE      Reactions induced by 34.8-MeV 3He ions in 27Al, 59Co,  F0940  1    3 
            and 112Sn with emission of protons, deuterons,        F0940  1    4 
            tritons, and alpha particles                          F0940  1    5 
AUTHOR     (N.T.Burtebaev, A.D.Duisebaev, G.N.Ivanov,             F0940  1    6 
            V.I.Kanashevich, A.I.Kebin, V.A.Lichman, Yu.I.Nechaev,F0940  1    7 
            V.G.Sukharevskii, V.A.Khaimin)                        F0940  1    8 
INSTITUTE  (4KASKAZ,4RUSMOS)                                      F0940  1    9 
REFERENCE  (J,YF,36,19,1982)                                      F0940  1   10 
           (J,SNP,36,11,1982) English trans. of YF,36,19,1982     F0940  1   11 
           (J,IZK,,(6),52,1986) 112Sn(h,h'), (h,a') data in fig.  F0940  1   12 
           (J,IZV,41,2132,1977) Prelim. (h,a) data in fig.        F0940  1   13 
           (J,BAS,41,(10),122,1977) Eng.trans. of IZV,41,2132,1977F0940  1   14 
           (J,IZK,,(6),19,1978)                                   F0940  1   15 
FACILITY   (ISOCY,4KASKAZ)                                        F0940  1   16 
DETECTOR   (TELES,SI,SI) 100 um-6 mm thick dE-E detectors (p,d,t) F0940  1   17 
            and 50 um-5 mm dE-E detectors (alpha). 5.9(5)E-05 sr. F0940  1   18 
METHOD     (EDE)                                                  F0940  1   19 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty F0940  1   20 
STATUS     (TABLE) Data taken from laboratory logbooks            F0940  1   21 
HISTORY    (20121210C)                                            F0940  1   22 
           (20130408A) REACTIONs codes in Sub. 002-013 changed    F0940  1   23 
           (20190327R) On. Data received form Timur Zholdybayev   F0940  1   24 
           (20190327A) On. Major rev. in 002-013. 014-016 added.  F0940  1   25 
ENDBIB              23          0                                 F0940  1   26 
COMMON               2          3                                 F0940  1   27 
EN         EN-RSL                                                 F0940  1   28 
MEV        KEV                                                    F0940  1   29 
 34.        300.                                                  F0940  1   30 
ENDCOMMON            3          0                                 F0940  1   31 
ENDSUBENT           30          0                                 F0940  199999 
SUBENT        F0940002   20190327                             F073F0940  2    1 
BIB                  3          3                                 F0940  2    2 
REACTION   (13-AL-27(HE3,X)1-H-1,,DA/DE)                          F0940  2    3 
SAMPLE      2.8 mg/cm2 thick                                      F0940  2    4 
HISTORY    (20190327A) On. Original data replaced digitized data. F0940  2    5 
ENDBIB               3          0                                 F0940  2    6 
NOCOMMON             0          0                                 F0940  2    7 
DATA                 4        624                                 F0940  2    8 
ANG        E          DATA       DATA-ERR                         F0940  2    9 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        F0940  2   10 
  30.        4.9       1.2310E+01  1.369E+00                      F0940  2   11 
  30.        5.3       9.5123E+00  1.060E+00                      F0940  2   12 
  30.        5.7       1.0387E+01  1.157E+00                      F0940  2   13 
  30.        6.1       1.0074E+01  1.122E+00                      F0940  2   14 
  30.        6.5       1.0074E+01  1.122E+00                      F0940  2   15 
  30.        6.9       1.0302E+01  1.148E+00                      F0940  2   16 
  30.        7.3       1.0573E+01  1.177E+00                      F0940  2   17 
  30.        7.7       1.0455E+01  1.164E+00                      F0940  2   18 
  30.        8.1       9.6402E+00  1.075E+00                      F0940  2   19 
  30.        8.5       9.0008E+00  1.004E+00                      F0940  2   20 
  30.        8.9       7.3486E+00  8.218E-01                      F0940  2   21 
  30.        9.3       7.4790E+00  8.362E-01                      F0940  2   22 
  30.        9.7       7.2433E+00  8.102E-01                      F0940  2   23 
  30.       10.1       6.9951E+00  7.828E-01                      F0940  2   24 
  30.       10.5       6.7995E+00  7.612E-01                      F0940  2   25 
  30.       10.9       7.1606E+00  8.011E-01                      F0940  2   26 
  30.       11.3       7.0352E+00  7.872E-01                      F0940  2   27 
  30.       11.7       6.6340E+00  7.430E-01                      F0940  2   28 
  30.       12.1       6.6942E+00  7.496E-01                      F0940  2   29 
  30.       12.5       6.4285E+00  7.203E-01                      F0940  2   30 
  30.       12.9       6.2479E+00  7.004E-01                      F0940  2   31 
  30.       13.3       6.1702E+00  6.918E-01                      F0940  2   32 
  30.       13.7       5.8518E+00  6.567E-01                      F0940  2   33 
  30.       14.1       5.8518E+00  6.567E-01                      F0940  2   34 
  30.       14.5       4.6985E+00  5.295E-01                      F0940  2   35 
  30.       14.9       4.6985E+00  5.295E-01                      F0940  2   36 
  30.       15.3       4.7887E+00  5.394E-01                      F0940  2   37 
  30.       15.7       4.5330E+00  5.112E-01                      F0940  2   38 
  30.       16.1       4.5029E+00  5.079E-01                      F0940  2   39 
  30.       16.5       4.5130E+00  5.090E-01                      F0940  2   40 
  30.       16.9       4.1870E+00  4.730E-01                      F0940  2   41 
  30.       17.3       4.1243E+00  4.661E-01                      F0940  2   42 
  30.       17.7       3.8485E+00  4.357E-01                      F0940  2   43 
  30.       18.1       3.5351E+00  4.011E-01                      F0940  2   44 
  30.       18.5       3.6154E+00  4.100E-01                      F0940  2   45 
  30.       18.9       3.3847E+00  3.845E-01                      F0940  2   46 
  30.       19.3       3.1841E+00  3.602E-01                      F0940  2   47 
