ENTRY            F0165   19990409                             0000F016500000001 
SUBENT        F0165001   19990409                             0000F016500100001 
BIB                  9         15                                 F016500100002 
TITLE      Polarization of protons elastically scattered from     F016500100003 
           beryllium                                              F016500100004 
AUTHOR     (D.H.LOYD,W.HAEBERLI)                                  F016500100005 
INSTITUTE  (1USAWIS)                                              F016500100006 
REFERENCE  (J,NP/A,148,236,197006)                                F016500100007 
SAMPLE     Target of 9Be was of 2.34 mg/cm**2 thick.              F016500100008 
FACILITY   (VDGT)                                                 F016500100009 
METHOD     (EDE)                                                  F016500100010 
DETECTOR   (SOLST) Four detectors. Thin gas proportional counter  F016500100011 
            (deltaE detector) and silicon surface barrier         F016500100012 
           detector (E detector)                                  F016500100013 
           (PROPC) Thin gas                                       F016500100014 
HISTORY    (19840803C)                                            F016500100015 
           (19971212U) The record 00200004 deleted.               F016500100016 
           (19990407A) CNPD: corrected 4-dig. year                F016500100017 
ENDBIB              15          0                                 F016500100018 
NOCOMMON             0          0                                 F016500100019 
ENDSUBENT           18          0                                 F016500199999 
SUBENT        F0165002   19990409                             0000F016500200001 
BIB                  3          6                                 F016500200002 
REACTION   (4-BE-9(P,EL)4-BE-9,,DA,,RTH,EXP)                      F016500200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F016500200004 
           (DATA-ERR) Digitizing error.The errors contain the     F016500200005 
           uncertainty due to statistics and the uncertainty in   F016500200006 
           the beam polarization.                                 F016500200007 
STATUS     (CURVE) fig 3                                          F016500200008 
ENDBIB               6          0                                 F016500200009 
COMMON               1          3                                 F016500200010 
ANG-ERR                                                           F016500200011 
ADEG                                                              F016500200012 
 2.0                                                              F016500200013 
ENDCOMMON            3          0                                 F016500200014 
DATA                 4         60                                 F016500200015 
EN         ANG-CM     DATA-CM    DATA-ERR                         F016500200016 
MEV        ADEG       NO-DIM     NO-DIM                           F016500200017 
     3.        21.01       1.072      0.0883                      F016500200018 
     3.        31.24       1.48       0.122                       F016500200019 
     3.        41.53       2.409      0.1986                      F016500200020 
     3.        53.78       3.323      0.274                       F016500200021 
     3.        64.01       4.59       0.3784                      F016500200022 
     3.        74.18       5.378      0.4434                      F016500200023 
     3.        84.38       6.841      0.564                       F016500200024 
     3.        94.55       8.016      0.6609                      F016500200025 
     3.       104.7        9.393      0.7743                      F016500200026 
     3.       114.9       11.01       0.9073                      F016500200027 
     3.       123.        10.95       0.903                       F016500200028 
     3.       135.1       10.88       0.8967                      F016500200029 
     3.5       18.42       1.256      0.0951                      F016500200030 
     3.5       28.69       2.011      0.1523                      F016500200031 
     3.5       40.96       2.973      0.2251                      F016500200032 
     3.5       53.21       4.058      0.3073                      F016500200033 
     3.5       63.38       4.731      0.3583                      F016500200034 
     3.5       73.57       5.972      0.4522                      F016500200035 
     3.5       83.71       6.432      0.487                       F016500200036 
     3.5       91.85       7.507      0.5684                      F016500200037 
     3.5      104.1        9.466      0.7168                      F016500200038 
     3.5      114.2       11.04       0.8357                      F016500200039 
     3.5      122.4       12.88       0.9754                      F016500200040 
     3.5      132.6       15.02       1.137                       F016500200041 
     3.5      140.7       17.53       1.327                       F016500200042 
     3.5      150.8       18.88       1.429                       F016500200043 
     3.5      161.1       25.8        1.954                       F016500200044 
     4.        20.5        1.165      0.0938                      F016500200045 
     4.        32.81       1.895      0.1526                      F016500200046 
     4.        43.06       2.842      0.2288                      F016500200047 
     4.        53.31       4.263      0.3432                      F016500200048 
     4.        63.45       4.602      0.3705                      F016500200049 
     4.        69.52       4.586      0.3692                      F016500200050 
     4.        75.62       4.962      0.3995                      F016500200051 
     4.        81.69       4.945      0.3981                      F016500200052 
     4.        85.76       5.356      0.4312                      F016500200053 
     4.        93.93       6.823      0.5493                      F016500200054 
     4.       100.1        8.701      0.7006                      F016500200055 
     4.       104.2        9.425      0.7588                      F016500200056 
     4.       110.3       12.02       0.9677                      F016500200057 
     4.       114.4       14.14       1.138                       F016500200058 
     4.       122.6       18.01       1.45                        F016500200059 
     4.       132.8       27.         2.174                       F016500200060 
     4.       140.9       26.88       2.164                       F016500200061 
     4.       149.1       31.54       2.539                       F016500200062 
     4.       159.2       34.05       2.741                       F016500200063 
     4.5       20.38       1.255      0.0962                      F016500200064 
     4.5       30.74       2.551      0.1954                      F016500200065 
     4.5       43.04       4.082      0.3127                      F016500200066 
     4.5       53.24       5.152      0.3947                      F016500200067 
     4.5       65.35       4.728      0.3622                      F016500200068 
     4.5       73.38       4.017      0.3077                      F016500200069 
     4.5       85.57       4.678      0.3583                      F016500200070 
     4.5       95.88       8.111      0.6213                      F016500200071 
     4.5      104.2       14.08       1.079                       F016500200072 
     4.5      116.4       20.81       1.594                       F016500200073 
     4.5      126.7       28.43       2.178                       F016500200074 
     4.5      134.8       35.92       2.752                       F016500200075 
     4.5      143.        41.92       3.211                       F016500200076 
     4.5      153.1       48.88       3.744                       F016500200077 
ENDDATA             62          0                                 F016500200078 
ENDSUBENT           77          0                                 F016500299999 
ENDENTRY             2          0                                 F016599999999 
