ENTRY            11522   20210920                             149211522  0    1 
SUBENT        11522001   20210920                             149211522  1    1 
BIB                 10         27                                 11522  1    2 
TITLE      Neutron total cross section measurements using a       11522  1    3 
           'white' neutron source                                 11522  1    4 
AUTHOR     (L.A.Galloway,E.F.Shrader)                             11522  1    5 
REFERENCE  (R,COO-1573-6,1966)                                    11522  1    6 
INSTITUTE  (1USACSE)                                              11522  1    7 
FACILITY   (VDG,1USACSE)                                          11522  1    8 
INC-SOURCE (D-LI7)                                                11522  1    9 
DETECTOR   (SCIN,BF3) NE-213 liquid scintillator.                 11522  1   10 
METHOD     (TOF) The distance from the neutron source to the      11522  1   11 
           face of the detector is 590.0 +- 0.25 cm. For          11522  1   12 
           neutrons Enr = (v/1.3832)**2, Enr in MeV and v in      11522  1   13 
           cm/ns.                                                 11522  1   14 
ANALYSIS   The total cross section sigmaT = -lnT/(N*L) , where T  11522  1   15 
           is the transmission, N is a number of nuclei per unit  11522  1   16 
           mass of the absorber and L is the length of the        11522  1   17 
           absorber expressed in mass per unit area. The          11522  1   18 
           transmission is given by T = Rx/R0, where Rx is the    11522  1   19 
           normalized signal rate for attenuated (transmitted)    11522  1   20 
           flux and R0 is the normalized signal rate for          11522  1   21 
           unattenuated flux.                                     11522  1   22 
HISTORY    (19760715T) Translated from SCISRS.                    11522  1   23 
           (19830412A) Converted to reaction formalism.           11522  1   24 
           (19860210A) Author corrected.                          11522  1   25 
           (20210920A) BP: Updated to new date formats, lower     11522  1   26 
           case. Corrections according last EXFOR rules and Dict. 11522  1   27 
           Updated entry, added samples and experimental details, 11522  1   28 
           corrected STATUS, digitized data.                      11522  1   29 
ENDBIB              27          0                                 11522  1   30 
NOCOMMON             0          0                                 11522  1   31 
ENDSUBENT           30          0                                 11522  199999 
SUBENT        11522002   20210920                             149211522  2    1 
BIB                  4          5                                 11522  2    2 
REACTION   (12-MG-0(N,TOT),,SIG)                                  11522  2    3 
SAMPLE     Absorber was 2-in. in diameter, 5-in. in length,       11522  2    4 
           99.95% purity.                                         11522  2    5 
ERR-ANALYS (DATA-ERR) Nominal values of relative uncertainties.   11522  2    6 
STATUS     (TABLE) Table IV, page 59.                             11522  2    7 
ENDBIB               5          0                                 11522  2    8 
NOCOMMON             0          0                                 11522  2    9 
DATA                 4        346                                 11522  2   10 
EN         EN-RSL     DATA       DATA-ERR                         11522  2   11 
MEV        PER-CENT   B          PER-CENT                         11522  2   12 
      1.995        1.5      1.606        8.0                      11522  2   13 
      2.002        1.4      1.707        7.2                      11522  2   14 
      2.009        1.4      1.832        6.5                      11522  2   15 
      2.015        1.4      1.857        4.2                      11522  2   16 
      2.021        1.5      1.980        4.4                      11522  2   17 
      2.028        1.5      2.042        3.7                      11522  2   18 
      2.034        1.5      2.201        4.3                      11522  2   19 
      2.041        1.5      2.301        4.5                      11522  2   20 
      2.047        1.5      2.503        4.0                      11522  2   21 
      2.053        1.5      2.465        2.9                      11522  2   22 
      2.060        1.5      2.465        3.5                      11522  2   23 
      2.066        1.5      2.205        4.4                      11522  2   24 
      2.073        1.5      1.994        3.3                      11522  2   25 
      2.080        1.5      1.995        3.5                      11522  2   26 
      2.086        1.5      1.906        4.9                      11522  2   27 
      2.093        1.5      1.925        4.5                      11522  2   28 
      2.100        1.5      1.846        5.3                      11522  2   29 
      2.107        1.5      1.716        3.5                      11522  2   30 
      2.114        1.5      1.727        3.2                      11522  2   31 
      2.121        1.6      1.788        4.4                      11522  2   32 
      2.128        1.5      1.859        5.6                      11522  2   33 
      2.135        1.5      1.825        5.6                      11522  2   34 
      2.142        1.5      1.787        4.0                      11522  2   35 
      2.149        1.5      1.790        4.8                      11522  2   36 
      2.156        1.5      1.743        5.5                      11522  2   37 
      2.163        1.5      1.761        2.9                      11522  2   38 
      2.170        1.5      1.724        3.6                      11522  2   39 
      2.177        1.5      1.878        4.5                      11522  2   40 
      2.185        1.5      1.993        2.7                      11522  2   41 
      2.192        1.5      2.245        3.6                      11522  2   42 
      2.199        1.5      2.680        3.4                      11522  2   43 
      2.206        1.5      3.211        2.9                      11522  2   44 
      2.214        1.5      3.332        1.9                      11522  2   45 
      2.221        1.6      3.425        1.7                      11522  2   46 
      2.229        1.6      3.546        1.8                      11522  2   47 
      2.236        1.6      3.485        1.7                      11522  2   48 
      2.244        1.6      3.365        2.0                      11522  2   49 
      2.252        1.5      3.187        1.9                      11522  2   50 
      2.259        1.5      2.919        2.3                      11522  2   51 
      2.267        1.5      2.685        2.1                      11522  2   52 
      2.274        1.5      2.469        2.6                      11522  2   53 
      2.282        1.5      2.446        3.1                      11522  2   54 
