ENTRY            11622   20071207                             Y0011162200000001 
SUBENT        11622001   20071207                             Y0011162200100001 
BIB                  7         10                                 1162200100002 
INSTITUTE  (1USADKE)                                              1162200100003 
REFERENCE  (J,BAP,5,443(C10),196004)                              1162200100004 
           (W,BILPUCH,1959) TABULATED DATA                        1162200100005 
AUTHOR     (C.D.BOWMAN,E.BILPUCH,R.H.TABONY,H.W.NEWSON)           1162200100006 
TITLE      High-resolution spectroscopy up to 750 keV.            1162200100007 
INC-SOURCE (P-LI7) LI-7(P,N) Source                               1162200100008 
STATUS     (SCSRS)                                                1162200100009 
HISTORY    (19760718T) Translated from SCISRS                     1162200100010 
           (19830815A) Converted to REACTION formalism            1162200100011 
           (20071128A) SD: BIB-section corrected.                 1162200100012 
ENDBIB              10          0                                 1162200100013 
NOCOMMON             0          0                                 1162200100014 
ENDSUBENT           13          0                                 1162200199999 
SUBENT        11622002   19830815                             00001162200200001 
BIB                  1          1                                 1162200200002 
REACTION   (19-K-0(N,TOT),,SIG)                                   1162200200003 
ENDBIB               1          0                                 1162200200004 
NOCOMMON             0          0                                 1162200200005 
DATA                 2        248                                 1162200200006 
EN         DATA                                                   1162200200007 
MEV        B                                                      1162200200008 
 8.00   -03 1.7    +00                                            1162200200009 
 8.25   -03 1.5    +00                                            1162200200010 
 8.5    -03 1.55   +00                                            1162200200011 
 8.75   -03 1.1    +00                                            1162200200012 
 9.00   -03 6.30   -01                                            1162200200013 
 9.25   -03 1.0    +00                                            1162200200014 
 9.5    -03 5.2    +00                                            1162200200015 
 9.75   -03 1.30   +01                                            1162200200016 
 1.00   -02 1.15   +01                                            1162200200017 
 1.025  -02 6.65   +00                                            1162200200018 
 1.05   -02 2.6    +00                                            1162200200019 
 1.15   -02 2.3    +00                                            1162200200020 
 1.25   -02 1.7    +00                                            1162200200021 
 1.35   -02 1.85   +00                                            1162200200022 
 1.45   -02 1.28   +00                                            1162200200023 
 1.55   -02 1.35   +00                                            1162200200024 
 1.65   -02 1.5    +00                                            1162200200025 
 1.7    -02 3.55   +00                                            1162200200026 
 1.725  -02 2.73   +00                                            1162200200027 
 1.75   -02 2.     +00                                            1162200200028 
 1.775  -02 2.5    +00                                            1162200200029 
 1.8    -02 1.73   +00                                            1162200200030 
 1.85   -02 1.43   +00                                            1162200200031 
 1.95   -02 1.88   +00                                            1162200200032 
 2.05   -02 2.23   +00                                            1162200200033 
 2.15   -02 1.58   +00                                            1162200200034 
 2.25   -02 1.93   +00                                            1162200200035 
 2.35   -02 1.6    +00                                            1162200200036 
 2.45   -02 1.78   +00                                            1162200200037 
 2.5    -02 3.     +00                                            1162200200038 
 2.525  -02 3.88   +00                                            1162200200039 
 2.55   -02 6.2    +00                                            1162200200040 
 2.575  -02 1.22   +01                                            1162200200041 
 2.6    -02 8.7    +00                                            1162200200042 
 2.625  -02 5.3    +00                                            1162200200043 
 2.65   -02 3.8    +00                                            1162200200044 
 2.675  -02 3.     +00                                            1162200200045 
 2.75   -02 1.83   +00                                            1162200200046 
 2.85   -02 1.9    +00                                            1162200200047 
 2.95   -02 1.73   +00                                            1162200200048 
 3.05   -02 1.18   +00                                            1162200200049 
 3.15   -02 1.28   +00                                            1162200200050 
 3.25   -02 1.48   +00                                            1162200200051 
 3.35   -02 2.23   +00                                            1162200200052 
 3.45   -02 1.8    +00                                            1162200200053 
 3.525  -02 7.30   -01                                            1162200200054 
 3.6    -02 9.00   -01                                            1162200200055 
 3.7    -02 1.68   +00                                            1162200200056 
 3.8    -02 2.08   +00                                            1162200200057 
 3.9    -02 2.15   +00                                            1162200200058 
 4.05   -02 1.58   +00                                            1162200200059 
 4.075  -02 1.38   +00                                            1162200200060 
 4.1    -02 9.00   -01                                            1162200200061 
