ENTRY            14349   20160315                             141614349  0    1 
SUBENT        14349001   20160315                             141614349  1    1 
BIB                 11         49                                 14349  1    2 
TITLE      Beryllium and Graphite Neutron Total Cross-Section     14349  1    3 
           Measurements from 0.4 to 20 MeV                        14349  1    4 
AUTHOR     (M.J.Rapp,Y.Danon,F.J.Saglime,R.M.Bahran,D.G.Williams, 14349  1    5 
           G.Leinweber,D.P.Barry,R.C.Block)                       14349  1    6 
INSTITUTE  (1USARPI,1USAKAP)                                      14349  1    7 
REFERENCE  (J,NSE,172,268,2012)                                   14349  1    8 
FACILITY   (LINAC,1USARPI) Experiments were performed at the      14349  1    9 
           Gaerttner Linear Accelerator Laboratory at Rensselaer  14349  1   10 
           Polytechnic Institute using electron linac.            14349  1   11 
DETECTOR   (SCIN) Detector consists of two custom-made            14349  1   12 
           EljenTechnology EJ-301 liquid scintillator modules.    14349  1   13 
           Each module with dimensions of 18.3cm x 35.6cm x       14349  1   14 
           12.7cm was read out using two Photonis XP4572B 12.7    14349  1   15 
           cm diameter photomultiplier tubes. The two modules     14349  1   16 
           stacked on top of each other give the detector system  14349  1   17 
           dimensions of 36.6 cm high x 35.6 cm wide normal to    14349  1   18 
           the neutron beam. Although the scintillator is         14349  1   19 
           capable of pulse shape discrimination, this property   14349  1   20 
           was not used in present experiment. Detector was placed14349  1   21 
           at effective flight path of (99.95+-0.07) m.           14349  1   22 
           (FISCH) Neutron flux was monitored using two           14349  1   23 
           moderated fission detectors - Reuter-Stokes            14349  1   24 
           RS-P6-2403-121 and Amperex B300D fission chambers,     14349  1   25 
           which were located 9 m from the neutron target.        14349  1   26 
METHOD     (TOF,TRN) Neutron energy was determined from time of   14349  1   27 
           flight, the cross sections were obtained from the      14349  1   28 
           ratio of transmission measurement with the sample to   14349  1   29 
           the open beam measurement.                             14349  1   30 
INC-SOURCE (PHOTO,EVAP) Photoneutrons were produced by            14349  1   31 
           bremsstrahlung  X-rays in the Ta target. The           14349  1   32 
           photoneutrons produced a white neutron source which    14349  1   33 
           can be approximated by an evaporation spectrum with    14349  1   34 
           an evaporation temperature of 0.55 MeV, with maximum   14349  1   35 
           energy extending up to the maximum electron energy     14349  1   36 
           of 55 MeV. The neutron beam was filtered with 7.62-cm  14349  1   37 
           thick depleted uranium filter and collimated.          14349  1   38 
CORRECTION Data were corrected for dead time.                     14349  1   39 
ERR-ANALYS (ERR-T) Total uncertainty consisting of following      14349  1   40 
           components added in quadrature                         14349  1   41 
             - statistical uncertainty in sample counts           14349  1   42 
             - statistical uncertainty in the open beam counts    14349  1   43 
             - uncertainty in the sample background counts        14349  1   44 
             - uncertainty in the open beam background counts     14349  1   45 
             - statistical uncertainty in the neutron monitor data14349  1   46 
                 taken during the sample measurement              14349  1   47 
             - statistical uncertainty in the neutron monitor data14349  1   48 
                 taken during the open measurement                14349  1   49 
HISTORY    (20121220C) Compiled by S.H.                           14349  1   50 
           (20160315A) OS. Units corrected in subs. 2-7           14349  1   51 
ENDBIB              49          0                                 14349  1   52 
NOCOMMON             0          0                                 14349  1   53 
ENDSUBENT           52          0                                 14349  199999 
SUBENT        14349002   20160315                             141614349  2    1 
BIB                  4          9                                 14349  2    2 
REACTION   (4-BE-9(N,TOT),,SIG)                                   14349  2    3 
STATUS     (TABLE) Data presented in fig.8 of the reference, sent 14349  2    4 
                   by author (G.L.)                               14349  2    5 
SAMPLE     Natural berylium sample with dimensions                14349  2    6 
                    diameter  (7.498+-0.002) cm                   14349  2    7 
                    thickness 2cm / (0.24684+-0.00009) atom/b     14349  2    8 
                    weight (163.08+-0.01) g                       14349  2    9 
HISTORY    (20160315A) Units corrected (keV to MeV), deleted      14349  2   10 
            COMMON                                                14349  2   11 
ENDBIB               9          0                                 14349  2   12 
NOCOMMON             0          0                                 14349  2   13 
DATA                 4       6119                                 14349  2   14 
EN         EN-ERR     DATA       ERR-T                            14349  2   15 
MEV        MEV        B          B                                14349  2   16 
  4.000E-01   1.16E-03   4.08E+00   4.44E-01                      14349  2   17 
  4.001E-01   1.16E-03   3.02E+00   4.26E-01                      14349  2   18 
  4.002E-01   1.16E-03   4.39E+00   4.38E-01                      14349  2   19 
  4.003E-01   1.16E-03   3.66E+00   4.26E-01                      14349  2   20 
  4.004E-01   1.16E-03   4.03E+00   4.23E-01                      14349  2   21 
  4.005E-01   1.16E-03   4.39E+00   4.50E-01                      14349  2   22 
  4.006E-01   1.16E-03   2.63E+00   3.72E-01                      14349  2   23 
  4.007E-01   1.16E-03   4.31E+00   4.15E-01                      14349  2   24 
  4.009E-01   1.16E-03   3.57E+00   3.91E-01                      14349  2   25 
  4.010E-01   1.16E-03   3.44E+00   4.06E-01                      14349  2   26 
  4.011E-01   1.16E-03   3.80E+00   3.96E-01                      14349  2   27 
  4.012E-01   1.16E-03   3.98E+00   4.07E-01                      14349  2   28 
  4.013E-01   1.16E-03   3.97E+00   3.89E-01                      14349  2   29 
  4.014E-01   1.16E-03   3.52E+00   3.71E-01                      14349  2   30 
  4.015E-01   1.16E-03   3.94E+00   3.82E-01                      14349  2   31 
  4.016E-01   1.16E-03   4.09E+00   3.91E-01                      14349  2   32 
  4.018E-01   1.17E-03   3.64E+00   3.61E-01                      14349  2   33 
  4.019E-01   1.17E-03   3.95E+00   3.82E-01                      14349  2   34 
  4.020E-01   1.17E-03   3.65E+00   3.76E-01                      14349  2   35 
  4.021E-01   1.17E-03   4.09E+00   4.04E-01                      14349  2   36 
  4.022E-01   1.17E-03   3.82E+00   3.87E-01                      14349  2   37 
  4.023E-01   1.17E-03   3.62E+00   4.01E-01                      14349  2   38 
  4.024E-01   1.17E-03   3.76E+00   3.90E-01                      14349  2   39 
  4.025E-01   1.17E-03   4.23E+00   4.06E-01                      14349  2   40 
  4.027E-01   1.17E-03   4.19E+00   4.17E-01                      14349  2   41 
  4.028E-01   1.17E-03   4.03E+00   4.07E-01                      14349  2   42 
  4.029E-01   1.17E-03   3.64E+00   3.92E-01                      14349  2   43 
  4.030E-01   1.17E-03   4.01E+00   4.07E-01                      14349  2   44 
  4.031E-01   1.17E-03   4.09E+00   4.04E-01                      14349  2   45 
  4.032E-01   1.17E-03   3.72E+00   3.84E-01                      14349  2   46 
  4.033E-01   1.17E-03   4.17E+00   4.07E-01                      14349  2   47 
  4.035E-01   1.17E-03   3.38E+00   3.68E-01                      14349  2   48 
  4.036E-01   1.17E-03   3.27E+00   3.90E-01                      14349  2   49 
  4.037E-01   1.17E-03   3.72E+00   3.86E-01                      14349  2   50 
  4.038E-01   1.17E-03   4.38E+00   3.99E-01                      14349  2   51 
  4.039E-01   1.17E-03   3.40E+00   3.97E-01                      14349  2   52 
  4.040E-01   1.17E-03   3.10E+00   3.77E-01                      14349  2   53 
  4.041E-01   1.17E-03   4.19E+00   3.97E-01                      14349  2   54 
  4.042E-01   1.17E-03   3.49E+00   3.84E-01                      14349  2   55 
  4.044E-01   1.17E-03   4.40E+00   4.17E-01                      14349  2   56 
  4.045E-01   1.17E-03   4.10E+00   3.98E-01                      14349  2   57 
  4.046E-01   1.17E-03   3.24E+00   3.88E-01                      14349  2   58 
  4.047E-01   1.17E-03   3.75E+00   3.83E-01                      14349  2   59 
  4.048E-01   1.17E-03   4.08E+00   4.08E-01                      14349  2   60 
  4.049E-01   1.17E-03   3.47E+00   3.94E-01                      14349  2   61 
  4.050E-01   1.18E-03   3.86E+00   4.02E-01                      14349  2   62 
  4.052E-01   1.18E-03   3.26E+00   3.95E-01                      14349  2   63 
  4.053E-01   1.18E-03   3.57E+00   3.98E-01                      14349  2   64 
  4.054E-01   1.18E-03   4.05E+00   3.97E-01                      14349  2   65 
  4.055E-01   1.18E-03   3.95E+00   3.85E-01                      14349  2   66 
  4.056E-01   1.18E-03   3.68E+00   3.68E-01                      14349  2   67 
  4.057E-01   1.18E-03   3.85E+00   3.90E-01                      14349  2   68 
  4.058E-01   1.18E-03   3.12E+00   3.55E-01                      14349  2   69 
  4.060E-01   1.18E-03   3.96E+00   3.89E-01                      14349  2   70 
  4.061E-01   1.18E-03   3.55E+00   3.75E-01                      14349  2   71 
  4.062E-01   1.18E-03   3.85E+00   3.88E-01                      14349  2   72 
  4.063E-01   1.18E-03   3.52E+00   3.95E-01                      14349  2   73 
  4.064E-01   1.18E-03   3.45E+00   3.94E-01                      14349  2   74 
  4.065E-01   1.18E-03   3.24E+00   3.85E-01                      14349  2   75 
  4.067E-01   1.18E-03   3.19E+00   4.09E-01                      14349  2   76 
  4.068E-01   1.18E-03   3.39E+00   3.93E-01                      14349  2   77 
  4.069E-01   1.18E-03   3.77E+00   3.88E-01                      14349  2   78 
  4.070E-01   1.18E-03   3.61E+00   4.05E-01                      14349  2   79 
  4.071E-01   1.18E-03   3.47E+00   3.93E-01                      14349  2   80 
  4.072E-01   1.18E-03   3.71E+00   4.19E-01                      14349  2   81 
  4.073E-01   1.18E-03   3.54E+00   4.36E-01                      14349  2   82 
  4.075E-01   1.18E-03   3.10E+00   4.30E-01                      14349  2   83 
  4.076E-01   1.18E-03   2.86E+00   4.15E-01                      14349  2   84 
  4.077E-01   1.18E-03   4.01E+00   4.26E-01                      14349  2   85 
  4.078E-01   1.18E-03   4.44E+00   4.23E-01                      14349  2   86 
  4.079E-01   1.18E-03   3.39E+00   3.95E-01                      14349  2   87 
  4.080E-01   1.18E-03   3.91E+00   3.80E-01                      14349  2   88 
  4.081E-01   1.18E-03   3.85E+00   3.83E-01                      14349  2   89 
  4.083E-01   1.18E-03   3.40E+00   3.79E-01                      14349  2   90 
  4.084E-01   1.19E-03   3.75E+00   3.85E-01                      14349  2   91 
  4.085E-01   1.19E-03   3.51E+00   3.65E-01                      14349  2   92 
  4.086E-01   1.19E-03   3.47E+00   3.87E-01                      14349  2   93 
  4.087E-01   1.19E-03   3.49E+00   3.94E-01                      14349  2   94 
  4.088E-01   1.19E-03   3.57E+00   3.76E-01                      14349  2   95 
  4.090E-01   1.19E-03   4.38E+00   4.09E-01                      14349  2   96 
  4.091E-01   1.19E-03   4.07E+00   3.82E-01                      14349  2   97 
  4.092E-01   1.19E-03   3.25E+00   3.69E-01                      14349  2   98 
  4.093E-01   1.19E-03   4.16E+00   3.70E-01                      14349  2   99 
  4.094E-01   1.19E-03   3.54E+00   3.84E-01                      14349  2  100 
  4.095E-01   1.19E-03   3.50E+00   3.49E-01                      14349  2  101 
  4.097E-01   1.19E-03   3.27E+00   3.80E-01                      14349  2  102 
  4.098E-01   1.19E-03   3.84E+00   3.70E-01                      14349  2  103 
  4.099E-01   1.19E-03   4.10E+00   3.85E-01                      14349  2  104 
  4.100E-01   1.19E-03   3.52E+00   3.69E-01                      14349  2  105 
  4.101E-01   1.19E-03   3.06E+00   3.85E-01                      14349  2  106 
  4.102E-01   1.19E-03   3.93E+00   3.96E-01                      14349  2  107 
  4.104E-01   1.19E-03   3.32E+00   4.03E-01                      14349  2  108 
  4.105E-01   1.19E-03   4.02E+00   4.27E-01                      14349  2  109 
  4.106E-01   1.19E-03   3.78E+00   4.12E-01                      14349  2  110 
  4.107E-01   1.19E-03   4.01E+00   4.02E-01                      14349  2  111 
  4.108E-01   1.19E-03   3.47E+00   4.34E-01                      14349  2  112 
  4.109E-01   1.19E-03   3.57E+00   4.35E-01                      14349  2  113 
  4.111E-01   1.19E-03   3.37E+00   4.08E-01                      14349  2  114 
  4.112E-01   1.19E-03   3.58E+00   4.03E-01                      14349  2  115 
  4.113E-01   1.19E-03   4.47E+00   4.24E-01                      14349  2  116 
  4.114E-01   1.19E-03   3.84E+00   4.00E-01                      14349  2  117 
  4.115E-01   1.19E-03   3.94E+00   4.18E-01                      14349  2  118 
  4.116E-01   1.20E-03   3.66E+00   4.14E-01                      14349  2  119 
  4.118E-01   1.20E-03   2.99E+00   4.18E-01                      14349  2  120 
  4.119E-01   1.20E-03   3.77E+00   4.06E-01                      14349  2  121 
  4.120E-01   1.20E-03   3.02E+00   4.26E-01                      14349  2  122 
  4.121E-01   1.20E-03   3.21E+00   4.26E-01                      14349  2  123 
  4.122E-01   1.20E-03   3.73E+00   4.40E-01                      14349  2  124 
  4.123E-01   1.20E-03   4.53E+00   4.86E-01                      14349  2  125 
  4.125E-01   1.20E-03   4.41E+00   4.75E-01                      14349  2  126 
  4.126E-01   1.20E-03   4.40E+00   5.06E-01                      14349  2  127 
  4.127E-01   1.20E-03   4.56E+00   4.48E-01                      14349  2  128 
  4.128E-01   1.20E-03   3.42E+00   4.45E-01                      14349  2  129 
  4.129E-01   1.20E-03   3.63E+00   4.33E-01                      14349  2  130 
  4.130E-01   1.20E-03   3.47E+00   4.38E-01                      14349  2  131 
  4.132E-01   1.20E-03   3.65E+00   4.21E-01                      14349  2  132 
  4.133E-01   1.20E-03   3.71E+00   4.52E-01                      14349  2  133 
  4.134E-01   1.20E-03   3.12E+00   4.33E-01                      14349  2  134 
  4.135E-01   1.20E-03   3.83E+00   4.39E-01                      14349  2  135 
  4.136E-01   1.20E-03   3.88E+00   4.48E-01                      14349  2  136 
  4.137E-01   1.20E-03   3.19E+00   4.38E-01                      14349  2  137 
  4.139E-01   1.20E-03   3.64E+00   4.26E-01                      14349  2  138 
  4.140E-01   1.20E-03   3.45E+00   4.25E-01                      14349  2  139 
  4.141E-01   1.20E-03   3.24E+00   4.31E-01                      14349  2  140 
  4.142E-01   1.20E-03   3.97E+00   4.32E-01                      14349  2  141 
  4.143E-01   1.20E-03   3.74E+00   4.31E-01                      14349  2  142 
  4.145E-01   1.20E-03   3.62E+00   4.32E-01                      14349  2  143 
  4.146E-01   1.20E-03   4.21E+00   4.30E-01                      14349  2  144 
  4.147E-01   1.20E-03   3.92E+00   4.26E-01                      14349  2  145 
  4.148E-01   1.21E-03   3.74E+00   4.31E-01                      14349  2  146 
  4.149E-01   1.21E-03   3.51E+00   4.25E-01                      14349  2  147 
  4.150E-01   1.21E-03   3.53E+00   4.30E-01                      14349  2  148 
  4.152E-01   1.21E-03   2.73E+00   4.39E-01                      14349  2  149 
