ENTRY            12343   20120426                             13801234300000001 
SUBENT        12343001   20120426                             13801234300100001 
BIB                  9         28                                 1234300100002 
INSTITUTE  (1USALRL)                                              1234300100003 
REFERENCE  (J,PR,142,778,1966)                                    1234300100004 
AUTHOR     (R.D.Albert)                                           1234300100005 
TITLE      U-233 fission cross section measured using a nuclear   1234300100006 
           explosion in space.                                    1234300100007 
INC-SOURCE (EXPLO) A high-altitude nuclear explosion in 1962 was  1234300100008 
           used as a neutron source in an experiment to measure   1234300100009 
           the fission cross section of U233 relative to U235 in  1234300100010 
           the 30-eV to 5-MeV energy region.                      1234300100011 
SAMPLE     (92-U-233,ENR=0.9728)                                  1234300100012 
           (92-U-235,ENR=0.9912)                                  1234300100013 
DETECTOR   (FISCH) Each fission counter was constructed entirely  1234300100014 
           of aluminum in the form of concentric cylinders on     1234300100015 
           which uranium was chemically plated to a depth of      1234300100016 
           about 200 mu-g/cm2. The fission counters were 3 in.    1234300100017 
           in diam. and 1.5 in. long. They were filled to a       1234300100018 
           pressure of about 80 lb/in. with gas composed of 96%   1234300100019 
           argon and 4% carbon dioxide, and had operating         1234300100020 
           plateaus in the region of 500 V.                       1234300100021 
STATUS     (SCSRS) From compiler: In tables of PR,142,778,1966    1234300100022 
                   are presented only part of this data.          1234300100023 
                   Data cannot be checked now (2012/04/26) because1234300100024 
                   other source of data is not available.         1234300100025 
HISTORY    (19760804T) Translated from SCISRS                     1234300100026 
           (19820519A) converted to REACTION formalism            1234300100027 
           (20120426A) SD:Updated to new date formats,lower case. 1234300100028 
             corrected according to last EXFOR rules and Dict.    1234300100029 
             BIB update. In Subent 2 critique from evaluator added1234300100030 
ENDBIB              28          0                                 1234300100031 
NOCOMMON             0          0                                 1234300100032 
ENDSUBENT           31          0                                 1234300199999 
SUBENT        12343002   20120426                             13801234300200001 
BIB                  5         10                                 1234300200002 
REACTION   ((92-U-233(N,F),,SIG)/                                 1234300200003 
           (92-U-235(N,F),,SIG))                                  1234300200004 
METHOD     (TOF)      Time-of-flight                              1234300200005 
CRITIQUE   From E.Dupont (2009-08-31): The last point             1234300200006 
                              (at 7.75 MeV)  is ~2 times too low  1234300200007 
STATUS     The ratio of the U233 cross section                    1234300200008 
           relative to the U-235 cross section was calculated     1234300200009 
           from the ratio of the counting rates of the U-233 and  1234300200010 
           U-235 fission chambers obtained from the experiment.   1234300200011 
HISTORY    (20120426A) SD: Critique from evaluator added.         1234300200012 
ENDBIB              10          0                                 1234300200013 
NOCOMMON             0          0                                 1234300200014 
DATA                 4        636                                 1234300200015 
EN         EN-ERR     DATA       DATA-ERR                         1234300200016 
MEV        MEV        NO-DIM     PER-CENT                         1234300200017 
   3.25E-05    2.5E-06      1.204        10.                      1234300200018 
   3.75E-05    2.5E-06      1.379        11.                      1234300200019 
   4.25E-05    2.5E-06      1.093        13.                      1234300200020 
   4.75E-05    2.5E-06      1.442        12.                      1234300200021 
   5.25E-05    2.5E-06      1.310        12.                      1234300200022 
   5.75E-05    2.5E-06      1.022        10.                      1234300200023 
   6.25E-05    2.5E-06      1.497        12.                      1234300200024 
   6.75E-05    2.5E-06      1.416        13.                      1234300200025 
   6.75E-05   3.25E-05      1.473        3.0                      1234300200026 
   7.25E-05    2.5E-06      1.320        11.                      1234300200027 
   7.75E-05    2.5E-06      1.833        12.                      1234300200028 
   8.25E-05    2.5E-06      1.224        12.                      1234300200029 
   8.75E-05    2.5E-06      1.649        12.                      1234300200030 
   9.25E-05    2.5E-06      1.329        11.                      1234300200031 
   9.75E-05    2.5E-06      2.261        12.                      1234300200032 
  1.025E-04    2.5E-06      1.231        12.                      1234300200033 
  1.075E-04    2.5E-06      1.731        12.                      1234300200034 
  1.125E-04    2.5E-06      1.677        12.                      1234300200035 
  1.175E-04    2.5E-06      1.374        11.                      1234300200036 
  1.225E-04    2.5E-06      1.256        11.                      1234300200037 
  1.275E-04    2.5E-06      1.154        11.                      1234300200038 
  1.325E-04    2.5E-06      1.269        12.                      1234300200039 
  1.375E-04    2.5E-06      1.193        12.                      1234300200040 
  1.425E-04    2.5E-06      1.365        11.                      1234300200041 
  1.475E-04    2.5E-06      1.500        11.                      1234300200042 
   1.50E-04    5.0E-05      1.375        2.5                      1234300200043 
  1.525E-04    2.5E-06      1.528        12.                      1234300200044 
  1.575E-04    2.5E-06      1.659        12.                      1234300200045 
  1.625E-04    2.5E-06      1.184        11.                      1234300200046 
  1.675E-04    2.5E-06      1.488        11.                      1234300200047 
  1.725E-04    2.5E-06      1.319        12.                      1234300200048 
  1.775E-04    2.5E-06      1.142        11.                      1234300200049 
  1.825E-04    2.5E-06      1.712        13.                      1234300200050 
  1.875E-04    2.5E-06      1.618        12.                      1234300200051 
  1.925E-04    2.5E-06      1.344        12.                      1234300200052 
  1.975E-04    2.5E-06      1.190        11.                      1234300200053 
  2.025E-04    2.5E-06      1.358        12.                      1234300200054 
  2.075E-04    2.5E-06      1.423        11.                      1234300200055 
  2.125E-04    2.5E-06      1.366        11.                      1234300200056 
  2.175E-04    2.5E-06      1.318        10.                      1234300200057 
