ENTRY            10263   20011204                             00001026300000001 
SUBENT        10263001   20011204                             00001026300100001 
BIB                 12         25                                 1026300100002 
INSTITUTE  (1USAKTY)                                              1026300100003 
REFERENCE  (J,NP/A,196,65,197211)                                 1026300100004 
AUTHOR     (J.D.Brandenberger,A.Mittler,M.T.McEllistrem)          1026300100005 
TITLE      The scattering of 8.0 and 9.0 MeV neutrons by 27Al,    1026300100006 
            28Si, 31P and 32S                                     1026300100007 
FACILITY   (VDG) Universty of Kentucky 6.0 MeV Van de Graaff      1026300100008 
INC-SOURCE (D-D)                                                  1026300100009 
           (D-T)                                                  1026300100010 
METHOD     (TOF)                                                  1026300100011 
DETECTOR   (SCIN) Liquid organic scintillator.                    1026300100012 
MONITOR    (1-H-1(N,EL)1-H-1,,SIG) Normalized to n-p scattering.  1026300100013 
ERR-ANALYS (DATA-ERR) Relative uncertainty given includes:        1026300100014 
            . statistical uncertainties,                          1026300100015 
            . uncertainties in residual background,               1026300100016 
            . statistical and stability uncertainties in monitor  1026300100017 
              and electronics,                                    1026300100018 
            . uncertainties in multiple scattering correction.    1026300100019 
            . uncertainties in angular resolution correction.     1026300100020 
           Normalization error 5.7%.                              1026300100021 
STATUS     Tabulated data received from J.D. Brandenberger,       1026300100022 
            September 1972.                                       1026300100023 
HISTORY    (19730202C)                                            1026300100024 
           (19750214A) Silicon data added.                        1026300100025 
           (19821118A) Converted to REACTION formalism            1026300100026 
           (20011204A) Converted to new date formats, lower case. 1026300100027 
ENDBIB              25          0                                 1026300100028 
NOCOMMON             0          0                                 1026300100029 
ENDSUBENT           28          0                                 1026300199999 
SUBENT        10263002   20011204                             00001026300200001 
BIB                  3          3                                 1026300200002 
REACTION   (13-AL-27(N,EL)13-AL-27,,DA)                           1026300200003 
SAMPLE     78.76-g aluminum sample.                               1026300200004 
COMMENT    Cross sections are in c.m. but angles are given in lab.1026300200005 
ENDBIB               3          0                                 1026300200006 
NOCOMMON             0          0                                 1026300200007 
DATA                 4         27                                 1026300200008 
EN         ANG        DATA-CM    DATA-ERR                         1026300200009 
MEV        ADEG       MB/SR      MB/SR                            1026300200010 
 7.97       30.        246.5      7.7                             1026300200011 
 7.97       35.        160.5      4.0                             1026300200012 
 7.97       40.        108.1      2.1                             1026300200013 
 7.97       50.         43.5      1.1                             1026300200014 
 7.97       60.         27.4      0.5                             1026300200015 
 7.97       70.         26.8      0.6                             1026300200016 
 7.97       80.         26.4      0.9                             1026300200017 
 7.97       90.         21.4      0.5                             1026300200018 
 7.97       100.        13.5      0.3                             1026300200019 
 7.97       110.        10.8      0.3                             1026300200020 
 7.97       120.        13.4      0.3                             1026300200021 
 7.97       130.        15.9      0.3                             1026300200022 
 7.97       145.        25.5      0.8                             1026300200023 
 9.05       30.        214.7       6.5                            1026300200024 
 9.05       35.        124.6       2.4                            1026300200025 
 9.05       40.         71.5       1.5                            1026300200026 
 9.05       55.         16.5       1.0                            1026300200027 
 9.05       60.         20.4       0.8                            1026300200028 
 9.05       70.         31.7       1.0                            1026300200029 
 9.05       80.         32.5       1.0                            1026300200030 
 9.05       90.         20.8       0.5                            1026300200031 
 9.05       100.        12.9       0.3                            1026300200032 
 9.05       110.         8.8       0.43                           1026300200033 
 9.05       120.        10.6       0.31                           1026300200034 
 9.05       130.        14.9       0.22                           1026300200035 
 9.05       140.        20.2       0.3                            1026300200036 
 9.05       150.        28.8       0.7                            1026300200037 
ENDDATA             29          0                                 1026300200038 
ENDSUBENT           37          0                                 1026300299999 
SUBENT        10263003   20011204                             00001026300300001 
BIB                  4          4                                 1026300300002 
REACTION   (13-AL-27(N,INL)13-AL-27,PAR,DA)                       1026300300003 
SAMPLE     78.76-g aluminum sample.                               1026300300004 
COMMENT    Cross sections are in c.m. but angles are given in lab.1026300300005 
HISTORY    (20011204A) Quantity corrected.                        1026300300006 
ENDBIB               4          0                                 1026300300007 
NOCOMMON             0          0                                 1026300300008 
DATA                 5         80                                 1026300300009 
EN         Q-VAL      ANG        DATA-CM    DATA-ERR              1026300300010 
MEV        MEV        ADEG       MB/SR      MB/SR                 1026300300011 
 7.97      -0.93       30.        9.3        0.59                 1026300300012 
 7.97      -0.93       35.        8.6        0.55                 1026300300013 
 7.97      -0.93       40.        8.0        0.50                 1026300300014 
 7.97      -0.93       50.        7.7        0.49                 1026300300015 
 7.97      -0.93       60.        7.0        0.44                 1026300300016 
 7.97      -0.93       70.        5.9        0.27                 1026300300017 
 7.97      -0.93       80.        5.4        0.24                 1026300300018 
 7.97      -0.93       90.        5.5        0.25                 1026300300019 
 7.97      -0.93       100.       5.2        0.24                 1026300300020 
 7.97      -0.93       110.       5.5        0.25                 1026300300021 
 7.97      -0.93       120.       5.2        0.24                 1026300300022 
 7.97      -0.93       130.       5.2        0.24                 1026300300023 
 7.97      -0.93       145.       5.7        0.26                 1026300300024 
 7.97      -2.21       30.        8.1        0.31                 1026300300025 
 7.97      -2.21       35.        8.3        0.31                 1026300300026 
 7.97      -2.21       40.        8.0        0.30                 1026300300027 
 7.97      -2.21       50.        7.4        0.28                 1026300300028 
 7.97      -2.21       60.        7.2        0.27                 1026300300029 
 7.97      -2.21       70.        6.0        0.22                 1026300300030 
 7.97      -2.21       80.        5.6        0.21                 1026300300031 
 7.97      -2.21       90.        5.1        0.19                 1026300300032 
 7.97      -2.21       100.       4.8        0.18                 1026300300033 
 7.97      -2.21       110.       5.2        0.19                 1026300300034 
 7.97      -2.21       120.       5.4        0.20                 1026300300035 
 7.97      -2.21       130.       5.5        0.20                 1026300300036 
 7.97      -2.21       145.       5.6        0.21                 1026300300037 
 7.97      -2.90       30.        11.3       0.43                 1026300300038 
 7.97      -2.90       35.        11.3       0.43                 1026300300039 
 7.97      -2.90       40.        11.0       0.42                 1026300300040 
 7.97      -2.90       50.        10.4       0.40                 1026300300041 
 7.97      -2.90       60.        10.0       0.37                 1026300300042 
 7.97      -2.90       70.         9.4       0.35                 1026300300043 
 7.97      -2.90       80.         9.2       0.34                 1026300300044 
 7.97      -2.90       90.         8.8       0.33                 1026300300045 
 7.97      -2.90       100.        8.6       0.32                 1026300300046 
 7.97      -2.90       110.        9.1       0.34                 1026300300047 
 7.97      -2.90       120.        9.4       0.35                 1026300300048 
 7.97      -2.90       130.        9.3       0.35                 1026300300049 
 7.97      -2.90       145.        9.2       0.34                 1026300300050 
 9.05      -0.93       30.        8.5        0.68                 1026300300051 
 9.05      -0.93       35.        8.0        0.84                 1026300300052 
 9.05      -0.93       40.        7.4        0.60                 1026300300053 
 9.05      -0.93       50.        6.2        0.46                 1026300300054 
 9.05      -0.93       60.        5.5        0.40                 1026300300055 
 9.05      -0.93       70.        5.5        0.23                 1026300300056 
 9.05      -0.93       80.        5.4        0.25                 1026300300057 
 9.05      -0.93       90.        4.3        0.18                 1026300300058 
 9.05      -0.93       100.       5.2        0.24                 1026300300059 
 9.05      -0.93       110.       5.4        0.24                 1026300300060 
 9.05      -0.93       120.       4.9        0.20                 1026300300061 
 9.05      -0.93       130.       5.1        0.18                 1026300300062 
 9.05      -0.93       140.       4.2        0.19                 1026300300063 
 9.05      -2.21       30.        6.3        0.25                 1026300300064 
 9.05      -2.21       35.        6.2        0.24                 1026300300065 
 9.05      -2.21       40.        6.7        0.26                 1026300300066 
 9.05      -2.21       55.        6.1        0.24                 1026300300067 
 9.05      -2.21       60.        5.5        0.22                 1026300300068 
 9.05      -2.21       70.        5.1        0.19                 1026300300069 
 9.05      -2.21       80.        4.8        0.18                 1026300300070 
 9.05      -2.21       90.        4.4        0.17                 1026300300071 
 9.05      -2.21       100.       4.9        0.19                 1026300300072 
 9.05      -2.21       110.       4.8        0.18                 1026300300073 
 9.05      -2.21       120.       5.2        0.20                 1026300300074 
 9.05      -2.21       130.       5.3        0.20                 1026300300075 
 9.05      -2.21       140.       5.8        0.23                 1026300300076 
 9.05      -2.21       150.       6.1        0.24                 1026300300077 
 9.05      -2.90       30.        13.3        0.6                 1026300300078 
 9.05      -2.90       35.        11.9        0.5                 1026300300079 
