ENTRY            14838   20241007                             15171483800000001 
SUBENT        14838001   20241007                             15171483800100001 
BIB                 13         44                                 1483800100002 
TITLE      Measurement of fragment-correlated gamma-ray emission  1483800100003 
           from 252Cf(sf)                                         1483800100004 
AUTHOR     (S.Marin,I.A.Tolstukhin,N.P.Giha, F.Tovesson,          1483800100005 
           V.Protopopescu,S.A.Pozzi)                              1483800100006 
REFERENCE  (J,PR/C,109,054617,2024)                               1483800100007 
           #doi:10.1103/PhysRevC.109.054617                       1483800100008 
REL-REF    (A,23268002,A.Goeoek+,J,PR/C,90,064611,2014)           1483800100009 
INSTITUTE  (1USAMHG,1USAANL,1USAORL)                              1483800100010 
DETECTOR   (IOCH,SCIN) The FS-3 array of trans-stilbene organic   1483800100011 
           scintillators coupled to the Argonne National          1483800100012 
           Laboratory twin Frisch-gridded ionization chamber      1483800100013 
            (TFGIC).                                              1483800100014 
SAMPLE     The target in this experiment was prepared at Oregon   1483800100015 
           State University and consists of a molecular plating   1483800100016 
           of 252Cf on a ~100 microg cm-2 carbon foil. The thin   1483800100017 
           target allows both fragments to escape into the        1483800100018 
           separate sides of the chamber and be detected.         1483800100019 
METHOD     (COINC) An ionization chamber to tag fission events    1483800100020 
           and measure the masses and kinetic energies of the     1483800100021 
           fission fragments and trans-stilbene organic           1483800100022 
           scintillators to measure the neutrons and gamma rays   1483800100023 
           emitted by the fission fragments. The 2E method was    1483800100024 
           used to determine the fragment masses from the         1483800100025 
           measured kinetic energies.                             1483800100026 
ERR-ANALYS (ERR-S) The nature of the error, it was computed by    1483800100027 
           comparing the variations across several days of        1483800100028 
           counting, so it will represent both statistical        1483800100029 
           errors and a small subset of systematics that we       1483800100030 
           could not control, namely the variations in            1483800100031 
           temperature/pressure as well as other minor            1483800100032 
           day-to-day variations. This is far from a complete     1483800100033 
           systematic error analysis, so they would be simply     1483800100034 
           statistical errors.                                    1483800100035 
CORRECTION An overall systematic correction of up to 20% on all   1483800100036 
           points is expected due to efficiency estimation.       1483800100037 
           Variation of this efficiency with energy introduces    1483800100038 
           much smaller (~1%) variation of this systematic        1483800100039 
           correction across mass and TKE bins.                   1483800100040 
COMMENT    Compiler's comment: The data (masses) given here       1483800100041 
           differ from the original publication, where the        1483800100042 
           labels in the paper appear to be shifted, due to a     1483800100043 
           formatting error in the label.                         1483800100044 
STATUS     (APRVD) Approved by Stefano Marin on October 7, 2024.  1483800100045 
HISTORY    (20241007C) BP                                         1483800100046 
ENDBIB              44          0                                 1483800100047 
NOCOMMON             0          0                                 1483800100048 
ENDSUBENT           47          0                                 1483800199999 
SUBENT        14838002   20241007                             15171483800200001 
BIB                  2          2                                 1483800200002 
REACTION   (98-CF-252(0,F)MASS,PR,NU/TKE)                         1483800200003 
STATUS     (TABLE,,S.Marin+,J,PR/C,109,054617,2024) Authors' data.1483800200004 
ENDBIB               2          0                                 1483800200005 
NOCOMMON             0          0                                 1483800200006 
DATA                 4        221                                 1483800200007 
MASS       TKE        DATA       ERR-S                            1483800200008 
NO-DIM     MEV        PRT/FIS    PRT/FIS                          1483800200009 
       92.0      143.0 5.54630258 0.07033945                      1483800200010 
       92.0      145.0 5.04155357 0.05455386                      1483800200011 
       92.0      147.0 4.70496720 0.04308985                      1483800200012 
       92.0      149.0 5.30043883 0.03849430                      1483800200013 
       92.0      151.0 5.25410056 0.03188203                      1483800200014 
       92.0      153.0 4.81656288 0.02585363                      1483800200015 
       92.0      155.0 5.03448381 0.02273049                      1483800200016 
       92.0      157.0 4.84370387 0.01953316                      1483800200017 
       92.0      159.0 4.79482591 0.01712802                      1483800200018 
       92.0      161.0 4.50780337 0.01514881                      1483800200019 
       92.0      163.0 4.36833585 0.01373730                      1483800200020 
       92.0      165.0 4.19347407 0.01264771                      1483800200021 
       92.0      167.0 3.96352991 0.01180652                      1483800200022 
       92.0      169.0 3.84644047 0.01150843                      1483800200023 
       92.0      171.0 3.53006063 0.01114262                      1483800200024 
       92.0      173.0 3.51902443 0.01148746                      1483800200025 
       92.0      175.0 3.18570169 0.01159681                      1483800200026 
       92.0      177.0 2.98366389 0.01229454                      1483800200027 
       92.0      179.0 2.57574347 0.01287271                      1483800200028 
       92.0      181.0 2.44094715 0.01445261                      1483800200029 
       92.0      183.0 2.04892567 0.01600062                      1483800200030 
       92.0      185.0 2.00134470 0.01967124                      1483800200031 
       92.0      187.0 1.80442578 0.02425563                      1483800200032 
       92.0      189.0 1.48175543 0.02967196                      1483800200033 
       92.0      191.0 1.44175429 0.04111224                      1483800200034 
       92.0      193.0 1.56465192 0.06309756                      1483800200035 
       92.0      195.0 0.64863735 0.06407261                      1483800200036 
       92.0      197.0 0.45548756 0.07793053                      1483800200037 
       98.0      143.0 5.55387439 0.07535787                      1483800200038 
       98.0      145.0 6.03974595 0.06496651                      1483800200039 
       98.0      147.0 5.64795447 0.05319433                      1483800200040 
       98.0      149.0 5.28567804 0.04216508                      1483800200041 
       98.0      151.0 5.22927730 0.03413457                      1483800200042 
       98.0      153.0 5.27042796 0.02871696                      1483800200043 
       98.0      155.0 5.20394658 0.02352019                      1483800200044 
       98.0      157.0 5.18867880 0.01968880                      1483800200045 
       98.0      159.0 5.13663254 0.01668015                      1483800200046 
       98.0      161.0 4.82938417 0.01383087                      1483800200047 
       98.0      163.0 4.89054364 0.01215472                      1483800200048 
       98.0      165.0 4.70756775 0.01045044                      1483800200049 
       98.0      167.0 4.44241816 0.00922800                      1483800200050 
       98.0      169.0 4.34375688 0.00830076                      1483800200051 
       98.0      171.0 4.12241280 0.00747547                      1483800200052 
       98.0      173.0 3.91026066 0.00696665                      1483800200053 
       98.0      175.0 3.70658750 0.00659236                      1483800200054 
       98.0      177.0 3.46234803 0.00636933                      1483800200055 
       98.0      179.0 3.20217984 0.00623828                      1483800200056 
       98.0      181.0 3.00858362 0.00635926                      1483800200057 
       98.0      183.0 2.73553822 0.00652121                      1483800200058 
       98.0      185.0 2.41634901 0.00692990                      1483800200059 
       98.0      187.0 2.21682629 0.00757203                      1483800200060 
       98.0      189.0 1.98097265 0.00860327                      1483800200061 
       98.0      191.0 1.61322830 0.00958049                      1483800200062 
       98.0      193.0 1.38333743 0.01150771                      1483800200063 
       98.0      195.0 1.15996580 0.01396370                      1483800200064 
       98.0      197.0 0.94133123 0.01736698                      1483800200065 
       98.0      199.0 0.82904588 0.02432597                      1483800200066 
       98.0      201.0 0.78186685 0.03710157                      1483800200067 
       98.0      203.0 0.45147445 0.04459680                      1483800200068 
      104.0      143.0 5.33564750 0.07239685                      1483800200069 
      104.0      145.0 5.07961680 0.05832914                      1483800200070 
      104.0      147.0 5.07642624 0.05082738                      1483800200071 
      104.0      149.0 5.00113031 0.04332783                      1483800200072 
      104.0      151.0 4.83514708 0.03624282                      1483800200073 
      104.0      153.0 5.41365226 0.03199628                      1483800200074 
      104.0      155.0 5.47188867 0.02748776                      1483800200075 
      104.0      157.0 5.39514660 0.02282142                      1483800200076 
