ENTRY            14277   20100930                             13671427700000001 
SUBENT        14277001   20100930                             13671427700100001 
BIB                 12         23                                 1427700100002 
INSTITUTE  (1USAKTY)                                              1427700100003 
REFERENCE  (J,PR/C,72,034313,2005)                                1427700100004 
AUTHOR     (A.Kumar,J.N.Orce,S.R.Lesher,C.J.McKay,M.T.McEllistrem,1427700100005 
            S.W.Yates)                                            1427700100006 
TITLE      Heterogeneous vibrations in 112Sn                      1427700100007 
FACILITY   (VDG,1USAKTY) the 7-MV accelerator at the University of1427700100008 
            Kentucky                                              1427700100009 
INC-SOURCE (P-T) Target was bombarded with nearly monoenergetic   1427700100010 
            neutrons (DE = 60 keV). Neutrons were produced by use 1427700100011 
            of the 3H(p, n)3He reaction (Q = -0.764 MeV)          1427700100012 
DETECTOR   (GE-IN) a BGO Compton-suppressed HPGe detector with a  1427700100013 
            relative efficiency of about 55% and an energy        1427700100014 
            resolution of 2.1 keV (FWHM) at 1332 keV.             1427700100015 
SAMPLE     A 4-g cylindrical metallic sample (height = 1.6 cm,    1427700100016 
            diameter = 0.7 cm) enriched to 99% in 112Sn.          1427700100017 
PART-DET   (G)                                                    1427700100018 
METHOD     (TOF)                                                  1427700100019 
MONITOR    The energy calibration was monitored with 24Na and     1427700100020 
            137Cs radioactive sources. Efficiency and energy      1427700100021 
            nonlinearity curves were determined with a 226Ra      1427700100022 
            source placed at the scattering sample position.      1427700100023 
HISTORY    (20051115C) DR                                         1427700100024 
           (20100930A) SH Changed from C1368 to 14277             1427700100025 
ENDBIB              23          0                                 1427700100026 
NOCOMMON             0          0                                 1427700100027 
ENDSUBENT           26          0                                 1427700199999 
SUBENT        14277002   20100930                             13671427700200001 
BIB                  4          4                                 1427700200002 
REACTION   (50-SN-112(N,INL)50-SN-112,PAR,SIG,G,REL)              1427700200003 
EN-SEC     (E,G) Gamma-ray energy                                 1427700200004 
ERR-ANALYS (DATA-ERR) Total uncertainty                           1427700200005 
STATUS     (CURVE) Data taken from Fig. 2                         1427700200006 
ENDBIB               4          0                                 1427700200007 
NOCOMMON             0          0                                 1427700200008 
DATA                 4         37                                 1427700200009 
E          EN         DATA       DATA-ERR                         1427700200010 
KEV        MEV        ARB-UNITS  ARB-UNITS                        1427700200011 
2912.0        2.99E+00   8.11E+00   1.30E+00                      1427700200012 
2912.0        3.10E+00   1.42E+01   1.30E+00                      1427700200013 
2912.0        3.20E+00   2.16E+01   1.43E+00                      1427700200014 
2912.0        3.30E+00   2.72E+01   2.22E+00                      1427700200015 
2912.0        3.40E+00   2.07E+01   1.30E+00                      1427700200016 
2912.0        3.50E+00   2.58E+01   1.69E+00                      1427700200017 
2912.0        3.60E+00   2.23E+01   1.30E+00                      1427700200018 
2912.0        3.70E+00   2.27E+01   1.17E+00                      1427700200019 
2912.0        3.80E+00   2.58E+01   1.43E+00                      1427700200020 
2912.0        3.90E+00   2.05E+01   1.56E+00                      1427700200021 
2917.8        3.00E+00   1.54E+01   1.05E+00                      1427700200022 
2917.8        3.10E+00   3.75E+01   1.70E+00                      1427700200023 
2917.8        3.20E+00   4.62E+01   2.10E+00                      1427700200024 
2917.8        3.30E+00   5.13E+01   1.83E+00                      1427700200025 
2917.8        3.40E+00   4.56E+01   1.70E+00                      1427700200026 
2917.8        3.49E+00   4.64E+01   1.31E+00                      1427700200027 
2917.8        3.60E+00   4.60E+01   1.57E+00                      1427700200028 
2917.8        3.70E+00   4.14E+01   1.31E+00                      1427700200029 
2917.8        3.79E+00   4.13E+01   1.44E+00                      1427700200030 
2917.8        3.90E+00   4.20E+01   1.57E+00                      1427700200031 
2986.4        3.10E+00   8.10E+00   4.50E-01                      1427700200032 
2986.4        3.20E+00   1.21E+01   7.88E-01                      1427700200033 
2986.4        3.29E+00   1.72E+01   5.63E-01                      1427700200034 
2986.4        3.39E+00   1.61E+01   9.00E-01                      1427700200035 
2986.4        3.50E+00   1.61E+01   1.01E+00                      1427700200036 
2986.4        3.59E+00   1.61E+01   9.00E-01                      1427700200037 
2986.4        3.70E+00   1.32E+01   9.00E-01                      1427700200038 
2986.4        3.80E+00   1.28E+01   1.23E+00                      1427700200039 
2986.4        3.90E+00   1.14E+01   7.88E-01                      1427700200040 
3078.6        3.11E+00   1.79E+01   2.15E+00                      1427700200041 
3078.6        3.22E+00   2.61E+01   2.15E+00                      1427700200042 
3078.6        3.33E+00   3.26E+01   1.92E+00                      1427700200043 
3078.6        3.44E+00   3.44E+01   1.81E+00                      1427700200044 
3078.6        3.55E+00   3.60E+01   1.70E+00                      1427700200045 
3078.6        3.66E+00   3.34E+01   1.24E+00                      1427700200046 
3078.6        3.77E+00   2.89E+01   1.24E+00                      1427700200047 
3078.6        3.89E+00   2.80E+01   1.13E+00                      1427700200048 
ENDDATA             39          0                                 1427700200049 
ENDSUBENT           48          0                                 1427700299999 
ENDENTRY             2          0                                 1427799999999 
