ENTRY            D6184   20131124                             D091D618400000001 
SUBENT        D6184001   20131124                             D091D618400100001 
BIB                 11         27                                 D618400100002 
TITLE      Reaction mechanisms involving weakly bound 6Li and     D618400100003 
            209Bi at energies near the Coulomb barrier            D618400100004 
AUTHOR     (S.Santra, S.Kailas, K.Ramachandran, V.V.Parkar, V.Jha,D618400100005 
            B.J.Roy,P.Shukla)                                     D618400100006 
INSTITUTE  (3INDTRM)                                              D618400100007 
REFERENCE  (J,PR/C,83,034616,2011)                                D618400100008 
REL-REF    (O,D6118001,C.S.Palshetkar+,J,PR/C,82,044608,2010)     D618400100009 
            fusion data given                                     D618400100010 
           (O,D6079001,S.Santra+,J,PL/B,677,139,2009)             D618400100011 
            36+40 MeV data given                                  D618400100012 
FACILITY   (VDG,3INDTRM) BARC-TIFR 14-UD pelletron facility       D618400100013 
SAMPLE     The self-supporting target (~330 ug/cm2) prepared by   D618400100014 
            vacuum evaporation technique.                         D618400100015 
METHOD     (EDE)                                                  D618400100016 
DETECTOR   (TELES,SIBAR,SIBAR) Four dE-E telescopes of Si surface D618400100017 
            barrier detectors (dE: 25-33 um, E: 500-1000 um)      D618400100018 
            placed 10 deg. apart on a movable arm inside a 1 m-   D618400100019 
            diameter scattering chamber to catch the projectile-  D618400100020 
            like fragments                                        D618400100021 
           (SIBAR) Two single-surface barrier detectors of        D618400100022 
            2000 um thickness placed at +/-25 deg. on either side D618400100023 
            of the beam for cross-section normalization and beam  D618400100024 
            monitoring.                                           D618400100025 
STATUS     (APRVD) Entry approved by Dr S.Santra                  D618400100026 
HISTORY    (20130220C) Dr.Satheesh B, Dept of Physics, Calicut    D618400100027 
            University, Kerala                                    D618400100028 
           (20131124U) On. Finalized                              D618400100029 
ENDBIB              27          0                                 D618400100030 
NOCOMMON             0          0                                 D618400100031 
ENDSUBENT           30          0                                 D618400199999 
SUBENT        D6184002   20131124                             D091D618400200001 
BIB                  3          4                                 D618400200002 
REACTION   (83-BI-209(3-LI-6,EL)83-BI-209,,DA,,RTH)               D618400200003 
ERR-ANALYS (ERR-S) Statistical uncertainties                      D618400200004 
STATUS     (TABLE) Data from author presented on Fig.2 of         D618400200005 
            Phys.Rev.C83(2011)034616.                             D618400200006 
ENDBIB               4          0                                 D618400200007 
NOCOMMON             0          0                                 D618400200008 
DATA                 4        266                                 D618400200009 
EN         ANG-CM     DATA       ERR-S                            D618400200010 
MEV        ADEG       NO-DIM     NO-DIM                           D618400200011 
 24.0        61.42     0.9962     0.0295                          D618400200012 
 24.0        66.49     0.9995     0.0298                          D618400200013 
 24.0        71.55     0.9906     0.0282                          D618400200014 
 24.0        76.59     0.9858     0.0278                          D618400200015 
 24.0        81.62     1.0020     0.0281                          D618400200016 
 24.0        86.64     0.9982     0.0280                          D618400200017 
 24.0        91.65     1.0280     0.0279                          D618400200018 
 24.0        96.64     0.9902     0.0263                          D618400200019 
 24.0       101.62     0.9856     0.0149                          D618400200020 
 24.0       106.59     0.9969     0.0313                          D618400200021 
 24.0       111.54     1.0050     0.0122                          D618400200022 
 24.0       116.49     0.9867     0.0246                          D618400200023 
 24.0       121.42     0.9797     0.0112                          D618400200024 
 24.0       126.35     0.9889     0.0227                          D618400200025 
 24.0       131.26     0.9710     0.0093                          D618400200026 
 24.0       136.16     0.9798     0.0187                          D618400200027 
 24.0       141.06     1.0020     0.0313                          D618400200028 
 24.0       145.94     0.9762     0.0219                          D618400200029 
 24.0       150.82     1.0050     0.0229                          D618400200030 
 24.0       155.70     0.9736     0.0192                          D618400200031 
 24.0       160.56     0.9859     0.0197                          D618400200032 
 24.0       165.43     0.9490     0.0147                          D618400200033 
 24.0       170.29     0.9600     0.0151                          D618400200034 
 26.0        61.42     1.0050     0.0300                          D618400200035 
 26.0        66.49     1.0040     0.0246                          D618400200036 
 26.0        71.55     0.9919     0.0274                          D618400200037 
 26.0        76.59     0.9902     0.0189                          D618400200038 
 26.0        81.62     1.0120     0.0288                          D618400200039 
 26.0        86.64     1.0320     0.0200                          D618400200040 
 26.0        91.65     0.9667     0.0262                          D618400200041 
 26.0        96.64     0.9794     0.0180                          D618400200042 
 26.0       101.62     0.9787     0.0270                          D618400200043 
 26.0       106.59     0.9730     0.0290                          D618400200044 
 26.0       111.54     0.9807     0.0212                          D618400200045 
 26.0       116.49     0.9764     0.0228                          D618400200046 
 26.0       121.42     0.9712     0.0207                          D618400200047 
 26.0       126.35     0.9706     0.0222                          D618400200048 
 26.0       131.26     0.9423     0.0173                          D618400200049 
 26.0       136.16     0.9569     0.0186                          D618400200050 
 26.0       141.06     0.9041     0.0264                          D618400200051 
 26.0       145.94     0.9231     0.0207                          D618400200052 
