ENTRY            D0514   20090609                             D068D051400000001 
SUBENT        D0514001   20090609                             D068D051400100001 
BIB                 12         53                                 D051400100002 
TITLE      Non-equilibrium emission of complex fragments from     D051400100003 
           p + Au collisions at 2.5 GeV proton beam energy        D051400100004 
AUTHOR     (A.Bubak,A.Budzanowski,D.Filges,F.Goldenbaum,A.Heczko, D051400100005 
           H.Hodde,L.Jarczyk,B.Kamys,M.Kistryn,St.Kistryn,        D051400100006 
           St.Kliczewski,A.Kowalczyk,E.Kozik,P.Kulessa,H.Machner, D051400100007 
           A.Magiera,W.Migdal,N.Paul,B.Piskor-Ignatowicz,         D051400100008 
           M.Puchala,K.Pysz,Z.Rudy,R.Siudak,M.Wojciechowski,      D051400100009 
           P.Wustner)  - PISA Collaboration                       D051400100010 
INSTITUTE  (2GERJUL,3POLIFJ,3POLUJK,2GERBON)                      D051400100011 
           (3POLPOL) Institute of Physics, Silesian University,   D051400100012 
           Uniwersytecka 4, PL-40007 Katowice, Poland             D051400100013 
REFERENCE  (J,PR/C,76,014618,2007)                                D051400100014 
           (J,NIM/A,562,733,2006) data for 4He at 35.degr.        D051400100015 
FACILITY   (SYNCY,2GERJUL) Cooler Synchrotron COSY in the         D051400100016 
           Research Center in Julich                              D051400100017 
SAMPLE     very thin, self-supporting targets (of the order of    D051400100018 
           300 mu-g/cm2)                                          D051400100019 
DETECTOR   The PISA apparatus consists of nine independent        D051400100020 
           detection arms comprising various kinds of detectors.  D051400100021 
           Two of these arms (placed at 15. and 120. angles in    D051400100022 
           respect to the beam direction) are equipped with the   D051400100023 
           Bragg curve detectors (BCD), which permit the          D051400100024 
           Z-identification of the reaction products and          D051400100025 
           determination of their kinetic energies with low       D051400100026 
           detection energy threshold (of about 1MeV/nucleon).    D051400100027 
           The active volume of BCD's has thickness of 22 cm of   D051400100028 
           isobutane at a pressure of 206 mbar.                   D051400100029 
           (TELES,SIBAR,CSICR) The telescopes consisted of  D     D051400100030 
           silicon detectors of the following thicknesses: 50 +   D051400100031 
           400 + 6000 mu-m (at 35. and 50.), 50 + 400 mu-m (at    D051400100032 
           80.), and 50 + 400 + 1000 + 2000 mu-m (at 100 degr.).  D051400100033 
           silicon telescope at 100 deg was also supplied with    D051400100034 
           7.5 cm CsI scintillator detector standing outside the  D051400100035 
           scattering chamber.                                    D051400100036 
           At three angles (15.6., 20., and  65.), the telescopes D051400100037 
           built of silicon detectors of  the thickness of        D051400100038 
           90 + 1000 + 1000 + 90 mu-m each of them, with          D051400100039 
           7.5 cm CsI scintillator detectors standing behind them D051400100040 
           are positioned outside the chamber.                    D051400100041 
MONITOR    (79-AU-197(P,X)4-BE-7,,SIG)                            D051400100042 
MONIT-REF  (,A.Bubak+,J,NIM/B,204,507,2004)                       D051400100043 
           The absolute normalization of the data was achieved by D051400100044 
           comparison of the total cross section for 7Be ejectilesD051400100045 
           extracted from angular and energy integration of the   D051400100046 
           spectra measured in the present experiment with the    D051400100047 
           cross section obtained from parametrization of         D051400100048 
           experimental 7Be production cross sections in          D051400100049 
           proton-nucleus collisions.                             D051400100050 
ERR-ANALYS (ERR-1) Accuracy of the absolute normalization         D051400100051 
STATUS     (TABLE) Data were received from Dr. A.Bubak            D051400100052 
           (APRVD) Entry approved by Dr. A.Bubak                  D051400100053 
HISTORY    (20080904C) SD                                         D051400100054 
           (20090520A) SD: second ref. was added.                 D051400100055 
ENDBIB              53          0                                 D051400100056 
COMMON               2          3                                 D051400100057 
EN         ERR-1                                                  D051400100058 
GEV        PER-CENT                                               D051400100059 
  2.5        10.                                                  D051400100060 
ENDCOMMON            3          0                                 D051400100061 
ENDSUBENT           60          0                                 D051400199999 
SUBENT        D0514002   20080904                             D063D051400200001 
BIB                  1          1                                 D051400200002 
REACTION   (79-AU-197(P,X)1-H-1,,DA/DE)                           D051400200003 
ENDBIB               1          0                                 D051400200004 
NOCOMMON             0          0                                 D051400200005 
DATA                 4        419                                 D051400200006 
ANG        E          DATA       DATA-ERR                         D051400200007 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        D051400200008 
       15.6        6.5       7.82       0.21                      D051400200009 
       15.6        7.5      10.75       0.24                      D051400200010 
       15.6        8.5      13.64       0.27                      D051400200011 
       15.6        9.5      15.98       0.29                      D051400200012 
       15.6       10.5      16.67        0.3                      D051400200013 
       15.6       11.5      15.09       0.29                      D051400200014 
       15.6       14.5      10.93       0.25                      D051400200015 
       15.6       15.5      10.78       0.25                      D051400200016 
       15.6       16.5      10.78       0.25                      D051400200017 
       15.6       17.5       9.58       0.23                      D051400200018 
       15.6       18.5        8.4       0.22                      D051400200019 
       15.6       27.5       5.77       0.18                      D051400200020 
       15.6       28.5       5.73       0.18                      D051400200021 
       15.6       29.5        6.1       0.19                      D051400200022 
       15.6       30.5       6.02       0.19                      D051400200023 
       15.6       31.5       6.22       0.19                      D051400200024 
       15.6       32.5       6.12       0.19                      D051400200025 
       15.6       33.5       5.81       0.18                      D051400200026 
       15.6       34.5       5.92       0.18                      D051400200027 
       15.6       35.5       6.08       0.19                      D051400200028 
       15.6       36.5       5.92       0.18                      D051400200029 
       15.6       37.5       5.78       0.18                      D051400200030 
       15.6       38.5       6.02       0.19                      D051400200031 
       15.6       39.5        5.8       0.18                      D051400200032 
       15.6       40.5       5.63       0.18                      D051400200033 
       15.6       41.5        5.6       0.18                      D051400200034 
       15.6       42.5        5.6       0.18                      D051400200035 
       15.6       43.5       5.53       0.18                      D051400200036 
       15.6       44.5       5.54       0.18                      D051400200037 
       15.6       45.5       5.64       0.18                      D051400200038 
       15.6       46.5       5.78       0.18                      D051400200039 
       15.6       47.5       5.71       0.18                      D051400200040 
       15.6       48.5       5.73       0.18                      D051400200041 
       15.6       49.5       5.62       0.18                      D051400200042 
       15.6       50.5       5.74       0.18                      D051400200043 
       15.6       51.5       5.65       0.18                      D051400200044 
       15.6       52.5       6.01       0.19                      D051400200045 
       15.6       53.5       5.73       0.18                      D051400200046 
       15.6       54.5        5.4       0.18                      D051400200047 
       15.6       55.5       5.72       0.18                      D051400200048 
       15.6       56.5       5.64       0.18                      D051400200049 
       15.6       57.5       5.66       0.18                      D051400200050 
       15.6       58.5       5.93       0.18                      D051400200051 
       15.6       59.5       5.68       0.18                      D051400200052 
       15.6       60.5       5.81       0.18                      D051400200053 
       15.6       61.5       6.02       0.19                      D051400200054 
       15.6       62.5       5.97       0.18                      D051400200055 
       15.6       63.5       5.71       0.18                      D051400200056 
       15.6       64.5       5.66       0.18                      D051400200057 
       15.6       65.5       5.69       0.18                      D051400200058 
       15.6       66.5       5.49       0.18                      D051400200059 
       15.6       67.5       5.59       0.18                      D051400200060 
       15.6       68.5        5.6       0.18                      D051400200061 
       15.6       69.5       5.34       0.17                      D051400200062 
       15.6       70.5       5.88       0.18                      D051400200063 
       15.6       71.5       5.38       0.18                      D051400200064 
       15.6       72.5       5.44       0.18                      D051400200065 
       15.6       73.5       5.41       0.18                      D051400200066 
       15.6       74.5       5.43       0.18                      D051400200067 
       15.6       75.5        5.2       0.17                      D051400200068 
       15.6       76.5       5.31       0.17                      D051400200069 
       15.6       77.5       5.47       0.18                      D051400200070 
       15.6       78.5       5.37       0.17                      D051400200071 
       15.6       79.5        5.3       0.17                      D051400200072 
       15.6       80.5       4.95       0.17                      D051400200073 
       15.6       81.5         5.       0.17                      D051400200074 
       15.6       82.5       5.14       0.17                      D051400200075 
       15.6       83.5       5.24       0.17                      D051400200076 
       15.6       84.5       5.18       0.17                      D051400200077 
       15.6       85.5       4.83       0.17                      D051400200078 
       15.6       86.5       4.73       0.16                      D051400200079 
       15.6       87.5       5.01       0.17                      D051400200080 
       15.6       88.5       4.85       0.17                      D051400200081 
       15.6       89.5       4.44       0.16                      D051400200082 
       15.6       90.5       4.87       0.17                      D051400200083 
       15.6       91.5       4.77       0.16                      D051400200084 
       15.6       92.5       4.58       0.16                      D051400200085 
