ENTRY            D0370   20051011                             D044D037000000001 
SUBENT        D0370001   20051011                             D044D037000100001 
BIB                  8         22                                 D037000100002 
TITLE      Fusion and Elastic Scattering of 9Be + 64Zn:           D037000100003 
           A search of the breakup influence on these processes   D037000100004 
AUTHOR     (S.B.Moraes,P.R.S.Gomes,J.Lubian,J.J.S.Alves,R.M.Anjos,D037000100005 
           M.M.Sant'Anna,I.Padron,C.Muri,R.Liguori Neto,N.Added)  D037000100006 
INSTITUTE  (3BZLUFF,3BZLUSP)                                      D037000100007 
REFERENCE  (J,PR/C,61,064608,2000)                                D037000100008 
FACILITY   (VDGT,3BZLUSP)  Pelletron Laboratory                   D037000100009 
METHOD     The total fusion cross section has been measured  at   D037000100010 
           energies close and above the Coulomb barrier.          D037000100011 
           Different processes following the breakup should be    D037000100012 
           considered: elastic breakup (EBU), when neither of the D037000100013 
           breakup fragments is captured by the target;           D037000100014 
           incomplete fusion reaction (ICF), when one of the      D037000100015 
           fragments is captured by the target; and complete      D037000100016 
           fusion following breakup (CFBU), when all breakup      D037000100017 
           fragments are captured by the target.                  D037000100018 
           The sum of complete fusion (including two body         D037000100019 
           fusion and complete fusion following breakup) and      D037000100020 
           incomplete fusion is called total fusion.              D037000100021 
STATUS     (TABLE) Tables received from Dr. J.Lubian              D037000100022 
           (APRVD) Entry approved by Dr.J.Lubian                  D037000100023 
HISTORY    (20051011C) SD                                         D037000100024 
ENDBIB              22          0                                 D037000100025 
NOCOMMON             0          0                                 D037000100026 
ENDSUBENT           25          0                                 D037000199999 
SUBENT        D0370002   20051011                             D044D037000200001 
BIB                  6         17                                 D037000200002 
REACTION   (30-ZN-64(4-BE-9,EL)30-ZN-64,,DA,,RTH)                 D037000200003 
FACILITY   (VDGT,3BZLUSP) The Sao Paulo 8UD pelletron accelerator.D037000200004 
SAMPLE     The metallic Zn target had thickness of the order of   D037000200005 
           50 mu-g/cm2. The Zn target and one Au target were      D037000200006 
           placed at the target holder at the center of a         D037000200007 
           multipurpose scattering chamber, with a diameter of 1m.D037000200008 
DETECTOR   (SIBAR) The elastic scattering cross sections were     D037000200009 
           measured with a set of nine silicon surface barrier    D037000200010 
           detectors, placed at 40-cm from the target. The angularD037000200011 
           separation between two adjacent detectors was 5 degree.D037000200012 
           An additional surface barrier detector used as monitor D037000200013 
           was placed at 35. degr, relative to the beam direction,D037000200014 
           for normalization purposes.                            D037000200015 
ANALYSIS   The analysis of the angular distributions was performedD037000200016 
           by the ECIS code                                       D037000200017 
ERR-ANALYS (ERR-T) The uncertainties in the differential elastic  D037000200018 
           cross section data vary from 1 to 10 %.                D037000200019 
ENDBIB              17          0                                 D037000200020 
NOCOMMON             0          0                                 D037000200021 
DATA                 4        155                                 D037000200022 
EN         ANG-CM     DATA-CM    ERR-T                            D037000200023 
MEV        ADEG       NO-DIM     NO-DIM                           D037000200024 
  17.0       28.41      1.000      0.018                          D037000200025 
  17.0       34.03      0.979      0.018                          D037000200026 
  17.0       39.63      0.999      0.020                          D037000200027 
  17.0       45.19      1.010      0.021                          D037000200028 
  17.0       50.71      0.981      0.022                          D037000200029 
  17.0       56.18      0.984      0.025                          D037000200030 
  17.0       61.61      1.028      0.028                          D037000200031 
  17.0       67.00      1.053      0.032                          D037000200032 
  17.0       72.32      1.069      0.039                          D037000200033 
  17.0       77.59      0.938      0.019                          D037000200034 
  17.0       82.81      0.996      0.022                          D037000200035 
  17.0       87.96      0.981      0.023                          D037000200036 
  17.0       93.05      0.947      0.024                          D037000200037 
  17.0       98.08      0.943      0.026                          D037000200038 
  17.0      103.05      0.967      0.028                          D037000200039 
  17.0      107.96      1.004      0.034                          D037000200040 
  17.0      112.81      0.943      0.033                          D037000200041 
  17.0      117.59      0.899      0.033                          D037000200042 
  17.0      122.32      0.947      0.037                          D037000200043 
  17.0      127.00      0.912      0.034                          D037000200044 
  17.0      131.61      0.882      0.032                          D037000200045 
  17.0      136.18      0.870      0.033                          D037000200046 
  17.0      140.71      0.849      0.033                          D037000200047 
  17.0      145.19      0.868      0.035                          D037000200048 
  17.0      149.63      0.814      0.035                          D037000200049 
  17.0      149.63      0.788      0.046                          D037000200050 
  17.0      154.03      0.854      0.036                          D037000200051 
  17.0      158.41      0.811      0.036                          D037000200052 
  17.0      162.76      0.799      0.042                          D037000200053 
  19.0       28.41      1.000      0.015                          D037000200054 
  19.0       34.03      0.993      0.015                          D037000200055 
  19.0       39.63      0.983      0.016                          D037000200056 
  19.0       45.19      0.982      0.017                          D037000200057 
  19.0       50.71      1.002      0.019                          D037000200058 
  19.0       56.18      1.024      0.021                          D037000200059 
  19.0       61.61      1.026      0.023                          D037000200060 
  19.0       67.00      0.977      0.026                          D037000200061 
  19.0       72.32      1.060      0.024                          D037000200062 
  19.0       77.59      1.018      0.017                          D037000200063 
  19.0       82.81      0.991      0.018                          D037000200064 
  19.0       87.96      0.961      0.019                          D037000200065 
  19.0       93.05      0.979      0.021                          D037000200066 
  19.0       98.08      0.952      0.022                          D037000200067 
  19.0      103.05      0.931      0.023                          D037000200068 
  19.0      107.96      0.867      0.024                          D037000200069 
  19.0      112.81      0.736      0.023                          D037000200070 
  19.0      117.59      0.681      0.021                          D037000200071 
  19.0      122.32      0.693      0.022                          D037000200072 
  19.0      127.00      0.682      0.023                          D037000200073 
  19.0      131.61      0.608      0.020                          D037000200074 
  19.0      136.18      0.588      0.021                          D037000200075 
  19.0      140.71      0.530      0.020                          D037000200076 
  19.0      145.19      0.570      0.022                          D037000200077 
  19.0      149.63      0.500      0.022                          D037000200078 
  19.0      154.03      0.510      0.019                          D037000200079 
  19.0      158.41      0.475      0.018                          D037000200080 
  19.0      162.76      0.489      0.019                          D037000200081 
  19.0      167.09      0.507      0.021                          D037000200082 
  21.0       28.41      1.000      0.008                          D037000200083 
  21.0       34.03      0.986      0.009                          D037000200084 
  21.0       39.63      1.023      0.010                          D037000200085 
  21.0       45.19      1.026      0.010                          D037000200086 
  21.0       50.71      1.001      0.011                          D037000200087 
  21.0       56.18      1.007      0.012                          D037000200088 
  21.0       61.61      0.999      0.013                          D037000200089 
  21.0       67.00      1.122      0.016                          D037000200090 
  21.0       72.32      0.995      0.014                          D037000200091 
  21.0       77.59      0.938      0.011                          D037000200092 
  21.0       82.81      0.887      0.011                          D037000200093 
  21.0       87.96      0.808      0.011                          D037000200094 
  21.0       93.05      0.710      0.011                          D037000200095 
  21.0       98.08      0.622      0.012                          D037000200096 
  21.0      103.05      0.558      0.011                          D037000200097 
  21.0      107.96      0.512      0.012                          D037000200098 
  21.0      112.81      0.409      0.011                          D037000200099 
  21.0      117.59      0.333      0.009                          D037000200100 
  21.0      122.32      0.321      0.010                          D037000200101 
  21.0      127.00      0.298      0.010                          D037000200102 
  21.0      131.61      0.268      0.009                          D037000200103 
  21.0      136.18      0.230      0.009                          D037000200104 
  21.0      140.71      0.212      0.008                          D037000200105 
  21.0      145.19      0.215      0.009                          D037000200106 
  21.0      149.63      0.194      0.009                          D037000200107 
  21.0      154.03      0.171      0.007                          D037000200108 
  21.0      158.41      0.175      0.007                          D037000200109 
  21.0      162.76      0.170      0.008                          D037000200110 
  21.0      167.09      0.158      0.008                          D037000200111 
  23.0       28.41      1.000      0.011                          D037000200112 
  23.0       34.03      1.013      0.012                          D037000200113 
  23.0       39.63      1.004      0.012                          D037000200114 
  23.0       45.19      1.013      0.013                          D037000200115 
  23.0       50.71      1.061      0.015                          D037000200116 
  23.0       56.18      1.053      0.017                          D037000200117 
  23.0       61.61      1.020      0.017                          D037000200118 
  23.0       67.00      0.980      0.019                          D037000200119 
  23.0       72.32      0.856      0.015                          D037000200120 
  23.0       77.59      0.714      0.008                          D037000200121 
  23.0       82.81      0.645      0.008                          D037000200122 
  23.0       87.96      0.529      0.008                          D037000200123 
  23.0       93.05      0.422      0.007                          D037000200124 
  23.0       98.08      0.343      0.007                          D037000200125 
  23.0      103.05      0.290      0.007                          D037000200126 
  23.0      107.96      0.263      0.007                          D037000200127 
  23.0      112.81      0.193      0.006                          D037000200128 
  23.0      117.59      0.152      0.005                          D037000200129 
  23.0      122.32      0.127      0.005                          D037000200130 
  23.0      127.00      0.111      0.005                          D037000200131 
  23.0      131.61      0.092      0.004                          D037000200132 
  23.0      136.18      0.076      0.006                          D037000200133 
  23.0      140.71      0.072      0.004                          D037000200134 
  23.0      145.19      0.078      0.005                          D037000200135 
  23.0      149.63      0.057      0.005                          D037000200136 
  26.0       28.41      1.000      0.029                          D037000200137 
  26.0       34.03      0.970      0.029                          D037000200138 
  26.0       39.63      1.054      0.032                          D037000200139 
  26.0       45.19      1.103      0.033                          D037000200140 
  26.0       50.71      1.035      0.032                          D037000200141 
  26.0       56.18      0.883      0.028                          D037000200142 
  26.0       61.61      0.697      0.023                          D037000200143 
  26.0       67.00      0.537      0.020                          D037000200144 
  26.0       72.32      0.429      0.014                          D037000200145 
  26.0       77.59      0.327      0.008                          D037000200146 
  26.0       82.81      0.258      0.007                          D037000200147 
  26.0       87.96      0.184      0.005                          D037000200148 
  26.0       93.05      0.130      0.004                          D037000200149 
  26.0       98.08      0.105      0.004                          D037000200150 
  26.0      103.05      0.084      0.003                          D037000200151 
  26.0      107.96      0.064      0.003                          D037000200152 
  26.0      112.81      0.041      0.003                          D037000200153 
  26.0      117.59      0.027      0.003                          D037000200154 
  26.0      122.32      0.020      0.003                          D037000200155 
  26.0      127.00      0.020      0.003                          D037000200156 
  26.0      131.61      0.018      0.003                          D037000200157 
  26.0      136.18      0.015      0.003                          D037000200158 
  26.0      140.71      0.013      0.003                          D037000200159 
  26.0      145.19      0.009      0.003                          D037000200160 
  26.0      149.63      0.014      0.004                          D037000200161 
  28.0       28.41      1.000      0.010                          D037000200162 
  28.0       34.03      1.061      0.010                          D037000200163 
  28.0       39.63      1.131      0.012                          D037000200164 
  28.0       45.19      1.048      0.012                          D037000200165 
  28.0       50.71      0.864      0.011                          D037000200166 
  28.0       56.18      0.662      0.010                          D037000200167 
  28.0       61.61      0.486      0.009                          D037000200168 
  28.0       67.00      0.326      0.008                          D037000200169 
  28.0       72.32      0.214      0.007                          D037000200170 
  28.0       72.32      0.220      0.008                          D037000200171 
  28.0       77.59      0.152      0.006                          D037000200172 
