ENTRY            D0252   20041109                             0000D025200000001 
SUBENT        D0252001   20041109                             0000D025200100001 
BIB                 11         28                                 D025200100002 
TITLE      Asymptotic normalization coefficients for              D025200100003 
           14N<->13C + p from 13C(3He,d)14N                       D025200100004 
AUTHOR     (P.Bem,V.Burjan,V.Kroha,J.Novak,S.Piskor,E.Simeckova,  D025200100005 
           J.Vincour,C.A.Gagliardi,A.Mukhamedzhanov,R.E.Tribble)  D025200100006 
INSTITUTE  (1USATAM,3CZRUJF)                                      D025200100007 
REFERENCE  (J,PR/C,62,024320,2000)                                D025200100008 
FACILITY   (ISOCY,3CZRUJF) U-120M isochronous cyclotron           D025200100009 
SAMPLE     A 13C target. The target thickness was carefully       D025200100010 
           measured to be 236 mu-g/cm2 by scanning with           D025200100011 
           wellcollimated alpha particles from 241Am, 238Pu,      D025200100012 
           and 244Cm sources and by continuous calibration        D025200100013 
           during the experiment.                                 D025200100014 
METHOD     (EXTB,EDE,SITA)                                        D025200100015 
DETECTOR   (TELES) Reaction products were observed by a pair of   D025200100016 
           telescopes consisting of 150 mu-m-thick dE and         D025200100017 
           2000 mu-m-thick E Si surface barrier detectors.        D025200100018 
           One telescope was fixed at 19.5 degr. for monitoring   D025200100019 
           purposes, while the other was rotated around the       D025200100020 
           target and measured the reaction products at lab.      D025200100021 
           angles between 6.5  and 45 degr.                       D025200100022 
ERR-ANALYS (DATA-ERR) Experimental error. To keep data acquisitionD025200100023 
           dead time negligible even for the smallest angles, a   D025200100024 
           prescaler was used to reduce the number of elastic     D025200100025 
           scatterg events recorded. This and several other       D025200100026 
           procedures enable the absolute cross section to be     D025200100027 
           determined with a precision of +-3.5%.                 D025200100028 
STATUS     (APRVD) Tables from Dr.  V.Burjan                      D025200100029 
HISTORY    (20041109C) SD                                         D025200100030 
ENDBIB              28          0                                 D025200100031 
COMMON               1          3                                 D025200100032 
EN                                                                D025200100033 
MEV                                                               D025200100034 
  26.3                                                            D025200100035 
ENDCOMMON            3          0                                 D025200100036 
ENDSUBENT           35          0                                 D025200199999 
SUBENT        D0252003   20041109                             0000D025200300001 
BIB                  2          2                                 D025200300002 
REACTION   (6-C-13(HE3,D)7-N-14,PAR,DA)                           D025200300003 
EN-SEC     (E-LVL,7-N-14)                                         D025200300004 
ENDBIB               2          0                                 D025200300005 
NOCOMMON             0          0                                 D025200300006 
DATA                 4         63                                 D025200300007 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         D025200300008 
MEV        ADEG       MB/SR      MB/SR                            D025200300009 
  0.0          7.64     15.168      0.298                         D025200300010 
  0.0          8.82     15.982      0.306                         D025200300011 
  0.0          9.99     16.711      0.305                         D025200300012 
  0.0         11.17     15.338      0.301                         D025200300013 
  0.0         12.34     14.807      0.395                         D025200300014 
  0.0         13.52     13.029      0.303                         D025200300015 
  0.0         15.27     10.608      0.177                         D025200300016 
  0.0         18.2       6.977      0.187                         D025200300017 
  0.0         19.37      4.628      0.165                         D025200300018 
  0.0         21.13      2.544      0.097                         D025200300019 
  0.0         24.04      1.0945     0.055                         D025200300020 
  0.0         25.21      0.8454     0.057                         D025200300021 
  0.0         26.95      1.1707     0.052                         D025200300022 
  0.0         29.86      1.9659     0.081                         D025200300023 
  0.0         32.75      2.5785     0.09                          D025200300024 
  0.0         35.64      2.44       0.112                         D025200300025 
  0.0         38.51      1.9811     0.065                         D025200300026 
  0.0         41.38      1.302      0.073                         D025200300027 
  0.0         44.23      0.817      0.04                          D025200300028 
  0.0         47.08      0.5038     0.025                         D025200300029 
  0.0         49.91      0.3879     0.027                         D025200300030 
  2.313        7.70     11.3003     0.254                         D025200300031 
  2.313        8.89     10.6894     0.248                         D025200300032 
  2.313       10.07     10.8767     0.244                         D025200300033 
  2.313       11.26     10.1245     0.242                         D025200300034 
  2.313       12.44      9.5397     0.235                         D025200300035 
  2.313       13.62      8.0981     0.238                         D025200300036 
  2.313       15.39      5.9158     0.131                         D025200300037 
  2.313       18.34      3.7256     0.137                         D025200300038 
  2.313       19.52      2.6303     0.123                         D025200300039 
  2.313       21.29      1.5389     0.075                         D025200300040 
  2.313       24.23      0.6930     0.044                         D025200300041 
  2.313       25.40      0.6050     0.048                         D025200300042 
  2.313       27.16      0.6015     0.037                         D025200300043 
  2.313       30.08      0.9863     0.057                         D025200300044 
  2.313       33.00      0.9900     0.055                         D025200300045 
  2.313       35.91      0.8897     0.067                         D025200300046 
  2.313       38.80      0.6334     0.036                         D025200300047 
  2.313       41.69      0.4849     0.044                         D025200300048 
  2.313       44.56      0.2372     0.022                         D025200300049 
  2.313       47.42      0.1480     0.014                         D025200300050 
  2.313       50.27      0.1337     0.016                         D025200300051 
  3.948        7.75     11.8573     0.260                         D025200300052 
  3.948        8.95     11.7052     0.259                         D025200300053 
  3.948       10.14     10.8227     0.242                         D025200300054 
  3.948       11.33      9.7877     0.237                         D025200300055 
  3.948       12.52      8.7926     0.224                         D025200300056 
  3.948       13.71      7.5378     0.228                         D025200300057 
  3.948       15.49      5.4440     0.125                         D025200300058 
  3.948       18.46      3.2147     0.125                         D025200300059 
  3.948       19.65      2.4354     0.118                         D025200300060 
  3.948       21.42      1.3927     0.071                         D025200300061 
  3.948       24.38      0.9511     0.051                         D025200300062 
  3.948       25.56      0.8118     0.055                         D025200300063 
  3.948       27.33      0.8523     0.043                         D025200300064 
  3.948       30.27      1.1383     0.061                         D025200300065 
  3.948       33.20      1.0893     0.058                         D025200300066 
  3.948       36.13      1.1215     0.067                         D025200300067 
  3.948       39.04      0.7903     0.041                         D025200300068 
