ENTRY            D6048   20071029                             D058D604800000001 
SUBENT        D6048001   20071029                             D058D604800100001 
BIB                 11         28                                 D604800100002 
TITLE      Evidence of large nuclear deformation of 32S* formed   D604800100003 
           in the 20Ne + 12C reaction                             D604800100004 
AUTHOR     (Aparajita Dey,S.Bhattacharya,C.Bhattacharya,          D604800100005 
           K.Banerjee,T.K.Rana,S.Kundu,S.Mukhopadhyay,D.Gupta,    D604800100006 
           R.Saha)                                                D604800100007 
INSTITUTE  (3INDVEC)                                              D604800100008 
REFERENCE  (J,PR/C,74,(4),044605,2006)                            D604800100009 
FACILITY   (CYCLO,3INDVEC) Variable energy cyclotron at Kolkata   D604800100010 
SAMPLE     The targets used were ~550 mu-g/cm2 self-supporting    D604800100011 
           12C and ~500 mu-g/cm2 27Al foil.                       D604800100012 
DETECTOR   (TELES,SI,SI)The IMFs and evaporation residues have    D604800100013 
           been detected using two solid state dE - E [~10 mu-m   D604800100014 
           Si(SB) dE, ~300 mu-m Si(SB) E] telescopes (THI)        D604800100015 
           mounted on one arm of the 91.5-cm scattering chamber.  D604800100016 
           (TELES,SI,SILI) The light charged particles have       D604800100017 
           been detected using two solid state thick detector     D604800100018 
           telescopes [~40, 100 mu-m Si(SB) E,~5 mm Si(Li) E]     D604800100019 
            (TLI) mounted on the other arm of the scattering      D604800100020 
           chamber.                                               D604800100021 
METHOD     (EDE)                                                  D604800100022 
ANALYSIS   Statistical model analysis                             D604800100023 
ERR-ANALYS (E-ERR-DIG) Digitizing error of outgoing particle      D604800100024 
           energy                                                 D604800100025 
           (ERR-DIG) Digitizing error (of DATA)                   D604800100026 
           Nothing said about others errors                       D604800100027 
HISTORY    (20071029C) Compiled by Dr. K. Manjunatha Prasad       D604800100028 
           <karantha.prasad@gmail.com> and Shamnad S              D604800100029 
           <shamnadpeyad@gmail.com>                               D604800100030 
ENDBIB              28          0                                 D604800100031 
COMMON               2          3                                 D604800100032 
E-ERR-DIG  ERR-DIG                                                D604800100033 
MEV        PER-CENT                                               D604800100034 
 0.03        0.2                                                  D604800100035 
ENDCOMMON            3          0                                 D604800100036 
ENDSUBENT           35          0                                 D604800199999 
SUBENT        D6048002   20071029                             D058D604800200001 
BIB                  1          2                                 D604800200002 
REACTION   (6-C-12(10-NE-20,X)2-HE-4,,DA/DE) Inclusive energy     D604800200003 
           spectra for alpha particle at different energy level   D604800200004 
ENDBIB               2          0                                 D604800200005 
NOCOMMON             0          0                                 D604800200006 
DATA                 4        260                                 D604800200007 
EN         ANG        E-CM       DATA-CM                          D604800200008 
MEV        ADEG       MEV        MB/SR/MEV                        D604800200009 
       145.        10.     0.2237  5.8668E-1                      D604800200010 
       145.        10.     0.7837     7.9147                      D604800200011 
       145.        10.     1.6965     25.902                      D604800200012 
       145.        10.     2.8378     109.96                      D604800200013 
       145.        10.     4.2123     254.42                      D604800200014 
       145.        10.     5.9348     339.92                      D604800200015 
       145.        10.     7.5443     321.01                      D604800200016 
       145.        10.     9.3849     247.63                      D604800200017 
       145.        10.     11.455     196.65                      D604800200018 
       145.        10.     13.526     135.14                      D604800200019 
       145.        10.     15.597     92.876                      D604800200020 
       145.        10.     17.783      63.83                      D604800200021 
       145.        10.     20.086      33.82                      D604800200022 
       145.        10.     22.502     20.707                      D604800200023 
       145.        10.     24.805     10.355                      D604800200024 
       145.        10.     27.222     5.4869                      D604800200025 
       145.        10.     29.755     2.9927                      D604800200026 
       145.        10.     32.172     1.4967                      D604800200027 
       145.        10.     34.819  8.6495E-1                      D604800200028 
       145.        10.     37.352  4.0828E-1                      D604800200029 
       145.        30.     3.0389     178.22                      D604800200030 
       145.        30.     3.9538     400.52                      D604800200031 
       145.        30.     5.2122  1.1678E+3                      D604800200032 
       145.        30.     6.7044  1.6529E+3                      D604800200033 
       145.        30.     8.4294  1.4313E+3                      D604800200034 
       145.        30.      10.27  1.0421E+3                      D604800200035 
       145.        30.     12.341     716.19                      D604800200036 
       145.        30.     14.412     492.19                      D604800200037 
       145.        30.     16.714     301.34                      D604800200038 
       145.        30.     19.015     201.21                      D604800200039 
       145.        30.     21.318     92.262                      D604800200040 
       145.        30.     23.735      54.88                      D604800200041 
       145.        30.     26.267      29.08                      D604800200042 
       145.        30.     28.799     16.326                      D604800200043 
       145.        30.     31.448     7.2738                      D604800200044 
       145.        30.     33.981     3.3356                      D604800200045 
       145.        30.     36.628     1.8728                      D604800200046 
       145.        30.     39.391    0.76509                      D604800200047 
       145.        30.     42.153    0.45515                      D604800200048 
       145.        30.      44.81  4.5100E-2                      D604800200049 
       145.        30.     47.683  4.5146E-2                      D604800200050 
       158.        10.    0.56261     60.833                      D604800200051 
       158.        10.      1.362     144.27                      D604800200052 
       158.        10.     2.2757     382.97                      D604800200053 
       158.        10.      3.192     537.08                      D604800200054 
       158.        10.     3.6476     1181.5                      D604800200055 
       158.        10.     5.1375     1657.3                      D604800200056 
       158.        10.     6.7437     1597.4                      D604800200057 
       158.        10.     8.4647      1483.                      D604800200058 
       158.        10.     10.301     1230.3                      D604800200059 
       158.        10.     12.252     878.38                      D604800200060 
       158.        10.     14.319     627.16                      D604800200061 
       158.        10.       16.5     415.43                      D604800200062 
       158.        10.     18.682     265.05                      D604800200063 
       158.        10.     20.863     156.87                      D604800200064 
       158.        10.      23.16     96.402                      D604800200065 
       158.        10.     25.457     50.984                      D604800200066 
       158.        10.     27.868     27.996                      D604800200067 
       158.        10.      30.28     14.807                      D604800200068 
       158.        10.     32.806     7.5431                      D604800200069 
       158.        10.     35.333     3.7012                      D604800200070 
       158.        10.      37.86     1.6847                      D604800200071 
       158.        10.     40.388  5.2689E-1                      D604800200072 
       158.        30.     3.9719  1.4417E+3                      D604800200073 
       158.        30.     5.2327  1.8759E+3                      D604800200074 
       158.        30.       6.38  1.8078E+3                      D604800200075 
       158.        30.     7.9863  1.6782E+3                      D604800200076 
       158.        30.     9.8225  1.3922E+3                      D604800200077 
       158.        30.     11.774     993.99                      D604800200078 
       158.        30.     13.726     658.35                      D604800200079 
       158.        30.     15.792     452.75                      D604800200080 
       158.        30.     18.089     267.98                      D604800200081 
       158.        30.     20.271     152.76                      D604800200082 
       158.        30.     22.682     93.883                      D604800200083 
       158.        30.     25.093     49.654                      D604800200084 
       158.        30.      27.62     24.363                      D604800200085 
       158.        30.     30.032     13.378                      D604800200086 
       158.        30.     32.564     1.7648                      D604800200087 
       158.        50.     7.5072  2.2067E+3                      D604800200088 
       158.        50.     8.5404  1.8300E+3                      D604800200089 
       158.        50.     10.148  1.4082E+3                      D604800200090 
       158.        50.     14.166  6.6593E+2                      D604800200091 
       158.        50.     16.347  4.2487E+2                      D604800200092 
       158.        50.     18.643  2.7108E+2                      D604800200093 
       158.        50.     21.169  1.5456E+2                      D604800200094 
       158.        50.     23.696  7.0351E+1                      D604800200095 
       158.        50.     26.339  2.2845E+1                      D604800200096 
       158.        50.     28.979  1.8958E+1                      D604800200097 
       158.        50.      31.62     9.3025                      D604800200098 
       158.        50.     34.377     3.5102                      D604800200099 
       158.        50.     37.246     2.7026                      D604800200100 
       158.        50.     40.118     0.9823                      D604800200101 
       158.        50.      42.99     0.4307                      D604800200102 
       158.        50.     45.981     0.0471                      D604800200103 
       170.        10.     0.5328     1.0066                      D604800200104 
       170.        10.    0.77537      31.97                      D604800200105 
       170.        10.     1.1063     58.455                      D604800200106 
       170.        10.     2.1383     187.71                      D604800200107 
       170.        10.      3.399     938.21                      D604800200108 
       170.        10.     4.6632     1786.4                      D604800200109 
       170.        10.     6.2746     2016.8                      D604800200110 
       170.        10.     7.8868     1788.9                      D604800200111 
       170.        10.     9.7299     1351.1                      D604800200112 
       170.        10.     11.688     1151.3                      D604800200113 
       170.        10.     13.646     802.37                      D604800200114 
       170.        10.     15.606     405.37                      D604800200115 
       170.        10.     17.795     260.71                      D604800200116 
       170.        10.     19.984     167.67                      D604800200117 
       170.        10.     22.288     107.84                      D604800200118 
       170.        10.     24.478     61.474                      D604800200119 
       170.        10.     26.782     36.483                      D604800200120 
       170.        10.     29.202     20.799                      D604800200121 
       170.        10.     31.737     11.391                      D604800200122 
       170.        10.     34.157     5.7559                      D604800200123 
       170.        10.     36.692     3.2816                      D604800200124 
       170.        10.     39.228     1.3028                      D604800200125 
       170.        10.     41.762     1.0667                      D604800200126 
       170.        10.     44.414  3.6058E-1                      D604800200127 
       170.        10.     47.065  1.2189E-1                      D604800200128 
       170.        30.     3.9574  1.2179E+3                      D604800200129 
       170.        30.     4.9921  1.8215E+3                      D604800200130 
       170.        30.     6.2586  1.8225E+3                      D604800200131 
       170.        30.     7.8704  1.8238E+3                      D604800200132 
       170.        30.     11.326  1.1736E+3                      D604800200133 
       170.        30.     13.399     851.53                      D604800200134 
       170.        30.     15.358     570.06                      D604800200135 
       170.        30.     17.547     366.63                      D604800200136 
       170.        30.     19.852     217.58                      D604800200137 
       170.        30.     22.156     134.43                      D604800200138 
       170.        30.     24.576     76.637                      D604800200139 
       170.        30.     26.881     40.313                      D604800200140 
       170.        30.     29.415     24.909                      D604800200141 
       170.        30.      31.84     3.7668                      D604800200142 
       170.        50.     8.8891  2.4651E+3                      D604800200143 
       170.        50.     10.387  2.0174E+3                      D604800200144 
       170.        50.     12.345  1.4637E+3                      D604800200145 
       170.        50.     14.304  9.4125E+2                      D604800200146 
       170.        50.     16.377  6.3016E+2                      D604800200147 
       170.        50.     18.797  3.8935E+2                      D604800200148 
       170.        50.     21.101  2.3106E+2                      D604800200149 
       170.        50.     23.636  1.3714E+2                      D604800200150 
       170.        50.     26.171  8.1398E+1                      D604800200151 
       170.        50.     28.821  4.2824E+1                      D604800200152 
       170.        50.     31.471  2.3454E+1                      D604800200153 
       170.        50.     34.352  1.2847E+1                      D604800200154 
       170.        50.     37.118     510.07                      D604800200155 
       170.        50.     39.884     210.83                      D604800200156 
       170.        50.     42.765     0.9832                      D604800200157 
       180.        10.    0.44606     53.044                      D604800200158 
       180.        10.    0.45019     16.922                      D604800200159 
       180.        10.     1.1328     97.586                      D604800200160 
       180.        10.     1.8193     193.74                      D604800200161 
       180.        10.     2.8501     399.62                      D604800200162 
       180.        10.     4.3379     1575.1                      D604800200163 
       180.        10.     5.7156     1700.7                      D604800200164 
       180.        10.     7.3232     1701.8                      D604800200165 
       180.        10.     9.0459     1578.1                      D604800200166 
       180.        10.     10.885     1038.8                      D604800200167 
       180.        10.     12.838     827.22                      D604800200168 
       180.        10.     14.791     565.67                      D604800200169 
       180.        10.     16.859     386.83                      D604800200170 
       180.        10.     19.043     245.15                      D604800200171 
       180.        10.     21.226     161.39                      D604800200172 
       180.        10.     23.409     98.455                      D604800200173 
       180.        10.     25.708     57.821                      D604800200174 
       180.        10.     28.121     33.958                      D604800200175 
       180.        10.     30.535     19.199                      D604800200176 
       180.        10.     32.833     10.854                      D604800200177 
       180.        10.     35.362     5.6865                      D604800200178 
       180.        10.     37.776     2.8678                      D604800200179 
       180.        10.      40.42     1.2903                      D604800200180 
       180.        10.     42.949  6.0302E-1                      D604800200181 
       180.        30.     3.5175  1.5793E+3                      D604800200182 
       180.        30.     3.9751  2.4946E+3                      D604800200183 
       180.        30.     4.8931  3.0190E+3                      D604800200184 
       180.        30.     6.1562  3.0205E+3                      D604800200185 
       180.        30.     9.2569  2.6977E+3                      D604800200186 
       180.        30.     11.095  1.9907E+3                      D604800200187 
       180.        30.     12.934  1.4140E+3                      D604800200188 
       180.        30.     14.887  1.0045E+3                      D604800200189 
       180.        30.      17.07     661.28                      D604800200190 
       180.        30.     19.254     403.42                      D604800200191 
       180.        30.     21.437      246.1                      D604800200192 
       180.        30.     23.851     144.54                      D604800200193 
       180.        30.     26.149     84.884                      D604800200194 
       180.        30.     28.563     41.209                      D604800200195 
       180.        30.     30.981     6.8875                      D604800200196 
       180.        50.     8.3205  3.6679E+3                      D604800200197 
       180.        50.     9.2396  3.2731E+3                      D604800200198 
       180.        50.     10.618  2.7071E+3                      D604800200199 
       180.        50.     12.341  2.3262E+3                      D604800200200 
       180.        50.     14.295  1.5313E+3                      D604800200201 
       180.        50.     16.478  1.0472E+3                      D604800200202 
       180.        50.     18.661  6.6364E+2                      D604800200203 
       180.        50.     21.075  3.7520E+2                      D604800200204 
       180.        50.     23.373  2.4702E+2                      D604800200205 
       180.        50.     26.016  1.3445E+2                      D604800200206 
       180.        50.     28.546  4.6332E+1                      D604800200207 
       180.        50.     31.188  3.8339E+1                      D604800200208 
       180.        50.     33.946  2.1678E+1                      D604800200209 
       180.        50.     36.705     837.57                      D604800200210 
       180.        50.     39.464     336.16                      D604800200211 
       180.        50.     42.337     205.13                      D604800200212 
       200.        10.    0.46675     18.848                      D604800200213 
       200.        10.    0.80359     89.954                      D604800200214 
       200.        10.     1.4865     295.08                      D604800200215 
       200.        10.     2.3999     777.82                      D604800200216 
       200.        10.     3.5428     2050.5                      D604800200217 
       200.        10.     3.7734     1647.7                      D604800200218 
       200.        10.     4.8032     3079.7                      D604800200219 
       200.        10.     6.2947     3280.1                      D604800200220 
       200.        10.     8.0164     2988.3                      D604800200221 
       200.        10.     9.6239     2478.7                      D604800200222 
       200.        10.     11.461     1931.6                      D604800200223 
       200.        10.     13.413      1459.                      D604800200224 
       200.        10.     15.251     1035.2                      D604800200225 
       200.        10.     17.318     734.53                      D604800200226 
       200.        10.       19.5     505.19                      D604800200227 
       200.        10.     21.683     316.36                      D604800200228 
       200.        10.     23.865     192.01                      D604800200229 
       200.        10.     26.048       128.                      D604800200230 
       200.        10.     28.345     72.981                      D604800200231 
       200.        10.     30.643     44.297                      D604800200232 
       200.        10.     33.055     27.742                      D604800200233 
       200.        10.     35.468     14.403                      D604800200234 
       200.        10.      37.88     9.3063                      D604800200235 
       200.        10.     40.408     4.3993                      D604800200236 
       200.        10.     42.822     1.5697                      D604800200237 
       200.        30.      4.101     546.03                      D604800200238 
       200.        30.     4.9012  1.0529E+3                      D604800200239 
       200.        30.     5.9335  1.1569E+3                      D604800200240 
       200.        30.     7.3109  1.0873E+3                      D604800200241 
       200.        30.     8.9181      930.5                      D604800200242 
       200.        30.     10.526     748.07                      D604800200243 
       200.        30.     12.248     564.99                      D604800200244 
       200.        30.     14.201     400.89                      D604800200245 
       200.        30.     16.153      275.7                      D604800200246 
       200.        30.     18.221     167.32                      D604800200247 
       200.        30.     20.404     111.54                      D604800200248 
       200.        30.     22.586     69.848                      D604800200249 
       200.        30.     24.883     48.041                      D604800200250 
       200.        30.      27.18     30.085                      D604800200251 
       200.        30.     29.593     15.139                      D604800200252 
       200.        50.      9.131  3.0835E+2                      D604800200253 
       200.        50.     9.8197  2.9894E+2                      D604800200254 
       200.        50.     11.198  2.2575E+2                      D604800200255 
       200.        50.     12.806  1.8725E+2                      D604800200256 
       200.        50.     14.643  1.2481E+2                      D604800200257 
       200.        50.     16.596  9.1369E+1                      D604800200258 
       200.        50.     18.778  5.7216E+1                      D604800200259 
       200.        50.     21.075  4.0603E+1                      D604800200260 
       200.        50.     23.372  2.4645E+1                      D604800200261 
       200.        50.       25.9  1.3621E+1                      D604800200262 
       200.        50.     28.312      8.801                      D604800200263 
       200.        50.     30.954     5.1781                      D604800200264 
       200.        50.     33.596     2.7739                      D604800200265 
       200.        50.     36.238     1.5818                      D604800200266 
       200.        50.     38.994    0.96029                      D604800200267 
       200.        50.     41.638    0.40062                      D604800200268 
       200.        50.     44.513    0.10137                      D604800200269 
ENDDATA            262          0                                 D604800200270 
ENDSUBENT          269          0                                 D604800299999 
SUBENT        D6048003   20071029                             D058D604800300001 
BIB                  2          3                                 D604800300002 
REACTION   (13-AL-27(10-NE-20,X)2-HE-4,,DA/DE)Inclusive energy    D604800300003 
           spectra for alpa particle at different energy level    D604800300004 
STATUS     (CURVE) fig. 4f                                        D604800300005 
ENDBIB               3          0                                 D604800300006 
NOCOMMON             0          0                                 D604800300007 
DATA                 4         51                                 D604800300008 
EN         ANG        E-CM       DATA-CM                          D604800300009 
MEV        ADEG       MEV        MB/SR/MEV                        D604800300010 
       158.        10.     3.6393     3727.6                      D604800300011 
       158.        10.     5.5892     9630.6                      D604800300012 
       158.        10.     7.7726     10854.                      D604800300013 
       158.        10.     9.8419     10040.                      D604800300014 
       158.        10.     12.256     9288.7                      D604800300015 
       158.        10.     14.671     6779.8                      D604800300016 
       158.        10.     15.935     6265.8                      D604800300017 
       158.        10.     17.086     5147.9                      D604800300018 
       158.        10.     19.846     3909.6                      D604800300019 
       158.        10.     22.377     2342.2                      D604800300020 
       158.        10.     25.137     1518.7                      D604800300021 
       158.        10.     27.899     808.26                      D604800300022 
       158.        10.      30.66     430.15                      D604800300023 
       158.        10.     33.537      187.9                      D604800300024 
       158.        10.     36.068     104.02                      D604800300025 
       158.        10.     39.289     53.225                      D604800300026 
       158.        10.     42.165     34.515                      D604800300027 
       158.        10.     45.156     17.659                      D604800300028 
       158.        10.     48.148     8.6849                      D604800300029 
