ENTRY            D1011   20220208                             D136D101100000001 
SUBENT        D1011001   20220208                             D136D101100100001 
BIB                 11         24                                 D101100100002 
TITLE      The 40Ca(d,d), (d,d') and (d,p) reactions at deuteron  D101100100003 
           energy 12.8 MeV                                        D101100100004 
AUTHOR     (H.Niewodniczanski, J.Nurzynski, A.Strzalkowski,       D101100100005 
           G.R.Satchler)                                          D101100100006 
INSTITUTE  (3POLIFJ,1USAORL)                                      D101100100007 
REFERENCE  (R,INP-442,1966)                                       D101100100008 
REL-REF    (I,F1102001,H.Niewodniczanski+,J,NP,55,386,1964)       D101100100009 
           (I,F0994001,F.Pellegrini+,J,NP,40,412,1963)            D101100100010 
FACILITY   (CYCLO,3POLIFJ) U-120 cm cyclotron                     D101100100011 
SAMPLE     40Ca targets of the thickness of 2.28 mg/cm2 were      D101100100012 
           prepared by rolling from metallic samples.             D101100100013 
DETECTOR   (MAGSP,PLATE) Broad range magnetic ion spectrometer    D101100100014 
           with photographic emulsions.                           D101100100015 
           The energy resolution of about 150 keV.                D101100100016 
METHOD     (BCINT) The target was collected in the Faraday cup    D101100100017 
           placed behind the target and measured by means of a    D101100100018 
           standard current integrator.                           D101100100019 
ERR-ANALYS (DATA-ERR) Relative errors including statistical       D101100100020 
           errors, inaccuracies in scanning of emulsions and      D101100100021 
           those caused by errors in the angle setting.           D101100100022 
           (ERR-1) Error in the absolute value of cross section   D101100100023 
           due to inaccuracies in the beam measurements and       D101100100024 
           determination of target thickness   (15%)              D101100100025 
HISTORY    (20220208C) VT + LV                                    D101100100026 
ENDBIB              24          0                                 D101100100027 
COMMON               2          3                                 D101100100028 
EN         ERR-1                                                  D101100100029 
MEV        PER-CENT                                               D101100100030 
       12.8        15.                                            D101100100031 
ENDCOMMON            3          0                                 D101100100032 
ENDSUBENT           31          0                                 D101100199999 
SUBENT        D1011002   20220208                             D136D101100200001 
BIB                  2          2                                 D101100200002 
REACTION   (20-CA-40(D,INL)20-CA-40,PAR,DA)                       D101100200003 
STATUS     (TABLE) Table 1 of Report INP-442, 1966                D101100200004 
ENDBIB               2          0                                 D101100200005 
NOCOMMON             0          0                                 D101100200006 
DATA                 4         49                                 D101100200007 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         D101100200008 
MEV        ADEG       MB/SR      MB/SR                            D101100200009 
       3.35       31.7      0.115      0.018                      D101100200010 
       3.35       36.9      0.162      0.017                      D101100200011 
       3.35       42.2      0.186      0.019                      D101100200012 
       3.35       47.4      0.221      0.019                      D101100200013 
       3.35       52.6      0.137      0.011                      D101100200014 
       3.35       57.8      0.117      0.008                      D101100200015 
       3.35       62.9      0.088      0.009                      D101100200016 
       3.35       68.1      0.103      0.009                      D101100200017 
       3.35       73.2      0.098      0.008                      D101100200018 
       3.35       78.3      0.146      0.012                      D101100200019 
       3.35       83.3      0.128      0.011                      D101100200020 
       3.35       88.4      0.105      0.009                      D101100200021 
       3.35       93.4      0.089      0.008                      D101100200022 
       3.35       98.4      0.080      0.008                      D101100200023 
       3.35      103.3      0.067      0.006                      D101100200024 
       3.35      108.3      0.051      0.005                      D101100200025 
       3.35      113.2      0.128      0.012                      D101100200026 
       3.73       31.7       2.80       0.16                      D101100200027 
       3.73       37.0       3.03       0.18                      D101100200028 
       3.73       42.2       2.19       0.13                      D101100200029 
       3.73       47.4       1.68       0.10                      D101100200030 
       3.73       52.6       1.41       0.08                      D101100200031 
       3.73       57.8       1.38       0.08                      D101100200032 
       3.73       63.0       1.82       0.11                      D101100200033 
       3.73       68.1       1.88       0.11                      D101100200034 
       3.73       73.2       1.59       0.10                      D101100200035 
       3.73       78.3       1.72       0.13                      D101100200036 
       3.73       83.4       1.54       0.12                      D101100200037 
       3.73       88.4       1.11       0.09                      D101100200038 
       3.73       93.4       0.79       0.06                      D101100200039 
       3.73       98.4       0.68       0.05                      D101100200040 
       3.73      103.4       0.61       0.05                      D101100200041 
       3.73      108.3       0.70       0.05                      D101100200042 
       3.73      113.2       0.48       0.04                      D101100200043 
       4.48       42.3      0.516      0.037                      D101100200044 
       4.48       47.6      0.344      0.024                      D101100200045 
       4.48       52.8      0.334      0.021                      D101100200046 
       4.48       58.0      0.311      0.019                      D101100200047 
       4.48       63.1      0.327      0.021                      D101100200048 
       4.48       68.3      0.266      0.018                      D101100200049 
       4.48       73.4      0.184      0.013                      D101100200050 
       4.48       78.5      0.213      0.018                      D101100200051 
       4.48       83.6      0.219      0.018                      D101100200052 
       4.48       88.6      0.193      0.016                      D101100200053 
       4.48       93.6      0.197      0.016                      D101100200054 
       4.48       98.6      0.176      0.015                      D101100200055 
       4.48      103.6      0.115      0.011                      D101100200056 
       4.48      108.5      0.105      0.010                      D101100200057 
       4.48      113.4      0.120      0.011                      D101100200058 
ENDDATA             51          0                                 D101100200059 
ENDSUBENT           58          0                                 D101100299999 
SUBENT        D1011003   20220208                             D136D101100300001 
BIB                  2          2                                 D101100300002 
REACTION   (20-CA-40(D,P)20-CA-41,PAR,DA)                         D101100300003 
STATUS     (TABLE) Table 2 of Report INP-442, 1966                D101100300004 
ENDBIB               2          0                                 D101100300005 
NOCOMMON             0          0                                 D101100300006 
DATA                 4         55                                 D101100300007 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         D101100300008 
MEV        ADEG       MB/SR      MB/SR                            D101100300009 
        0.0       30.8       5.97       0.34                      D101100300010 
        0.0       35.9       6.76       0.40                      D101100300011 
        0.0       41.0       4.44       0.27                      D101100300012 
        0.0       46.2       2.78       0.17                      D101100300013 
        0.0       51.2       1.85       0.12                      D101100300014 
