ENTRY            D6239   20150520                             D100D623900000001 
SUBENT        D6239001   20150520                             D100D623900100001 
BIB                 10         31                                 D623900100002 
TITLE      Observation of a breakup-induced alpha-transfer        D623900100003 
           process for some bound states of 16O populated by the  D623900100004 
           12C(6Li,d)16O* reaction                                D623900100005 
AUTHOR     (S.Adhikari, C.Basu, I.J.Thompson, P.Sugathan,         D623900100006 
            A.Jhinghan, K.S.Golda, A.Babu, D.Singh, S.Ray,        D623900100007 
            A.K.Mitra)                                            D623900100008 
INSTITUTE  (3INDSAH,1USALRL,3INDNSD)                              D623900100009 
           (3INDIND) Ramkrishna Mission Vivekananda University,   D623900100010 
            Belur, Howrah                                         D623900100011 
REFERENCE  (J,PR/C,89,044618,2014)                                D623900100012 
SAMPLE     Natural carbon target of 200 ug/cm2                    D623900100013 
FACILITY   (VDGT,3INDNSD) 15UD Pelletron accelerator              D623900100014 
DETECTOR   (TELES,SI,SI) Two delta E-E solid - state slicon       D623900100015 
           detector telescopes were used for particle             D623900100016 
           identification and measurement of angular distribution D623900100017 
           at various angles. The delta E of both telescopes were D623900100018 
           150 um, whereas the thickness of the E detector of the D623900100019 
           more forward telescope was 5mm and that of the other   D623900100020 
           was 4 mm. Circular collimators of diameter 5 mm were   D623900100021 
           used for both telescopes and their distance to the     D623900100022 
           target was 130 mm. The solid angle subtende by the     D623900100023 
           detectors was thus about 1.2 msr and the angular       D623900100024 
           uncertainty +-1.1 degree.                              D623900100025 
METHOD     (EDE)used for particle identification and measurement  D623900100026 
           of angular distribution at various angles.             D623900100027 
ERR-ANALYS (DATA-ERR) No information on source of the uncertainty D623900100028 
           (ERR-SYS)systematic uncertainty in the experimental    D623900100029 
           data comes from the uncertainty in the determination   D623900100030 
           of the telescope and monitor solid angles only is      D623900100031 
           estimated about 8%                                     D623900100032 
HISTORY    (20150520C) Compiled by Damewan Suchiang               D623900100033 
ENDBIB              31          0                                 D623900100034 
COMMON               2          3                                 D623900100035 
EN         ERR-SYS                                                D623900100036 
MEV        PER-CENT                                               D623900100037 
        20.      8.                                               D623900100038 
ENDCOMMON            3          0                                 D623900100039 
ENDSUBENT           38          0                                 D623900199999 
SUBENT        D6239002   20150520                             D100D623900200001 
BIB                  3         10                                 D623900200002 
REACTION   (6-C-12(3-LI-6,D)8-O-16,PAR,DA)                        D623900200003 
LEVEL-PROP (8-O-16,E-LVL=0.,SPIN=0.,PARITY=+1.)                   D623900200004 
           (8-O-16,E-LVL=6.13,SPIN=3.,PARITY=-1.)                 D623900200005 
           (8-O-16,E-LVL=6.92,SPIN=2.,PARITY=+1.)                 D623900200006 
           (8-O-16,E-LVL=7.12,SPIN=1.,PARITY=-1.)                 D623900200007 
           (8-O-16,E-LVL=8.87,SPIN=2.,PARITY=-1.)                 D623900200008 
           (8-O-16,E-LVL=9.85,SPIN=2.,PARITY=+1.)                 D623900200009 
           (8-O-16,E-LVL=10.36,SPIN=4.,PARITY=+1.)                D623900200010 
           (8-O-16,E-LVL=11.09,SPIN=4.,PARITY=+1.)                D623900200011 
STATUS     (TABLE) Plotted in Fig.2+3 of Phy.Rev.C 89(2014)044618 D623900200012 
ENDBIB              10          0                                 D623900200013 
NOCOMMON             0          0                                 D623900200014 
DATA                 4        164                                 D623900200015 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         D623900200016 
MEV        ADEG       MB/SR      MB/SR                            D623900200017 
       0.0       36.03     0.1198     0.0121                      D623900200018 
       0.0       41.92     0.1438     0.0206                      D623900200019 
       0.0       47.76     0.1583     0.0129                      D623900200020 
       0.0       53.54     0.2421     0.0217                      D623900200021 
       0.0       59.26     0.1737     0.0187                      D623900200022 
       0.0       63.78     0.3013     0.0169                      D623900200023 
       0.0       74.88     0.3261     0.0241                      D623900200024 
       0.0       80.31     0.2619     0.0293                      D623900200025 
       0.0       85.65     0.1648     0.0246                      D623900200026 
       0.0       89.86     0.1506     0.0161                      D623900200027 
       0.0       95.03     0.1046   6.81E-03                      D623900200028 
       0.0      100.12     0.0749   6.48E-03                      D623900200029 
       0.0      105.11     0.0494   5.31E-03                      D623900200030 
       0.0      110.01     0.0513   4.54E-03                      D623900200031 
       0.0      114.81     0.0442   4.55E-03                      D623900200032 
       0.0      118.59     0.0539     0.0124                      D623900200033 
       0.0      123.23     0.0699   8.44E-03                      D623900200034 
       0.0      127.79     0.0519   6.80E-03                      D623900200035 
       0.0      132.26     0.0425   5.33E-03                      D623900200036 
       0.0      136.66      0.033   6.02E-03                      D623900200037 
       0.0      140.98     0.0196   3.85E-03                      D623900200038 
       0.0       160.9     0.0794     0.0108                      D623900200039 
       6.13      32.43       0.82      0.027                      D623900200040 
       6.13      37.34       1.09       0.03                      D623900200041 
       6.13      43.43       1.05     0.0438                      D623900200042 
       6.13      49.45       0.89     0.0239                      D623900200043 
       6.13      55.41       0.76     0.0264                      D623900200044 
       6.13      61.29       0.64     0.0296                      D623900200045 
       6.13      65.93       0.67     0.0207                      D623900200046 
       6.13      71.65       0.83     0.0507                      D623900200047 
       6.13      77.28       0.56     0.0248                      D623900200048 
       6.13       82.8       0.47      0.027                      D623900200049 
       6.13      88.22       0.48     0.0338                      D623900200050 
       6.13      92.47       0.49     0.0255                      D623900200051 
       6.13      97.69       0.49     0.0151                      D623900200052 
       6.13     102.79       0.33      0.014                      D623900200053 
       6.13     107.78       0.35     0.0149                      D623900200054 
       6.13     112.66       0.36     0.0115                      D623900200055 
       6.13     117.42       0.47      0.016                      D623900200056 
       6.13     121.14       0.79     0.0517                      D623900200057 
       6.13      125.7       0.84     0.0296                      D623900200058 
       6.13     130.16       0.91     0.0317                      D623900200059 
       6.13     134.51       1.01     0.0252                      D623900200060 
       6.13     138.77       1.09     0.0322                      D623900200061 
       6.13     142.95       0.42     0.0158                      D623900200062 
       6.13     161.97       1.06     0.0322                      D623900200063 
       6.92      32.64     1.5231     0.0541                      D623900200064 
       6.92      37.58     0.9923     0.0334                      D623900200065 
       6.92       43.7     1.0308     0.0573                      D623900200066 
       6.92      49.76     0.8154     0.0293                      D623900200067 
       6.92      55.75     0.4538     0.0235                      D623900200068 
       6.92      61.66     0.5769     0.0393                      D623900200069 
       6.92      66.32     0.4077     0.0207                      D623900200070 
       6.92      72.07     0.8308     0.0386                      D623900200071 
       6.92      77.71     0.4846     0.0296                      D623900200072 
       6.92      83.26     0.3769     0.0282                      D623900200073 
       6.92      88.69     0.7538     0.0578                      D623900200074 
       6.92      92.95        0.6     0.0364                      D623900200075 
