ENTRY            S0082   20170704                             S022S0082  0    1 
SUBENT        S0082001   20170704                             S022S0082  1    1 
BIB                 13         31                                 S0082  1    2 
TITLE      Fissions in 32S+184W and 34S+186W reactions at near-   S0082  1    3 
           and sub-barrier energies                               S0082  1    4 
AUTHOR     (C.J.Lin, H.Q.Zhang, H.M.Jia, F.Yang, Z.H.Liu, X.X.Xu, S0082  1    5 
           L.Yang, P.F.Bao, L.J.Sun, K.Nishio, H.Ikezoe,          S0082  1    6 
           S.Mitsuoka, K.Satou)                                   S0082  1    7 
INSTITUTE  (3CPRAEP,2JPNJAE)                                      S0082  1    8 
REFERENCE  (J,JP/CS,420,012126,2013)                              S0082  1    9 
           #doi:10.1088/1742-6596/420/1/012126                    S0082  1   10 
FACILITY   (VDGT,2JPNJAE) For 34S+186W system, the experiment     S0082  1   11 
           was performed at the tandem booster accelerator.       S0082  1   12 
SAMPLE     186W target with thickness about 200 mug/cm2 were      S0082  1   13 
           supported by an about 20 mug/cm2 carbon foil backing.  S0082  1   14 
DETECTOR   (SIBAR,SISD) For 34S+186W system, three individual     S0082  1   15 
           Si(Au) surface barrier detectors fixed at the forward  S0082  1   16 
           angles of 35.6, 60.6 and 85.6 degree. Two Si-strip     S0082  1   17 
           detectors with areas of 50*50 mm2 at the backward      S0082  1   18 
           angles.                                                S0082  1   19 
PART-DET   (FF)                                                   S0082  1   20 
METHOD     (COINC) Data from the two strip detectors were         S0082  1   21 
           recorded in the coincidence mode with the requirement  S0082  1   22 
           that each detector was struck by a fission fragment    S0082  1   23 
           and the folding angle between the hits corresponded    S0082  1   24 
           to a full momentum transfer event.                     S0082  1   25 
ERR-ANALYS (DATA-ERR) No information.                             S0082  1   26 
STATUS     (TABLE) Data were received from C.J.Lin.               S0082  1   27 
           (APRVD) Approved by C.J.Lin.                           S0082  1   28 
REL-REF    (O,S0069001,H.Q.Zhang+,J,PR/C,81,034611,2010)          S0082  1   29 
           The fission excitation function and angular            S0082  1   30 
           distributions of fission fragments for 32S+184W were   S0082  1   31 
           given.                                                 S0082  1   32 
HISTORY    (20161103C) Compiled by Wang Jimin (CNDC).             S0082  1   33 
ENDBIB              31          0                                 S0082  1   34 
NOCOMMON             0          0                                 S0082  1   35 
ENDSUBENT           34          0                                 S0082  199999 
SUBENT        S0082002   20170704                             S022S0082  2    1 
BIB                  2          2                                 S0082  2    2 
REACTION   (74-W-186(16-S-34,F)MASS,PRE,FY)                       S0082  2    3 
MISC-COL   (MISC) Fission fragment detection angle.               S0082  2    4 
ENDBIB               2          0                                 S0082  2    5 
NOCOMMON             0          0                                 S0082  2    6 
DATA                 5        303                                 S0082  2    7 
EN         MASS       DATA       DATA-ERR   MISC                  S0082  2    8 
       180.       161.     0.1040     0.0187       35.6           S0082  2  292 
       180.       161.     0.1745     0.0238       60.6           S0082  2  293 
       180.       161.     0.1647     0.0238       85.6           S0082  2  294 
       180.       164.     0.0872     0.0171       35.6           S0082  2  295 
       180.       164.     0.0840     0.0165       60.6           S0082  2  296 
       180.       164.     0.1441     0.0223       85.6           S0082  2  297 
       180.       167.     0.0604     0.0142       35.6           S0082  2  298 
       180.       167.     0.1034     0.0183       60.6           S0082  2  299 
       180.       167.     0.0618     0.0146       85.6           S0082  2  300 
       180.       170.     0.0503     0.0130       35.6           S0082  2  301 
       180.       170.     0.0291     0.0097       60.6           S0082  2  302 
       180.       170.     0.0275     0.0097       85.6           S0082  2  303 
       180.       173.     0.0335     0.0106       35.6           S0082  2  304 
       180.       173.     0.0356     0.0107       60.6           S0082  2  305 
       180.       173.     0.0069     0.0049       85.6           S0082  2  306 
       180.       176.     0.0168     0.0075       35.6           S0082  2  307 
       180.       176.     0.0323     0.0102       60.6           S0082  2  308 
       180.       176.     0.0137     0.0069       85.6           S0082  2  309 
       180.       179.     0.0067     0.0047       35.6           S0082  2  310 
       180.       179.     0.0129     0.0065       60.6           S0082  2  311 
       180.       179.     0.0034     0.0034       85.6           S0082  2  312 
ENDDATA            305          0                                 S0082  2  313 
ENDSUBENT          312          0                                 S0082  299999 
SUBENT        S0082003   20170704                             S022S0082  3    1 
BIB                  2          2                                 S0082  3    2 
REACTION   (74-W-186(16-S-34,F)MASS,PRE,KE,LF+HF)                 S0082  3    3 
MISC-COL   (MISC) Fission fragment detection angle.               S0082  3    4 
ENDBIB               2          0                                 S0082  3    5 
NOCOMMON             0          0                                 S0082  3    6 
DATA                 5        207                                 S0082  3    7 
EN         MASS       DATA       DATA-ERR   MISC                  S0082  3    8 
MEV        NO-DIM     MEV        MEV        ADEG                  S0082  3    9 
       148.        92.     133.02       4.11       85.6           S0082  3   10 
       148.        95.     137.53       9.55       85.6           S0082  3   11 
       148.        98.     133.56       9.19       85.6           S0082  3   12 
       148.       101.     139.44       6.46       85.6           S0082  3   13 
       148.       104.     137.02       2.16       85.6           S0082  3   14 
       148.       107.     136.23       2.54       85.6           S0082  3   15 
       148.       110.     141.89       2.82       85.6           S0082  3   16 
       148.       113.     136.23       2.54       85.6           S0082  3   17 
       148.       116.     137.02       2.16       85.6           S0082  3   18 
       148.       119.     139.44       6.46       85.6           S0082  3   19 
       148.       122.     133.56       9.19       85.6           S0082  3   20 
       148.       125.     137.53       9.55       85.6           S0082  3   21 
       148.       128.     133.02       4.11       85.6           S0082  3   22 
       163.        59.     119.45       7.73       60.6           S0082  3   23 
       163.        62.     125.65       6.41       60.6           S0082  3   24 
       163.        62.     124.00       9.61       85.6           S0082  3   25 
       163.        65.     132.27       7.05       60.6           S0082  3   26 
       163.        68.     134.00       9.21       60.6           S0082  3   27 
       163.        68.     128.27       4.67       85.6           S0082  3   28 
       163.        71.     136.15       7.54       60.6           S0082  3   29 
       163.        71.     131.85       3.47       85.6           S0082  3   30 
       163.        74.     132.36       9.36       35.6           S0082  3   31 
       163.        74.     136.39       3.28       60.6           S0082  3   32 
       163.        74.     135.42       1.62       85.6           S0082  3   33 
       163.        77.     141.98       7.42       35.6           S0082  3   34 
       163.        77.     139.29       2.19       60.6           S0082  3   35 
       163.        77.     137.73       1.41       85.6           S0082  3   36 
       163.        80.     145.32       2.06       35.6           S0082  3   37 
       163.        80.     139.59       0.90       60.6           S0082  3   38 
       163.        80.     141.33       0.93       85.6           S0082  3   39 
       163.        83.     142.60       3.07       35.6           S0082  3   40 
       163.        83.     141.10       0.83       60.6           S0082  3   41 
       163.        83.     141.57       0.90       85.6           S0082  3   42 
       163.        86.     145.54       2.31       35.6           S0082  3   43 
       163.        86.     143.52       0.61       60.6           S0082  3   44 
       163.        86.     143.01       0.82       85.6           S0082  3   45 
       163.        89.     145.45       1.32       35.6           S0082  3   46 
       163.        89.     144.16       0.52       60.6           S0082  3   47 
       163.        89.     144.64       0.55       85.6           S0082  3   48 
       163.        92.     145.72       0.87       35.6           S0082  3   49 
       163.        92.     145.47       0.44       60.6           S0082  3   50 
       163.        92.     142.84       0.51       85.6           S0082  3   51 
       163.        95.     147.26       0.71       35.6           S0082  3   52 
       163.        95.     145.44       0.48       60.6           S0082  3   53 
       163.        95.     145.12       0.49       85.6           S0082  3   54 
       163.        98.     146.64       0.75       35.6           S0082  3   55 
       163.        98.     145.66       0.38       60.6           S0082  3   56 
       163.        98.     144.91       0.43       85.6           S0082  3   57 
       163.       101.     146.93       0.57       35.6           S0082  3   58 
       163.       101.     145.53       0.37       60.6           S0082  3   59 
       163.       101.     145.13       0.42       85.6           S0082  3   60 
       163.       104.     147.23       0.57       35.6           S0082  3   61 
       163.       104.     146.69       0.38       60.6           S0082  3   62 
       163.       104.     144.98       0.36       85.6           S0082  3   63 
       163.       107.     147.52       0.56       35.6           S0082  3   64 
       163.       107.     146.97       0.35       60.6           S0082  3   65 
       163.       107.     145.80       0.35       85.6           S0082  3   66 
       163.       110.     146.97       0.58       35.6           S0082  3   67 
       163.       110.     147.42       0.33       60.6           S0082  3   68 
       163.       110.     144.55       0.36       85.6           S0082  3   69 
       163.       113.     147.52       0.56       35.6           S0082  3   70 
       163.       113.     146.97       0.35       60.6           S0082  3   71 
       163.       113.     145.80       0.35       85.6           S0082  3   72 
       163.       116.     147.23       0.57       35.6           S0082  3   73 
       163.       116.     146.69       0.38       60.6           S0082  3   74 
       163.       116.     144.98       0.36       85.6           S0082  3   75 
       163.       119.     146.93       0.57       35.6           S0082  3   76 
       163.       119.     145.53       0.37       60.6           S0082  3   77 
       163.       119.     145.13       0.42       85.6           S0082  3   78 
       163.       122.     146.64       0.75       35.6           S0082  3   79 
       163.       122.     145.66       0.38       60.6           S0082  3   80 
       163.       122.     144.91       0.43       85.6           S0082  3   81 
       163.       125.     147.26       0.71       35.6           S0082  3   82 
       163.       125.     145.44       0.48       60.6           S0082  3   83 
       163.       125.     145.12       0.49       85.6           S0082  3   84 
       163.       128.     145.72       0.87       35.6           S0082  3   85 
       163.       128.     145.47       0.44       60.6           S0082  3   86 
       163.       128.     142.84       0.51       85.6           S0082  3   87 
       163.       131.     145.45       1.32       35.6           S0082  3   88 
       163.       131.     144.16       0.52       60.6           S0082  3   89 
       163.       131.     144.64       0.55       85.6           S0082  3   90 
       163.       134.     145.54       2.31       35.6           S0082  3   91 
       163.       134.     143.52       0.61       60.6           S0082  3   92 
       163.       134.     143.01       0.82       85.6           S0082  3   93 
       163.       137.     142.60       3.07       35.6           S0082  3   94 
       163.       137.     141.10       0.83       60.6           S0082  3   95 
       163.       137.     141.57       0.90       85.6           S0082  3   96 
       163.       140.     145.32       2.06       35.6           S0082  3   97 
       163.       140.     141.33       0.93       85.6           S0082  3   98 
       163.       140.     139.59       0.90       60.6           S0082  3   99 
       163.       143.     141.98       7.42       35.6           S0082  3  100 
       163.       143.     139.29       2.19       60.6           S0082  3  101 
       163.       143.     137.73       1.41       85.6           S0082  3  102 
       163.       146.     132.36       9.36       35.6           S0082  3  103 
       163.       146.     136.39       3.28       60.6           S0082  3  104 
       163.       146.     135.42       1.62       85.6           S0082  3  105 
       163.       149.     136.15       7.54       60.6           S0082  3  106 
       163.       149.     131.85       3.47       85.6           S0082  3  107 
       163.       152.     134.00       9.21       60.6           S0082  3  108 
       163.       152.     128.27       4.67       85.6           S0082  3  109 
       163.       155.     132.27       7.05       60.6           S0082  3  110 
       163.       158.     125.65       6.41       60.6           S0082  3  111 
       163.       158.     124.00       9.61       85.6           S0082  3  112 
       163.       161.     119.45       7.73       60.6           S0082  3  113 
       180.        59.     131.10       4.16       60.6           S0082  3  114 
       180.        59.     132.80       6.99       85.6           S0082  3  115 
       180.        62.     130.27      10.29       35.6           S0082  3  116 
       180.        62.     128.55       6.46       60.6           S0082  3  117 
       180.        62.     136.99       3.91       85.6           S0082  3  118 
       180.        65.     125.27      18.11       35.6           S0082  3  119 
       180.        65.     134.41       6.66       60.6           S0082  3  120 
       180.        65.     137.71       2.63       85.6           S0082  3  121 
       180.        68.     140.68       7.93       35.6           S0082  3  122 
       180.        68.     136.59       5.63       60.6           S0082  3  123 
       180.        68.     140.29       1.24       85.6           S0082  3  124 
       180.        71.     142.32       6.55       35.6           S0082  3  125 
       180.        71.     138.23       1.93       60.6           S0082  3  126 
       180.        71.     144.94       0.86       85.6           S0082  3  127 
       180.        74.     143.20       1.48       35.6           S0082  3  128 
       180.        74.     138.28       1.99       60.6           S0082  3  129 
       180.        74.     145.26       0.76       85.6           S0082  3  130 
       180.        77.     147.70       1.45       35.6           S0082  3  131 
       180.        77.     140.97       1.53       60.6           S0082  3  132 
       180.        77.     144.55       0.68       85.6           S0082  3  133 
       180.        80.     145.83       1.24       35.6           S0082  3  134 
       180.        80.     143.86       0.82       60.6           S0082  3  135 
       180.        80.     144.30       0.62       85.6           S0082  3  136 
       180.        83.     145.95       0.81       35.6           S0082  3  137 
       180.        83.     144.55       0.70       60.6           S0082  3  138 
       180.        83.     145.59       0.55       85.6           S0082  3  139 
       180.        86.     148.25       0.55       35.6           S0082  3  140 
       180.        86.     146.57       0.67       60.6           S0082  3  141 
       180.        86.     146.51       0.50       85.6           S0082  3  142 
       180.        89.     147.32       0.57       35.6           S0082  3  143 
       180.        89.     146.50       0.52       60.6           S0082  3  144 
       180.        89.     146.63       0.49       85.6           S0082  3  145 
       180.        92.     148.46       0.46       35.6           S0082  3  146 
       180.        92.     147.66       0.49       60.6           S0082  3  147 
       180.        92.     147.24       0.45       85.6           S0082  3  148 
       180.        95.     149.97       0.40       35.6           S0082  3  149 
       180.        95.     148.28       0.47       60.6           S0082  3  150 
       180.        95.     146.81       0.41       85.6           S0082  3  151 
       180.        98.     149.72       0.41       35.6           S0082  3  152 
       180.        98.     148.86       0.42       60.6           S0082  3  153 
       180.        98.     147.29       0.43       85.6           S0082  3  154 
       180.       101.     150.63       0.42       35.6           S0082  3  155 
       180.       101.     149.74       0.41       60.6           S0082  3  156 
       180.       101.     147.47       0.41       85.6           S0082  3  157 
       180.       104.     150.91       0.37       35.6           S0082  3  158 
       180.       104.     149.55       0.41       60.6           S0082  3  159 
       180.       104.     147.40       0.38       85.6           S0082  3  160 
       180.       107.     150.72       0.38       35.6           S0082  3  161 
       180.       107.     149.68       0.40       60.6           S0082  3  162 
       180.       107.     147.13       0.34       85.6           S0082  3  163 
       180.       110.     151.45       0.39       35.6           S0082  3  164 
       180.       110.     149.00       0.40       60.6           S0082  3  165 
       180.       110.     147.68       0.42       85.6           S0082  3  166 
       180.       113.     150.72       0.38       35.6           S0082  3  167 
       180.       113.     149.68       0.40       60.6           S0082  3  168 
       180.       113.     147.13       0.34       85.6           S0082  3  169 
       180.       116.     150.91       0.37       35.6           S0082  3  170 
       180.       116.     149.55       0.41       60.6           S0082  3  171 
       180.       116.     147.40       0.38       85.6           S0082  3  172 
       180.       119.     150.63       0.42       35.6           S0082  3  173 
       180.       119.     149.74       0.41       60.6           S0082  3  174 
       180.       119.     147.47       0.41       85.6           S0082  3  175 
       180.       122.     149.72       0.41       35.6           S0082  3  176 
       180.       122.     148.86       0.42       60.6           S0082  3  177 
       180.       122.     147.29       0.43       85.6           S0082  3  178 
       180.       125.     149.97       0.40       35.6           S0082  3  179 
       180.       125.     148.28       0.47       60.6           S0082  3  180 
       180.       125.     146.81       0.41       85.6           S0082  3  181 
       180.       128.     148.46       0.46       35.6           S0082  3  182 
       180.       128.     147.66       0.49       60.6           S0082  3  183 
       180.       128.     147.24       0.45       85.6           S0082  3  184 
       180.       131.     147.32       0.57       35.6           S0082  3  185 
       180.       131.     146.50       0.52       60.6           S0082  3  186 
       180.       131.     146.63       0.49       85.6           S0082  3  187 
       180.       134.     148.25       0.55       35.6           S0082  3  188 
       180.       134.     146.57       0.67       60.6           S0082  3  189 
       180.       134.     146.51       0.50       85.6           S0082  3  190 
       180.       137.     145.95       0.81       35.6           S0082  3  191 
       180.       137.     144.55       0.70       60.6           S0082  3  192 
       180.       137.     145.59       0.55       85.6           S0082  3  193 
       180.       140.     145.83       1.24       35.6           S0082  3  194 
       180.       140.     143.86       0.82       60.6           S0082  3  195 
       180.       140.     144.30       0.62       85.6           S0082  3  196 
       180.       143.     147.70       1.45       35.6           S0082  3  197 
       180.       143.     140.97       1.53       60.6           S0082  3  198 
       180.       143.     144.55       0.68       85.6           S0082  3  199 
       180.       146.     143.20       1.48       35.6           S0082  3  200 
       180.       146.     138.28       1.99       60.6           S0082  3  201 
       180.       146.     145.26       0.76       85.6           S0082  3  202 
       180.       149.     142.32       6.55       35.6           S0082  3  203 
       180.       149.     138.23       1.93       60.6           S0082  3  204 
       180.       149.     144.94       0.86       85.6           S0082  3  205 
       180.       152.     140.68       7.93       35.6           S0082  3  206 
       180.       152.     136.59       5.63       60.6           S0082  3  207 
       180.       152.     140.29       1.24       85.6           S0082  3  208 
       180.       155.     125.27      18.11       35.6           S0082  3  209 
       180.       155.     134.41       6.66       60.6           S0082  3  210 
       180.       155.     137.71       2.63       85.6           S0082  3  211 
       180.       158.     130.27      10.29       35.6           S0082  3  212 
       180.       158.     128.55       6.46       60.6           S0082  3  213 
       180.       158.     136.99       3.91       85.6           S0082  3  214 
       180.       161.     131.10       4.16       60.6           S0082  3  215 
       180.       161.     132.80       6.99       85.6           S0082  3  216 
ENDDATA            209          0                                 S0082  3  217 
ENDSUBENT          216          0                                 S0082  399999 
ENDENTRY             3          0                                 S008299999999 
