ENTRY            41421   20200123                             418641421  0    1 
SUBENT        41421001   20200123                             418641421  1    1 
BIB                 11         41                                 41421  1    2 
TITLE      Precision measurements of prompt neutron spectra in    41421  1    3 
            240Pu and 242Pu spontaneous fission.                  41421  1    4 
AUTHOR     (B.Gerasimenko, L.Drapchinsky, O.Kostochkin, T.Kuzmina,41421  1    5 
            N.Skovorodkin, V.Trenkin)                             41421  1    6 
INSTITUTE  (4RUSRI)                                               41421  1    7 
REFERENCE  (J,NSTS,2,362,2002) Pu PFNS in fig, and Tcm in table   41421  1    8 
           (R,ISTC-183B-96,1999) L.Drapchinsky, Data table given  41421  1    9 
REL-REF    (I,,O.Batekov+,S,JAERI-C-97-001,120,1997)              41421  1   10 
           Setup, data acquisition program, preliminary processing41421  1   11 
           (I,,B.Gerasimenko+,C,99PRAHA,,(C20),1999)              41421  1   12 
           Setup, data acquisition program, preliminary processing41421  1   13 
DETECTOR   (SCIN) Two neutron detectors used:                     41421  1   14 
           - NE213  (125 mm diam x50 mm,Tres=1.29 ns,Ethr=0.2 MeV)41421  1   15 
           - B-501A ( 50 mm diam x25 mm,Tres= 0.8 ns,Ethr=0.1 MeV)41421  1   16 
           (FISCH) fission fragment detection                     41421  1   17 
PART-DET   (N,FF)                                                 41421  1   18 
METHOD     (COINC) Neutron and fragment detected in coincidence   41421  1   19 
CORRECTION - random coincidence background;                       41421  1   20 
           - background of neutrons scattered by the structural   41421  1   21 
              materials, air walls, ceiling, and floor of premise 41421  1   22 
           - (n,g) reaction background;                           41421  1   23 
           - finite time resolution;                              41421  1   24 
           - spontaneous fission  of other nuclides.              41421  1   25 
COMMENT    This work was supported financially by Japan and       41421  1   26 
            European Community, and performed under the contract  41421  1   27 
            to the International Science and Technology Centre    41421  1   28 
            (Project agreement #183B-96).                         41421  1   29 
HISTORY    (20030104C) + + Compiled at the Center - CJD + +       41421  1   30 
           (20111012R) On. Provided by L.Drapchinsky              41421  1   31 
           (20111216A) Upper -> lower case correction.            41421  1   32 
            Reactions were corrected.                             41421  1   33 
            Request for the data of Subents 002,003 was sent      41421  1   34 
            13.12.2011.                                           41421  1   35 
           (20120614A) On. Re-compiled.                           41421  1   36 
            Subents 006,007 data were moved in Subents 004,005.   41421  1   37 
            Subents 008-010 were added.                           41421  1   38 
           (20120620A) M.M. Information was added from            41421  1   39 
            J,NSTS,2,362,2002 .                                   41421  1   40 
            In Subents 002,003 - REL -> NPD according to          41421  1   41 
            type of function, used for fitting of these data.     41421  1   42 
           (20200123U) Subent 009 was corrected.                  41421  1   43 
ENDBIB              41          0                                 41421  1   44 
NOCOMMON             0          0                                 41421  1   45 
ENDSUBENT           44          0                                 41421  199999 
SUBENT        41421002   20120614                             41574142100200001 
BIB                  9         19                                 4142100200002 
REACTION  1((94-PU-240(0,F),PR,NU/DE,,NPD)/                       4142100200003 
           (98-CF-252(0,F),PR,NU/DE,,NPD))                        4142100200004 
          2(94-PU-240(0,F),PR,NU/DE,,REL)                         4142100200005 
COMMENT     Data of REACTION 1 are fitted by function:            4142100200006 
            R(En,Tpu)=((Tpu/Tcf)**-3/2)*exp(-En/Tpu+En/Tcf)       4142100200007 
            using Tcf=1.42 MeV .                                  4142100200008 
MONITOR   2(98-CF-252(0,F),PR,NU/DE,,REL)                         4142100200009 
MONIT-REF  (,W.Mannhart,R,IAEA-TECDOC-410,158,1987)               4142100200010 
SAMPLE     395 mg                                                 4142100200011 
METHOD     (TOF) 26, 50, 100 and 150 cm flight paths              4142100200012 
ERR-ANALYS (ERR-T) Total uncertainty                              4142100200013 
           (ERR-S,0.8,18.) Statistical uncertainty of spectrum    4142100200014 
           (MONIT-ERR,1.2,9.2) Uncertainty in Mannhart evaluation 4142100200015 
           (ERR-1,,1.) Finite spectrometer energy resolution      4142100200016 
           (ERR-2)     Diff. nonlinearity of detection channel    4142100200017 
STATUS     (TABLE) Table 8 of Report ISTC #183B-96 (1999)         4142100200018 
HISTORY    (20111216A)                                            4142100200019 
            (94-PU-240(0,F),PR,DE,N)/(98-CF-252(0,F),PR,DE,N) ->  4142100200020 
            (94-PU-240(0,F),PR,NU/DE)/(98-CF-252(0,F),PR,NU/DE)   4142100200021 
ENDBIB              19          0                                 4142100200022 
COMMON               1          3                                 4142100200023 
ERR-2                                                             4142100200024 
PER-CENT                                                          4142100200025 
 0.05                                                             4142100200026 
ENDCOMMON            3          0                                 4142100200027 
DATA                 6         92                                 4142100200028 
E          DATA      1ERR-T     1DATA      2ERR-T     2MONIT     24142100200029 
MEV        NO-DIM     NO-DIM     ARB-UNITS  ARB-UNITS  ARB-UNITS  4142100200030 
 0.133      0.86       0.067      0.00967    0.00078    0.01125   4142100200031 
 0.14       1.184      0.074      0.01358    0.00091    0.01147   4142100200032 
 0.147      0.909      0.058      0.01063    0.00072    0.0117    4142100200033 
 0.154      1.174      0.064      0.014      0.00083    0.01193   4142100200034 
 0.162      0.934      0.054      0.01135    0.0007     0.01216   4142100200035 
 0.17       0.935      0.052      0.01158    0.0007     0.01238   4142100200036 
 0.179      0.935      0.051      0.01179    0.0007     0.01261   4142100200037 
 0.188      1.067      0.054      0.0137     0.00076    0.01284   4142100200038 
 0.197      1.001      0.005      0.01308    0.00072    0.01308   4142100200039 
 0.207      1.001      0.048      0.01331    0.00071    0.0133    4142100200040 
 0.217      1.111      0.048      0.01504    0.00073    0.01354   4142100200041 
 0.228      1.082      0.046      0.01489    0.00071    0.01376   4142100200042 
 0.239      0.966      0.041      0.01352    0.00064    0.01399   4142100200043 
 0.251      0.992      0.04       0.0141     0.00065    0.01422   4142100200044 
 0.264      1.044      0.039      0.01508    0.00065    0.01444   4142100200045 
 0.277      1.073      0.038      0.01573    0.00065    0.01466   4142100200046 
 0.291      1.08       0.036      0.01607    0.00064    0.01487   4142100200047 
 0.305      1.007      0.033      0.0152     0.0006     0.0151    4142100200048 
 0.321      1.086      0.033      0.01665    0.00062    0.01532   4142100200049 
 0.337      1.032      0.031      0.01604    0.00058    0.01554   4142100200050 
 0.354      1.009      0.029      0.0159     0.00056    0.01576   4142100200051 
 0.371      0.974      0.028      0.01555    0.00055    0.01597   4142100200052 
 0.39       0.994      0.027      0.01608    0.00055    0.01617   4142100200053 
 0.409      1.057      0.027      0.01729    0.00057    0.01637   4142100200054 
 0.43       1.03       0.026      0.01704    0.00055    0.01655   4142100200055 
 0.451      1.01       0.025      0.01689    0.00053    0.01672   4142100200056 
 0.474      1.04       0.025      0.01757    0.00054    0.01689   4142100200057 
 0.498      1.035      0.024      0.01764    0.00053    0.01704   4142100200058 
 0.522      1.041      0.031      0.01788    0.00063    0.01718   4142100200059 
 0.549      1.024      0.03       0.01772    0.00062    0.0173    4142100200060 
 0.576      1.048      0.029      0.01825    0.0006     0.01741   4142100200061 
 0.605      1.036      0.028      0.01814    0.00059    0.01751   4142100200062 
 0.635      1.005      0.026      0.01766    0.00056    0.01758   4142100200063 
 0.667      1.032      0.026      0.0182     0.00056    0.01764   4142100200064 
 0.7        0.975      0.024      0.01724    0.00052    0.01768   4142100200065 
 0.735      1.041      0.024      0.01841    0.00052    0.0177    4142100200066 
 0.772      1.001      0.023      0.01771    0.0005     0.01769   4142100200067 
 0.81       1.007      0.022      0.01779    0.00049    0.01766   4142100200068 
 0.851      1.009      0.022      0.01777    0.00047    0.01761   4142100200069 
 0.893      1.037      0.021      0.01818    0.00046    0.01754   4142100200070 
 0.938      1.038      0.021      0.01809    0.00046    0.01743   4142100200071 
 0.985      1.017      0.02       0.0176     0.00044    0.0173    4142100200072 
 1.034      1.006      0.024      0.01725    0.00049    0.01715   4142100200073 
 1.086      1.019      0.023      0.01728    0.00046    0.01696   4142100200074 
 1.14       1.01       0.019      0.01692    0.0004     0.01675   4142100200075 
 1.197      1.004      0.03       0.01657    0.00055    0.01651   4142100200076 
 1.257      1.022      0.023      0.01659    0.00043    0.01624   4142100200077 
 1.32       1.004      0.029      0.01599    0.00051    0.01594   4142100200078 
 1.386      0.996      0.025      0.01554    0.00044    0.01561   4142100200079 
 1.455      1.043      0.022      0.01591    0.00039    0.01525   4142100200080 
 1.528      1.024      0.021      0.01523    0.00037    0.01486   4142100200081 
 1.604      1.02       0.021      0.01474    0.00035    0.01445   4142100200082 
 1.685      1.007      0.019      0.01411    0.00032    0.01401   4142100200083 
 1.769      1.003      0.02       0.01358    0.00031    0.01355   4142100200084 
 1.857      0.988      0.018      0.0129     0.00028    0.01306   4142100200085 
 1.95       1.009      0.016      0.01266    0.00025    0.01255   4142100200086 
 2.048      1.007      0.017      0.01209    0.00024    0.01201   4142100200087 
 2.15       0.983      0.018      0.01126    0.00024    0.01145   4142100200088 
 2.258      0.966      0.017      0.01051    0.00022    0.01088   4142100200089 
 2.371      0.983      0.017      0.01012    0.00021    0.01029   4142100200090 
 2.489      1.011      0.016      0.00981    0.00019    0.0097    4142100200091 
 2.614      0.959      0.019      0.00874    0.0002     0.00911   4142100200092 
 2.744      0.965      0.019      0.00822    0.00019    0.00851   4142100200093 
