ENTRY            20379   20170430                             226120379  0    1 
SUBENT        20379001   20170430                             226120379  1    1 
BIB                 10         15                                 20379  1    2 
INSTITUTE  (2ZZZGEL)                                              20379  1    3 
REFERENCE  (J,NP,84,239,1966)                                     20379  1    4 
           (W,JACQUOT,196607)letter to NDCC.                      20379  1    5 
AUTHOR     (A.Jacquot,C.Rousseau)                                 20379  1    6 
TITLE       Fast neutron scattering cross sections of iron        20379  1    7 
FACILITY   (VDG,2ZZZGEL)    Van de Graaff                         20379  1    8 
INC-SOURCE (P-T)    Proton-tritium                                20379  1    9 
METHOD     (TOF)    Time-of-flight                                20379  1   10 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 20379  1   11 
MONIT-REF  (,J.L.Gammel,B,FAST N.PH.,2230,1963) Part II           20379  1   12 
HISTORY    (19660919C)                                            20379  1   13 
           (19710513T)  from NEUDADA file                         20379  1   14 
           (20170430A) SD:Updated to new date formats,lower case. 20379  1   15 
           REACTION code in Subents 002-004,006 update.           20379  1   16 
           Subent 002 deleted (data are given for H(n,n) reaction)20379  1   17 
ENDBIB              15          0                                 20379  1   18 
NOCOMMON             0          0                                 20379  1   19 
ENDSUBENT           18          0                                 20379  199999 
NOSUBENT      20379002   20170430                             226120379  2    1 
SUBENT        20379003   20170430                             226120379  3    1 
BIB                  4          6                                 20379  3    2 
REACTION   (26-FE-0(N,EL)26-FE-0,,DA)                             20379  3    3 
ERR-ANALYS (DATA-ERR) No information                              20379  3    4 
STATUS     (TABLE) Data from priv.comm. Jacquot (7/1966).         20379  3    5 
HISTORY    (19710513T)  from NEUDADA file                         20379  3    6 
           (20170430A) SD: SF4=Fe-0 was added to REACTION code.   20379  3    7 
            Meaningless zeros were deleted from the values.       20379  3    8 
ENDBIB               6          0                                 20379  3    9 
COMMON               1          3                                 20379  3   10 
DATA-ERR                                                          20379  3   11 
PER-CENT                                                          20379  3   12 
  6.                                                              20379  3   13 
ENDCOMMON            3          0                                 20379  3   14 
DATA                 4        264                                 20379  3   15 
EN         COS        DATA       MONIT                            20379  3   16 
MEV        NO-DIM     MB/SR      B                                20379  3   17 
       0.45       -1.0      243.0       6.51                      20379  3   18 
       0.45    -0.9375      229.0       6.51                      20379  3   19 
       0.45     -0.875      221.2       6.51                      20379  3   20 
       0.45    -0.8125      217.3       6.51                      20379  3   21 
       0.45      -0.75      214.5       6.51                      20379  3   22 
       0.45    -0.6875      212.8       6.51                      20379  3   23 
       0.45     -0.625      211.7       6.51                      20379  3   24 
       0.45    -0.5625      211.2       6.51                      20379  3   25 
       0.45       -0.5      211.2       6.51                      20379  3   26 
       0.45    -0.4375      211.7       6.51                      20379  3   27 
       0.45     -0.375      214.0       6.51                      20379  3   28 
       0.45    -0.3125      218.4       6.51                      20379  3   29 
       0.45      -0.25      223.5       6.51                      20379  3   30 
       0.45    -0.1875      226.8       6.51                      20379  3   31 
       0.45     -0.125      232.4       6.51                      20379  3   32 
       0.45    -0.0625      238.0       6.51                      20379  3   33 
       0.45        0.0      244.7       6.51                      20379  3   34 
       0.45     0.0625      252.5       6.51                      20379  3   35 
       0.45      0.125      260.9       6.51                      20379  3   36 
       0.45     0.1875      269.8       6.51                      20379  3   37 
       0.45       0.25      276.5       6.51                      20379  3   38 
       0.45     0.3125      285.5       6.51                      20379  3   39 
       0.45      0.375      297.8       6.51                      20379  3   40 
       0.45     0.4375      311.2       6.51                      20379  3   41 
       0.45       0.50      323.5       6.51                      20379  3   42 
       0.45     0.5625      339.1       6.51                      20379  3   43 
       0.45      0.625      354.2       6.51                      20379  3   44 
       0.45     0.6875      372.6       6.51                      20379  3   45 
       0.45       0.75      390.5       6.51                      20379  3   46 
       0.45     0.8125      410.6       6.51                      20379  3   47 
       0.45      0.875      429.6       6.51                      20379  3   48 
       0.45     0.9375      451.9       6.51                      20379  3   49 
       0.45        1.0      479.9       6.51                      20379  3   50 
       0.73       -1.0      318.5       5.04                      20379  3   51 
       0.73    -0.9375      290.0       5.04                      20379  3   52 
