ENTRY            C0655   20000711                             0000C065500000001 
SUBENT        C0655001   20000711                             0000C065500100001 
BIB                 11         15                                 C065500100002 
INSTITUTE  (1USAINU,1USAMRY,1CANSAS,4RUSJIA)                      C065500100003 
REFERENCE  (J,PR/C,59,1869,199904)                                C065500100004 
AUTHOR     (D.S.CARMAN,L.C.BLAND,N.S.CHANT,T.GU,G.M.HUBER,        C065500100005 
           J.HUFFMAN,A.KLYACHKO,B.C.MARKHAM,P.G.ROOS,P.SCHWANDT,  C065500100006 
           K.SOLBERG)                                             C065500100007 
TITLE      Quasifree inclusive and exclusive analyzing powers at  C065500100008 
            200 MeV                                               C065500100009 
FACILITY   (CYCLO,1USAINU)                                        C065500100010 
INC-SOURCE (POLIS) Average beam polarization 0.70+-0.02.          C065500100011 
DETECTOR   (NAICR)                                                C065500100012 
CORRECTION Corrected for background.                              C065500100013 
ERR-ANALYS (ERR-S) Statistical uncertainty given.                 C065500100014 
STATUS     (APRVD) Approved by D. Carman, 31 July 2000.           C065500100015 
           Data received from D.S. Carman, 31 May 2000.           C065500100016 
HISTORY    (20000531C) VM                                         C065500100017 
ENDBIB              15          0                                 C065500100018 
COMMON               1          3                                 C065500100019 
EN                                                                C065500100020 
MEV                                                               C065500100021 
200.                                                              C065500100022 
ENDCOMMON            3          0                                 C065500100023 
ENDSUBENT           22          0                                 C065500199999 
SUBENT        C0655002   20000531                             0000C065500200001 
BIB                  3          4                                 C065500200002 
REACTION   (1-H-2(P,INL)1-H-2,,POL/DA/DE,,ANA)                    C065500200003 
SAMPLE     CD2 target.                                            C065500200004 
ANALYSIS   After analysis of data for CD2 and 12C, subtracted     C065500200005 
            12C analyzing power data.                             C065500200006 
ENDBIB               4          0                                 C065500200007 
NOCOMMON             0          0                                 C065500200008 
DATA                 4        209                                 C065500200009 
ANG        E-DGD      DATA       ERR-S                            C065500200010 
ADEG       MEV        NO-DIM     NO-DIM                           C065500200011 
 26.9      151.02      0.0099    0.0158                           C065500200012 
 26.9      149.02      0.0533    0.0168                           C065500200013 
 26.9      147.02      0.0356    0.0166                           C065500200014 
 26.9      145.02      0.0014    0.0162                           C065500200015 
 26.9      143.02      0.0327    0.0166                           C065500200016 
 26.9      141.02      0.0123    0.0173                           C065500200017 
 26.9      139.02      0.0415    0.0172                           C065500200018 
 26.9      137.02      0.0114    0.0168                           C065500200019 
 26.9      135.02      0.0165    0.0172                           C065500200020 
 26.9      133.02      0.0397    0.0171                           C065500200021 
 26.9      131.02      0.0344    0.0178                           C065500200022 
 26.9      129.02     -0.0011    0.0174                           C065500200023 
 26.9      127.02      0.0588    0.0175                           C065500200024 
 26.9      125.02      0.0601    0.0181                           C065500200025 
 26.9      123.02      0.0258    0.0179                           C065500200026 
 26.9      121.02      0.0353    0.0173                           C065500200027 
 26.9      119.02      0.0558    0.0178                           C065500200028 
 26.9      117.02      0.0657    0.0168                           C065500200029 
 26.9      115.02      0.0389    0.0185                           C065500200030 
 26.9      113.02      0.0789    0.0189                           C065500200031 
 26.9      111.02      0.0598    0.0187                           C065500200032 
 26.9      109.02      0.0802    0.0189                           C065500200033 
 26.9      107.02      0.0784    0.0188                           C065500200034 
 26.9      105.02      0.0420    0.0191                           C065500200035 
 26.9      103.02      0.1103    0.0188                           C065500200036 
 26.9      101.02      0.0549    0.0196                           C065500200037 
 26.9       99.02      0.0633    0.0197                           C065500200038 
 26.9       97.02      0.0573    0.0199                           C065500200039 
 26.9       95.02      0.0915    0.0206                           C065500200040 
 26.9       93.02      0.0966    0.0199                           C065500200041 
 26.9       91.02      0.0416    0.0207                           C065500200042 
