ENTRY            C1472   20061129                             C079C147200000001 
SUBENT        C1472001   20061129                             C079C147200100001 
BIB                  9         12                                 C147200100002 
INSTITUTE  (1USAFSU)                                              C147200100003 
REFERENCE  (J,PR/C,11,859,1975)                                   C147200100004 
AUTHOR     (L.West Jr.,K.W.Kemper,N.R.Fletcher)                   C147200100005 
TITLE      Elastic scattering of 16O by even mass nickel isotopes C147200100006 
FACILITY   (VDGT,1USAFSU) FSU model S-FN tandem Van de Graaff     C147200100007 
INC-SOURCE Oxygen beam from 36 to 56 MeV                          C147200100008 
SAMPLE     Isotopically enriched nickel metal targets of 30 to    C147200100009 
            80 microg/cm2 thickness deposited into thin carbon    C147200100010 
            backing.                                              C147200100011 
DETECTOR   (SIBAR) 8 to 16 Si surface barrier detectors of 100    C147200100012 
            microm depletion depth                                C147200100013 
HISTORY    (20061129C) DR                                         C147200100014 
ENDBIB              12          0                                 C147200100015 
NOCOMMON             0          0                                 C147200100016 
ENDSUBENT           15          0                                 C147200199999 
SUBENT        C1472002   20061129                             C079C147200200001 
BIB                  3          3                                 C147200200002 
REACTION   (28-NI-58(8-O-16,EL)28-NI-58,,DA,,RTH)                 C147200200003 
ERR-ANALYS (DATA-ERR) No information                              C147200200004 
STATUS     Data received from main author on 6/13/2006            C147200200005 
ENDBIB               3          0                                 C147200200006 
NOCOMMON             0          0                                 C147200200007 
DATA                 4        130                                 C147200200008 
EN         ANG-CM     DATA       DATA-ERR                         C147200200009 
MEV        ADEG       NO-DIM     NO-DIM                           C147200200010 
40.         37.6      0.993      0.014                            C147200200011 
40.         49.9      0.981      0.019                            C147200200012 
40.         61.9      0.991      0.01                             C147200200013 
40.         73.5      0.996      0.017                            C147200200014 
40.         84.7      0.972      0.013                            C147200200015 
40.         95.5      1.029      0.012                            C147200200016 
40.        105.7      1.044      0.014                            C147200200017 
40.        116.1      0.983      0.02                             C147200200018 
40.        125.3      0.896      0.017                            C147200200019 
40.        134.1      0.76       0.017                            C147200200020 
40.        142.5      0.669      0.028                            C147200200021 
40.        150.5      0.57       0.018                            C147200200022 
40.        158.2      0.512      0.013                            C147200200023 
40.        165.7      0.459      0.014                            C147200200024 
40.        173.1      0.449      0.023                            C147200200025 
42.         37.6      1.01       0.014                            C147200200026 
42.         43.8      1.05       0.022                            C147200200027 
42.         49.9      1.003      0.014                            C147200200028 
42.         55.9      0.986      0.014                            C147200200029 
42.         61.9      1.014      0.042                            C147200200030 
42.         67.9      1.041      0.022                            C147200200031 
42.         73.5      0.964      0.011                            C147200200032 
42.         79.2      0.991      0.02                             C147200200033 
42.         84.7      1.025      0.058                            C147200200034 
42.         90.1      1.123      0.023                            C147200200035 
42.         95.5      1.096      0.049                            C147200200036 
42.        100.7      1.004      0.025                            C147200200037 
42.        105.7      0.933      0.056                            C147200200038 
42.        116.1      0.675      0.031                            C147200200039 
42.        120.7      0.573      0.019                            C147200200040 
42.        125.3      0.491      0.022                            C147200200041 
42.        129.8      0.402      0.016                            C147200200042 
42.        134.1      0.362      0.013                            C147200200043 
42.        138.4      0.299      0.014                            C147200200044 
42.        142.5      0.258      0.010                            C147200200045 
42.        146.5      0.229      0.012                            C147200200046 
42.        150.5      0.211      0.012                            C147200200047 
42.        154.4      0.165      0.009                            C147200200048 
42.        158.2      0.167      0.019                            C147200200049 
42.        162.0      0.159      0.015                            C147200200050 
42.        165.7      0.155      0.01                             C147200200051 
42.        173.1      0.1485     0.009                            C147200200052 
42.        176.7      0.155      0.014                            C147200200053 
44.         31.4      0.999      0.023                            C147200200054 
44.         37.6      1.012      0.019                            C147200200055 
