ENTRY            C2728   20241030                             C247C272800000001 
SUBENT        C2728001   20241030                             C247C272800100001 
BIB                 10         33                                 C272800100002 
TITLE      Nuclear structure beyond the neutron drip line: The    C272800100003 
           lowest energy states in 9He via their T =5/2 isobaric  C272800100004 
           analogs in 9Li                                         C272800100005 
AUTHOR     (E.Ubersedera,G.V.Rogachev,V.Z.Goldberg,E.Koshchiy,    C272800100006 
           B.T.Roeder,M.Alcorta,G.Chubarian, B.Davids,C.Fu,       C272800100007 
           J.Hooker,H.Jayatissa,D.Melconian,R.E.Tribble)          C272800100008 
REFERENCE  (J,PL/B,754,323,2016)                                  C272800100009 
           #doi:10.1016/j.physletb.2016.01.014                    C272800100010 
INSTITUTE  (1USATAM,1CANTMF)                                      C272800100011 
           (3CPRCPR) Shanghai Jiao Tong University, Shanghai,     C272800100012 
           China                                                  C272800100013 
DETECTOR   (SI,PPAC,IOCH) Three quadrant Si detectors (Micron     C272800100014 
           Semiconductors MSQ25 type) were positioned             C272800100015 
           symmetrically with respect to the beam axis at the     C272800100016 
           distance of 513 mm from the entrance window, and       C272800100017 
           provided information on the total energy of the        C272800100018 
           recoil protons. A custom multi-anode position-         C272800100019 
           sensitive proportional counter (MPPC) was installed    C272800100020 
           in front of Si detectors to provide identification of  C272800100021 
           the reaction products. A windowless ionization         C272800100022 
           chamber (IC) was installed close to the entrance       C272800100023 
           window to count (for normalization) and identify the   C272800100024 
           incoming ions.                                         C272800100025 
SAMPLE     A scattering chamber filled with 990 Torr of methane   C272800100026 
           gas, entering the chamber through a thin (4microm)     C272800100027 
           Havar film.                                            C272800100028 
METHOD     (EDE) By virtue of the experimental technique, any     C272800100029 
           protons detected in the forward Si array are expected  C272800100030 
           to arise from elastic scattering, (the dE-E technique).C272800100031 
ERR-ANALYS (ERR-S) The error bars indicate the statistical        C272800100032 
           uncertainty.                                           C272800100033 
STATUS     (APRVD) Approved by G.V.Rogachev on January 27, 2025.  C272800100034 
HISTORY    (20241030C) BP                                         C272800100035 
ENDBIB              33          0                                 C272800100036 
NOCOMMON             0          0                                 C272800100037 
ENDSUBENT           36          0                                 C272800199999 
SUBENT        C2728002   20241030                             C247C272800200001 
BIB                  3          8                                 C272800200002 
REACTION   (1-H-1(2-HE-8,EL)1-H-1,,DA)                            C272800200003 
FACILITY   (CYCLO,1CANTMF) The TRIUMF Isotope Separator and       C272800200004 
           Accelerator (ISAC) facility.                           C272800200005 
STATUS     (TABLE,,E.Ubersedera+,J,PL/B,754,323,2016) Similar     C272800200006 
           data to presented in Fig.3, but all values in the      C272800200007 
           laboratory frame, region of angles replaced by         C272800200008 
           separate angles, mb/sr replaced by b/sr. Numerical     C272800200009 
           data received from G.Rogachev February 4, 2025.        C272800200010 
ENDBIB               8          0                                 C272800200011 
NOCOMMON             0          0                                 C272800200012 
DATA                 4         96                                 C272800200013 
EN         ANG        DATA       ERR-S                            C272800200014 
MEV        ADEG       B/SR       B/SR                             C272800200015 
   0.879750 150.661738   0.019111   0.000650                      C272800200016 
   0.956250 152.342831   0.017202   0.000511                      C272800200017 
   1.032750 153.926912   0.013717   0.000454                      C272800200018 
   1.109250 121.805242   0.011735   0.000650                      C272800200019 
   1.109250 155.451068   0.011317   0.000419                      C272800200020 
   1.185750 122.606963   0.010335   0.000517                      C272800200021 
   1.185750 156.863316   0.010035   0.000403                      C272800200022 
   1.262250 125.314108   0.010762   0.000495                      C272800200023 
   1.262250 158.152977   0.009102   0.000387                      C272800200024 
   1.338750 111.747156   0.010818   0.000773                      C272800200025 
   1.338750 128.016454   0.010266   0.000488                      C272800200026 
   1.338750 159.376659   0.009278   0.000403                      C272800200027 
   1.415250 112.328830   0.010442   0.000630                      C272800200028 
   1.415250 130.619113   0.010577   0.000496                      C272800200029 
   1.415250 160.533086   0.009629   0.000418                      C272800200030 
   1.491750 114.618713   0.013729   0.000676                      C272800200031 
   1.491750 133.051010   0.011184   0.000520                      C272800200032 
   1.491750 161.595302   0.009450   0.000426                      C272800200033 
   1.568250 117.535153   0.010935   0.000603                      C272800200034 
   1.568250 135.381023   0.011111   0.000532                      C272800200035 
   1.568250 162.597501   0.010293   0.000459                      C272800200036 
   1.644750 120.291997   0.010363   0.000586                      C272800200037 
   1.644750 137.553270   0.009960   0.000510                      C272800200038 
   1.644750 163.519012   0.010368   0.000469                      C272800200039 
   1.721250 122.957724   0.010433   0.000595                      C272800200040 
   1.721250 139.627085   0.010777   0.000543                      C272800200041 
   1.721250 164.387903   0.011139   0.000502                      C272800200042 
   1.797750 125.469522   0.009763   0.000578                      C272800200043 
   1.797750 141.558330   0.011206   0.000560                      C272800200044 
   1.797750 165.188120   0.010065   0.000487                      C272800200045 
   1.874250 127.836300   0.009956   0.000595                      C272800200046 
   1.874250 143.358817   0.010434   0.000551                      C272800200047 
   1.874250 165.926796   0.010671   0.000520                      C272800200048 
   1.950750 130.161763   0.010084   0.000604                      C272800200049 
   1.950750 145.110502   0.009908   0.000544                      C272800200050 
   1.950750 166.639042   0.010546   0.000529                      C272800200051 
   2.027250 132.300670   0.009289   0.000591                      C272800200052 
   2.027250 146.707173   0.009985   0.000563                      C272800200053 
   2.027250 167.283050   0.009990   0.000529                      C272800200054 
   2.103750 134.353804   0.008809   0.000586                      C272800200055 
   2.103750 148.227356   0.009684   0.000571                      C272800200056 
   2.103750 167.891835   0.010442   0.000557                      C272800200057 
   2.180250 136.283157   0.009414   0.000619                      C272800200058 
   2.180250 149.645286   0.010083   0.000597                      C272800200059 
   2.180250 168.456032   0.011869   0.000613                      C272800200060 
   2.256750 138.131668   0.008799   0.000609                      C272800200061 
   2.256750 150.994582   0.008950   0.000569                      C272800200062 
   2.256750 168.989808   0.011021   0.000606                      C272800200063 
   2.333250 139.868111   0.008715   0.000619                      C272800200064 
   2.333250 152.254244   0.011076   0.000649                      C272800200065 
   2.333250 169.485530   0.010164   0.000599                      C272800200066 
   2.409750 141.500803   0.009751   0.000664                      C272800200067 
   2.409750 153.431983   0.009395   0.000612                      C272800200068 
   2.409750 169.946854   0.010940   0.000632                      C272800200069 
   2.486250 143.064229   0.009997   0.000687                      C272800200070 
   2.486250 154.553993   0.011708   0.000707                      C272800200071 
   2.486250 170.384496   0.010871   0.000646                      C272800200072 
   2.562750 144.559344   0.010126   0.000697                      C272800200073 
   2.562750 155.621933   0.009953   0.000658                      C272800200074 
   2.562750 170.799465   0.011327   0.000681                      C272800200075 
   2.639250 145.964635   0.008904   0.000667                      C272800200076 
   2.639250 156.621404   0.012165   0.000744                      C272800200077 
   2.639250 171.186454   0.012309   0.000732                      C272800200078 
   2.715750 147.287038   0.011768   0.000786                      C272800200079 
   2.715750 157.558240   0.010351   0.000704                      C272800200080 
   2.715750 171.548077   0.014127   0.000805                      C272800200081 
   2.792250 148.552494   0.010168   0.000754                      C272800200082 
   2.792250 158.451529   0.012751   0.000794                      C272800200083 
   2.792250 171.891916   0.012870   0.000791                      C272800200084 
   2.868750 149.744209   0.009967   0.000756                      C272800200085 
