ENTRY            C1317   20050816                             C075C131700000001 
SUBENT        C1317001   20050816                             C075C131700100001 
BIB                  9         15                                 C131700100002 
INSTITUTE  (1USAMSU) + Williams College, MA, USA                  C131700100003 
REFERENCE  (J,NP/A,339,132,1980)                                  C131700100004 
AUTHOR     (F.D.Becchetti,K.T.Hecht,J.Janecke,D.Overway,G.Kekelis)C131700100005 
TITLE      16O, 24, 26Mg, 28Si, 32S, 40Ca(a, 12C) and             C131700100006 
            multi-a-cluster transfer reactions                    C131700100007 
FACILITY   (CYCLO,1USALBL) LBL 88 inch cyclotron.                 C131700100008 
INC-SOURCE  4He2+ beam (90.3 MeV)                                 C131700100009 
DETECTOR   (MAGSP) A magnetic spectrometer (dQ = 2 msr and        C131700100010 
            dB = 1.2 degree) utilizing a heavy-ion focal plane    C131700100011 
            detector                                              C131700100012 
SAMPLE     The targets consisted of natural or isotopically       C131700100013 
            enriched compounds containing 160, 24,26Mg, 28Si 32S, C131700100014 
            40Ca, typically 0.2 to 0.9 mg/cm2 thick on 0.05 to    C131700100015 
            0.1 mg/cm2 carbon backing.                            C131700100016 
HISTORY    (20050816C) DR                                         C131700100017 
ENDBIB              15          0                                 C131700100018 
COMMON               1          3                                 C131700100019 
EN                                                                C131700100020 
MEV                                                               C131700100021 
90.3                                                              C131700100022 
ENDCOMMON            3          0                                 C131700100023 
ENDSUBENT           22          0                                 C131700199999 
SUBENT        C1317002   20050816                             C075C131700200001 
BIB                  4          4                                 C131700200002 
REACTION   (12-MG-24(A,6-C-12)8-O-16,PAR,DA)                      C131700200003 
EN-SEC     (E-EXC,8-O-16)                                         C131700200004 
ERR-ANALYS (DATA-ERR) No information                              C131700200005 
STATUS     (CURVE) Data taken from Fig. 5                         C131700200006 
ENDBIB               4          0                                 C131700200007 
NOCOMMON             0          0                                 C131700200008 
DATA                 4         58                                 C131700200009 
E-EXC      ANG-CM     DATA-CM    DATA-ERR                         C131700200010 
MEV        ADEG       NB/SR      NB/SR                            C131700200011 
 0.0          1.36E+01   5.56E+01   8.58E+00                      C131700200012 
 0.0          1.87E+01   1.13E+02   2.14E+01                      C131700200013 
 0.0          2.03E+01   1.04E+02   1.60E+01                      C131700200014 
 0.0          2.44E+01   6.71E+01   1.26E+01                      C131700200015 
 0.0          2.99E+01   2.61E+01   6.65E+00                      C131700200016 
 0.0          3.56E+01   1.20E+01   3.79E+00                      C131700200017 
 0.0          4.60E+01   6.86E+00   2.25E+00                      C131700200018 
 0.0          5.63E+01   1.39E+01   3.10E+00                      C131700200019 
 0.0          6.67E+01   1.95E+01   3.35E+00                      C131700200020 
 6.1          8.82E+00   2.49E+02   4.51E+01                      C131700200021 
 6.1          1.40E+01   2.15E+02                                 C131700200022 
 6.1          2.01E+01   1.30E+02   3.56E+01                      C131700200023 
 6.1          2.10E+01   9.83E+01   1.45E+01                      C131700200024 
 6.1          2.55E+01   6.43E+01   1.16E+01                      C131700200025 
 6.1          3.09E+01   7.67E+01   1.51E+01                      C131700200026 
 6.1          3.64E+01   2.12E+01   5.19E+00                      C131700200027 
 6.1          4.70E+01   1.86E+01   3.69E+00                      C131700200028 
 6.1          5.76E+01   1.45E+01   2.64E+00                      C131700200029 
 6.1          6.78E+01   8.76E+00   1.87E+00                      C131700200030 
 7.           7.78E+00   1.55E+02   3.67E+01                      C131700200031 
 7.           1.33E+01   5.31E+01   8.12E+00                      C131700200032 
 7.           1.95E+01   5.34E+01   2.47E+01                      C131700200033 
 7.           2.05E+01   2.23E+01   8.48E+00                      C131700200034 
 7.           2.50E+01   2.34E+01   5.53E+00                      C131700200035 
 7.           3.04E+01   3.34E+01   1.18E+01                      C131700200036 
 7.           3.60E+01   1.14E+01   4.18E+00                      C131700200037 
 7.           4.65E+01   7.00E+00   6.31E+00                      C131700200038 
 7.           5.78E+01   2.72E+00   1.40E+00                      C131700200039 
 7.           6.76E+01   2.01E+00   1.09E+00                      C131700200040 
 8.8          7.69E+00   4.75E+01   2.91E+01                      C131700200041 
 8.8          1.35E+01   3.78E+01   7.06E+00                      C131700200042 
 8.8          1.90E+01   6.21E+01   1.05E+01                      C131700200043 
 8.8          2.09E+01   3.94E+01   8.02E+00                      C131700200044 
 8.8          2.44E+01   4.37E+01   1.09E+01                      C131700200045 
 8.8          3.00E+01   3.21E+01   9.97E+00                      C131700200046 
 8.8          3.55E+01   7.11E+00   2.95E+00                      C131700200047 
 8.8          4.62E+01   7.11E+00   2.00E+00                      C131700200048 
 8.8          6.75E+01   3.11E+00   2.04E+00                      C131700200049 
 9.8          7.58E+00   4.54E+02   6.03E+01                      C131700200050 
 9.8          1.33E+01   9.90E+01   1.66E+01                      C131700200051 
 9.8          1.87E+01   6.48E+01   1.40E+01                      C131700200052 
 9.8          2.03E+01   5.19E+01   1.04E+01                      C131700200053 
 9.8          2.44E+01   4.51E+01   1.12E+01                      C131700200054 
 9.8          2.97E+01   4.26E+01   8.57E+00                      C131700200055 
 9.8          3.56E+01   1.97E+01   5.50E+00                      C131700200056 
 9.8          4.64E+01   1.72E+01   3.18E+00                      C131700200057 
 9.8          5.69E+01   4.27E+00   2.04E+00                      C131700200058 
 9.8          6.74E+01   5.50E+00   2.05E+00                      C131700200059 
10.3          8.65E+00   4.21E+02   6.45E+01                      C131700200060 
10.3          1.40E+01   1.12E+02   1.51E+01                      C131700200061 
10.3          1.94E+01   1.01E+02   1.55E+01                      C131700200062 
10.3          2.12E+01   1.10E+02   1.29E+01                      C131700200063 
10.3          2.53E+01   6.47E+01   1.32E+01                      C131700200064 
10.3          3.04E+01   5.62E+01   7.62E+00                      C131700200065 
10.3          3.63E+01   2.17E+01   4.43E+00                      C131700200066 
10.3          4.72E+01   1.85E+01   3.48E+00                      C131700200067 
10.3          5.78E+01   6.12E+00   1.99E+00                      C131700200068 
10.3          6.74E+01   7.43E+00   3.09E+00                      C131700200069 
ENDDATA             60          0                                 C131700200070 
ENDSUBENT           69          0                                 C131700299999 
ENDENTRY             2          0                                 C131799999999 
