ENTRY            A0807   20100625                             A069A080700000001 
SUBENT        A0807001   20100625                             A069A080700100001 
BIB                  7         15                                 A080700100002 
TITLE      Elastic scattering O-16+C-14 nuclei investigations.    A080700100003 
AUTHOR     (A.S.Demyanova, Yu.A.Glukhov,V.Trashka, K.P.Artemov,   A080700100004 
           G.Bolen, S.A.Goncharov, P.Yulin, V.V.Paramonov,        A080700100005 
           M.V.Rozhkov, V.P.Rudakov, V.fon Ertsen, A.A.Ogloblin)  A080700100006 
INSTITUTE  (4RUSKUR)                                              A080700100007 
           (2SF JYV)                                              A080700100008 
           (2GERBER)                                              A080700100009 
           (4RUSMOS)                                              A080700100010 
REFERENCE  (J,IZV,67,80,2003)                                     A080700100011 
           (J,BAS,67,83,2003)                                     A080700100012 
ADD-RES    (COMP).Optical model calculations.                     A080700100013 
METHOD     (EDE)                                                  A080700100014 
HISTORY    (20080902C) S.B                                        A080700100015 
           (20090224A) Subent 002 was corrected                   A080700100016 
           (20100625A).New Reference was added                    A080700100017 
ENDBIB              15          0                                 A080700100018 
NOCOMMON             0          0                                 A080700100019 
ENDSUBENT           18          0                                 A080700199999 
SUBENT        A0807002   20090224                             A065A080700200001 
BIB                  6         15                                 A080700200002 
REACTION   (6-C-14(8-O-16,EL)6-C-14,,DA)                          A080700200003 
SAMPLE     The targets were self-supporting carbon foils of       A080700200004 
            1.0 mg/cm**2 thickness at 132 MeV beam, 0.3 mg/cm**2  A080700200005 
           thickness at 281 MeV were used.                        A080700200006 
DETECTOR   (TELES).Three delta E-E telescopes at 132 MeV O-16 beamA080700200007 
           and two delta-E-E telescopes at 281 MeV ,consisting    A080700200008 
           of semiconductor detectors. The thickness of E- and    A080700200009 
           delta-E detectors was 300 mum and 13 mum, respectively.A080700200010 
           at 132 MeV and 25 mum and 550 mum at 281 MeV.          A080700200011 
FACILITY   (CYCLO,4RUSKUR) at 132 MeV O-16 beam                   A080700200012 
           (CYCLO,2SF JYV) at 281 MeV O-16 beam                   A080700200013 
STATUS     (TABLE).Table data were received from A.S.Demyanova    A080700200014 
           (APRVD).By authors                                     A080700200015 
HISTORY    (20090224A).Digitizing data were change to table data  A080700200016 
           received from Dr.A.S.Demyanova                         A080700200017 
ENDBIB              15          0                                 A080700200018 
NOCOMMON             0          0                                 A080700200019 
DATA                 4        161                                 A080700200020 
EN         ANG-CM     DATA-CM    ERR-S                            A080700200021 
MEV        ADEG       MB/SR      PER-CENT                         A080700200022 
  132.00000   21.45000   70.00000    1.00000                      A080700200023 
  132.00000   22.52000   25.00000    1.00000                      A080700200024 
  132.00000   23.60000    9.00000    1.00000                      A080700200025 
  132.00000   24.67000   18.60000    1.00000                      A080700200026 
  132.00000   25.75000   19.80000    1.00000                      A080700200027 
  132.00000   26.82000   29.60000    1.00000                      A080700200028 
  132.00000   27.90000   11.10000    1.00000                      A080700200029 
  132.00000   28.97000    3.76000    1.00000                      A080700200030 
  132.00000   30.05000    2.76000    1.00000                      A080700200031 
  132.00000   31.13000    6.75000    1.00000                      A080700200032 
  132.00000   32.21000    7.65000    1.00000                      A080700200033 
  132.00000   33.28000    5.46000    1.00000                      A080700200034 
  132.00000   34.36000    3.80000    1.00000                      A080700200035 
  132.00000   35.44000    1.31000    1.00000                      A080700200036 
  132.00000   36.52000    1.20000    1.00000                      A080700200037 
  132.00000   37.60000    1.40000    1.00000                      A080700200038 
  132.00000   38.68000    1.95000    1.00000                      A080700200039 
  132.00000   39.76000    2.04000    1.00000                      A080700200040 
  132.00000   40.84000    1.23000    1.00000                      A080700200041 
  132.00000   41.92000    1.13000    1.00000                      A080700200042 
  132.00000   43.01000    1.00000    1.00000                      A080700200043 
  132.00000   45.18000    0.97000    1.00000                      A080700200044 
  132.00000   46.26000    1.20000    1.00000                      A080700200045 
  132.00000   47.35000    0.68000    5.00000                      A080700200046 
  132.00000   48.43000    0.45000    5.00000                      A080700200047 
  132.00000   49.52000    0.44000    5.00000                      A080700200048 
  132.00000   50.61000    0.30000    5.00000                      A080700200049 
  132.00000   51.70000    0.31000    5.00000                      A080700200050 
  132.00000   52.79000    0.18000    5.00000                      A080700200051 
  132.00000   53.88000    0.18000    5.00000                      A080700200052 
  132.00000   54.97000    0.12000    5.00000                      A080700200053 
  132.00000   56.07000    0.10000    5.00000                      A080700200054 
  132.00000   57.16000    0.14000    5.00000                      A080700200055 
  132.00000   58.25000    0.11000    5.00000                      A080700200056 
  132.00000   59.35000    0.16000    5.00000                      A080700200057 
  132.00000   60.45000    0.08500    5.00000                      A080700200058 
  132.00000   61.55000    0.11000    5.00000                      A080700200059 
  132.00000   62.65000    0.10000    5.00000                      A080700200060 
  132.00000   63.75000    0.08000    5.00000                      A080700200061 
  132.00000   64.85000    0.10000    5.00000                      A080700200062 
  132.00000   67.06000    0.11000    5.00000                      A080700200063 
  132.00000   69.27000    0.06000    5.00000                      A080700200064 
  132.00000   71.49000    0.03600    5.00000                      A080700200065 
  132.00000   73.72000    0.01400    5.00000                      A080700200066 
  132.00000   75.96000    0.00740    5.00000                      A080700200067 
  132.00000   78.20000    0.00940    5.00000                      A080700200068 
  132.00000   80.46000    0.01200    5.00000                      A080700200069 
  132.00000   82.72000    0.01300    5.00000                      A080700200070 
  132.00000   84.00000    0.01550    5.00000                      A080700200071 
  132.00000   84.99000    0.01500    5.00000                      A080700200072 
  132.00000   87.27000    0.02200    5.00000                      A080700200073 
  132.00000   88.00000    0.02750    5.00000                      A080700200074 
  132.00000   89.57000    0.01600    5.00000                      A080700200075 
  132.00000   90.00000    0.01900    5.00000                      A080700200076 
  132.00000   91.88000    0.02000   10.00000                      A080700200077 
  132.00000   92.00000    0.03000   10.00000                      A080700200078 
  132.00000   94.00000    0.02000   10.00000                      A080700200079 
  132.00000   94.20000    0.01800   10.00000                      A080700200080 
  132.00000   96.00000    0.02600   10.00000                      A080700200081 
  132.00000   98.00000    0.01910   10.00000                      A080700200082 
  132.00000  100.00000    0.01540   10.00000                      A080700200083 
  132.00000  102.00000    0.02000   10.00000                      A080700200084 
  132.00000  104.00000    0.02000   10.00000                      A080700200085 
  132.00000  106.00000    0.02400   10.00000                      A080700200086 
  132.00000  108.00000    0.02800   10.00000                      A080700200087 
  132.00000  110.00000    0.01900   10.00000                      A080700200088 
  132.00000  114.00000    0.02700   10.00000                      A080700200089 
  132.00000  116.00000    0.01950   10.00000                      A080700200090 
  132.00000  118.00000    0.02800   10.00000                      A080700200091 
  132.00000  120.00000    0.02400   10.00000                      A080700200092 
  132.00000  122.00000    0.01400   10.00000                      A080700200093 
  132.00000  124.00000    0.01400   10.00000                      A080700200094 
  132.00000  126.00000    0.02400   10.00000                      A080700200095 
  132.00000  128.00000    0.01600   10.00000                      A080700200096 
  132.00000  130.00000    0.01800   10.00000                      A080700200097 
