ENTRY            A1453   20120409                             A078A145300000001 
SUBENT        A1453001   20120409                             A078A145300100001 
BIB                  9         15                                 A145300100002 
INSTITUTE  (2SWTBAS)                                              A145300100003 
REFERENCE  (J,NP,88,(2),373,1966)                                 A145300100004 
AUTHOR     (W.A.Schier,G.Michel,R.F.Benenson)                     A145300100005 
TITLE      Stripping features of 6Li(d,n)7Be*(0.43MeV) at Ed      A145300100006 
           from 0.2 to 0.8 MeV                                    A145300100007 
FACILITY   (CCW)                                                  A145300100008 
SAMPLE     Lithium metal (99.6%) onto 0.1 mm thick molybdenum diskA145300100009 
METHOD     (COINC) Coincidence neutron with gamma rays            A145300100010 
DETECTOR   (SCIN) Organic scintillator (4 cm diam. by 4 cm long   A145300100011 
           NE102) for neutrons and scintil. counter NaI (2.5 cm   A145300100012 
           diam. by 3.8 cm long) for gamma                        A145300100013 
HISTORY    (19800816C) Compilation Produced by RFNC-VNIIEF Sarov  A145300100014 
           (19990321U)CNPD: corrected 4-dig. year and lower cases.A145300100015 
           (20120409A).Correction was made according Naohiko      A145300100016 
           remarks and new Exfor rules-SB.                        A145300100017 
ENDBIB              15          0                                 A145300100018 
NOCOMMON             0          0                                 A145300100019 
ENDSUBENT           18          0                                 A145300199999 
SUBENT        A1453002   20120409                             A078A145300200001 
BIB                  4          6                                 A145300200002 
REACTION   (3-LI-6(D,N)4-BE-7,PAR,DA,,REL)                        A145300200003 
ERR-ANALYS (ANG-ERR-D) Digitizing error                           A145300200004 
           (DATA-ERR).Error is reported by authors on figure      A145300200005 
STATUS     (CURVE) Fig 6 of J,NP,88,(2),373,1966                  A145300200006 
HISTORY    (20120410A).Data at E(d)=0.24,0.34 MeV were re-        A145300200007 
           digitized taking into account the coefficient-S.B      A145300200008 
ENDBIB               6          0                                 A145300200009 
COMMON               2          3                                 A145300200010 
E-LVL      ANG-ERR-D                                              A145300200011 
MEV        ADEG                                                   A145300200012 
 0.43        0.3                                                  A145300200013 
ENDCOMMON            3          0                                 A145300200014 
DATA                 4        116                                 A145300200015 
EN         ANG-CM     DATA-CM    DATA-ERR                         A145300200016 
MEV        ADEG       ARB-UNITS  ARB-UNITS                        A145300200017 
       0.24       0.97     0.2477    0.02230                      A145300200018 
       0.24      10.70     0.2277    0.02463                      A145300200019 
       0.24      21.32     0.2467    0.01719                      A145300200020 
       0.24      31.65     0.2096    0.02788                      A145300200021 
       0.24      42.27     0.2756    0.01162                      A145300200022 
       0.24      51.85     0.2105    0.03020                      A145300200023 
       0.24      62.47     0.2886    0.01766                      A145300200024 
       0.24      72.79     0.2709    0.02277                      A145300200025 
       0.24      83.12     0.2802    0.01812                      A145300200026 
       0.24      92.54     0.2217    0.01487                      A145300200027 
       0.24     102.57     0.2151    0.01859                      A145300200028 
       0.24     113.79     0.1822    0.01998                      A145300200029 
       0.24     122.92     0.1622    0.02881                      A145300200030 
       0.24     132.34     0.1645    0.02230                      A145300200031 
       0.24     142.22     0.1538    0.01766                      A145300200032 
       0.24     150.15     0.1269    0.01441                      A145300200033 
       0.24     151.94     0.1255    0.02881                      A145300200034 
       0.24     160.47     0.1427    0.01719                      A145300200035 
       0.34       0.97     0.7887    0.03892                      A145300200036 
       0.34      10.85     0.7714    0.04864                      A145300200037 
       0.34      21.77     0.8388    0.05212                      A145300200038 
       0.34      32.24     0.8666    0.05420                      A145300200039 
       0.34      43.02     0.9555    0.04656                      A145300200040 
       0.34      53.04     0.8214    0.05073                      A145300200041 
       0.34      63.22     0.7936    0.05629                      A145300200042 
       0.34      74.14     0.7053    0.05420                      A145300200043 
       0.34      83.72     0.6741    0.05142                      A145300200044 
       0.34      94.19     0.6108    0.04656                      A145300200045 
       0.34     103.91     0.5427    0.04864                      A145300200046 
       0.34     113.94     0.3690    0.04587                      A145300200047 
       0.34     123.22     0.4302    0.04517                      A145300200048 
       0.34     132.34     0.3301    0.04378                      A145300200049 
       0.34     142.52     0.3391    0.04378                      A145300200050 
       0.34     162.27     0.2571    0.05490                      A145300200051 
       0.44       0.43      1.914      0.064                      A145300200052 
