ENTRY            O1307   20070604                             O029O130700000001 
SUBENT        O1307001   20070604                             O029O130700100001 
BIB                 13         40                                 O130700100002 
TITLE      Inclusive cross-sections of (p,xp) and (p,xalpha)      O130700100003 
           reactions on 56-Fe at Ep = 29.9 MeV                    O130700100004 
AUTHOR     (A.Duisebayev, K.M.Ismailov, I.Boztosun)               O130700100005 
INSTITUTE  (4KASKAZ) Institute of nuclear physics, national       O130700100006 
           nuclear center.                                        O130700100007 
           (2TUKTUK) Department of physics, Erciyes university,   O130700100008 
REFERENCE  (J,PR/C,72,054604,2005)                                O130700100009 
REL-REF    (R,,C.KALBACH,R,LA-10248-MS,198502)  Preco-D2:  programO130700100010 
           for calculating pre-equilibrium and direct reaction    O130700100011 
           double differential cross-sections, (unpublished).     O130700100012 
COMMENT    -By authors.  One should note that the real line       O130700100013 
           spectra might be distorted by the impurity of the lightO130700100014 
           elements in the target nucleus, accidental             O130700100015 
           coincidences, and background.  Therefore, at each      O130700100016 
           angle,  the spectra were measured both with and withoutO130700100017 
           the target, as well as with the spectra of light       O130700100018 
           elements such 12-C and 16-O.                           O130700100019 
SAMPLE     A self-supporting 56-Fe foil with thickness 2.7 mg/cm2,O130700100020 
           enrichment - 95%.                                      O130700100021 
FACILITY   (ISOCY,4KASKAZ) U-150-M cyclotron.                     O130700100022 
METHOD     (EXTB,EDE,BCINT)                                       O130700100023 
HISTORY    (20051205C)                                            O130700100024 
           (20051202R) Data tables were received from K.M.IsmailovO130700100025 
           (20051209R) Double differential data tables were       O130700100026 
           received from K.M.Ismailov.                            O130700100027 
           (20070604A) SF8 field in subents 004-006 is corrected  O130700100028 
            according N.Otsuka remarks.                           O130700100029 
           (20070604U) Last checking has been done.               O130700100030 
ERR-ANALYS (EN-ERR) The total energy resolution of the system  wasO130700100031 
           determined  by the energy resolution of the acceleratedO130700100032 
           proton beams.                                          O130700100033 
           (ERR-T) The systematic uncertainties were conditioned  O130700100034 
           by the uncertainties in:                               O130700100035 
           (ERR-1) Determining the target thickness.              O130700100036 
           (ERR-2) The calibration of the current integrator.     O130700100037 
           (ERR-3) The solid angle of the spectrometer.           O130700100038 
           (ANG-ERR) High limit of the uncertainties of the       O130700100039 
           registration angle.                                    O130700100040 
STATUS     (TABLE)                                                O130700100041 
ADD-RES    (COMP).Presco-d2 code.                                 O130700100042 
ENDBIB              40          0                                 O130700100043 
COMMON               6          3                                 O130700100044 
EN-ERR     ERR-1      ERR-2      ERR-3      ANG-ERR    EN         O130700100045 
KEV        PER-CENT   PER-CENT   PER-CENT   PER-CENT   MEV        O130700100046 
       400.         7.         1.        1.3        0.5       29.9O130700100047 
ENDCOMMON            3          0                                 O130700100048 
ENDSUBENT           47          0                                 O130700199999 
SUBENT        O1307002   20070604                             O029O130700200001 
BIB                  6         13                                 O130700200002 
REACTION   (26-FE-56(P,X)2-HE-4,,DA/DE)                           O130700200003 
PART-DET   (A)                                                    O130700200004 
DETECTOR   (TELES,SIBAR,SIBAR) The detector telescope had a       O130700200005 
           silicon surface-barrier detector, delta-E with a       O130700200006 
           thickness 30 microns and E- with a thickness of 2000   O130700200007 
           microns. The solid angles of the telescopes were made  O130700200008 
           equal to 2.72e-5 steradians.                           O130700200009 
ERR-ANALYS (ERR-S) The high limit of statistical uncertainties  atO130700200010 
           a long exposition time of the double differential      O130700200011 
           cross-sections in the high-energy region of the        O130700200012 
           spectra.                                               O130700200013 
EN-SEC     (E,A)                                                  O130700200014 
COMMENT    -By compiler.  The data are absent in original paper.  O130700200015 
ENDBIB              13          0                                 O130700200016 
COMMON               1          3                                 O130700200017 
ERR-S                                                             O130700200018 
PER-CENT                                                          O130700200019 
        10.                                                       O130700200020 
ENDCOMMON            3          0                                 O130700200021 
DATA                 4        347                                 O130700200022 
ANG        E          DATA       ERR-T                            O130700200023 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        O130700200024 
        30.         6.     0.3509      0.039                      O130700200025 
        30.        6.5     1.3334     0.1382                      O130700200026 
        30.         7.     1.9039     0.1958                      O130700200027 
        30.        7.5     2.4561     0.2515                      O130700200028 
        30.         8.     2.8886     0.2951                      O130700200029 
        30.        8.5     3.3853     0.3452                      O130700200030 
        30.         9.     3.4695     0.3537                      O130700200031 
        30.        9.5     3.2103     0.3275                      O130700200032 
        30.        10.     2.9821     0.3045                      O130700200033 
        30.       10.5     2.7675     0.2829                      O130700200034 
        30.        11.     2.3227      0.238                      O130700200035 
        30.       11.5     2.0912     0.2147                      O130700200036 
        30.        12.     1.7609     0.1814                      O130700200037 
        30.       12.5     1.4095     0.1459                      O130700200038 
        30.        13.     1.2581     0.1306                      O130700200039 
        30.       13.5     1.0921     0.1139                      O130700200040 
        30.        14.     1.0171     0.1063                      O130700200041 
        30.       14.5     0.8943     0.0939                      O130700200042 
        30.        15.     0.7289     0.0772                      O130700200043 
        30.       15.5     0.6446     0.0687                      O130700200044 
        30.        16.     0.6401     0.0683                      O130700200045 
        30.       16.5     0.5745     0.0616                      O130700200046 
        30.        17.     0.4688      0.051                      O130700200047 
        30.       17.5     0.4829     0.0524                      O130700200048 
        30.        18.     0.4324     0.0473                      O130700200049 
        30.       18.5     0.3832     0.0423                      O130700200050 
        30.        19.     0.3757     0.0415                      O130700200051 
        30.       19.5     0.4899     0.0531                      O130700200052 
        30.        20.     0.4992      0.054                      O130700200053 
        30.       20.5     0.3382     0.0377                      O130700200054 
        30.        21.     0.2231      0.026                      O130700200055 
        30.       21.5     0.2432     0.0281                      O130700200056 
        30.        22.     0.2658     0.0304                      O130700200057 
        30.       22.5     0.2853     0.0324                      O130700200058 
        30.        23.     0.2222      0.026                      O130700200059 
        30.       23.5     0.1864     0.0223                      O130700200060 
        30.        24.     0.1277     0.0163                      O130700200061 
        30.       24.5     0.0976     0.0131                      O130700200062 
        30.        25.     0.1426     0.0178                      O130700200063 
        30.       25.5     0.1831      0.022                      O130700200064 
        30.        26.     0.0898     0.0123                      O130700200065 
        30.       26.5     0.0063     0.0023                      O130700200066 
        30.        27.     0.0207     0.0045                      O130700200067 
        30.       27.5     0.0565     0.0087                      O130700200068 
        30.        28.     0.4133     0.0453                      O130700200069 
        30.       28.5     0.0055     0.0021                      O130700200070 
        30.        29.     0.0016     0.0011                      O130700200071 
        45.         6.     0.3136     0.0347                      O130700200072 
        45.        6.5     1.2853     0.1328                      O130700200073 
        45.         7.     1.8322     0.1879                      O130700200074 
        45.        7.5     2.3866     0.2438                      O130700200075 
        45.         8.     2.9119     0.2968                      O130700200076 
        45.        8.5     3.2028     0.3262                      O130700200077 
        45.         9.     3.0996     0.3158                      O130700200078 
        45.        9.5     2.9402     0.2997                      O130700200079 
        45.        10.     2.6236     0.2677                      O130700200080 
        45.       10.5     2.3813     0.2433                      O130700200081 
        45.        11.     2.0303     0.2079                      O130700200082 
        45.       11.5     1.7248     0.1771                      O130700200083 
        45.        12.      1.505     0.1549                      O130700200084 
        45.       12.5     1.2498     0.1292                      O130700200085 
        45.        13.     1.0774     0.1118                      O130700200086 
        45.       13.5      0.837     0.0875                      O130700200087 
        45.        14.     0.7579     0.0796                      O130700200088 
        45.       14.5      0.622     0.0658                      O130700200089 
        45.        15.     0.5553     0.0591                      O130700200090 
        45.       15.5     0.4819     0.0517                      O130700200091 
        45.        16.     0.4322     0.0467                      O130700200092 
        45.       16.5     0.3781     0.0412                      O130700200093 
        45.        17.     0.3554     0.0389                      O130700200094 
        45.       17.5     0.2988     0.0332                      O130700200095 
        45.        18.     0.3325     0.0366                      O130700200096 
