ENTRY            O1258   20201027                             O081O1258  0    1 
SUBENT        O1258001   20201027                             O081O1258  1    1 
BIB                 13         49                                 O1258  1    2 
TITLE      Cross section data for the D(3He,p)4He nuclear         O1258  1    3 
           reaction from 0.25 to 6 MeV.                           O1258  1    4 
AUTHOR     (B.Wielunska,M.Mayer,T.Schwarz-Selinger,               O1258  1    5 
           U.von Toussaint,J.Bauer)                               O1258  1    6 
INSTITUTE  (2GERGAR)                                              O1258  1    7 
REFERENCE  (J,NIM/B,371,41,2016)                                  O1258  1    8 
           (J,NIM/B,234,169,2005) old data at 135 degree          O1258  1    9 
REL-REF    (I,A1185002,W.Moller+,J,NIM,168,111,1980)              O1258  1   10 
SAMPLE     Deuterated thin hydrocarbon a-C-d-film. The thickness  O1258  1   11 
           of the film was measured with tactile profilometry to  O1258  1   12 
           be 50 nm. A 8.5 nm thick Au film was evaporated on the O1258  1   13 
           a-C-D film to make a dose correction of 3He ions via   O1258  1   14 
           RBS. The thickness of the Au film was determined by RBSO1258  1   15 
           at three points of the sample. The thickness           O1258  1   16 
           homogeneity of the Au film was better than 99.5%.      O1258  1   17 
DETECTOR   (SIBAR)  The detector located at an angle of 135 degreeO1258  1   18 
           a parabolic slit with a width of 3mm and height of     O1258  1   19 
           17mm. The detector target distance is about 40 mm. The O1258  1   20 
           detector depletion depth is 2000 um.                   O1258  1   21 
           The 144.5-degree detector aperture is circular with a  O1258  1   22 
           diameter of 18 mm. The detector-target distance        O1258  1   23 
           is 100 mm. The detector depletion depth is 1500 um     O1258  1   24 
           thick.                                                 O1258  1   25 
           The detector at 175-degree is an annular detector with O1258  1   26 
           an inner diameter of 11.8 mm and an outer diameter of  O1258  1   27 
           17 mm. The detector-target distance is 84 mm. Its      O1258  1   28 
           geometrical solid angle is 16.3 msr and it has a       O1258  1   29 
           depletion depth of 2000 um.                            O1258  1   30 
FACILITY   (VDGT,2GERGAR) The 3-MV tandem accelerator.            O1258  1   31 
MONITOR    (1-H-2(HE3,P)2-HE-4,,SIG)                              O1258  1   32 
            To convert the relative measurements into absolute    O1258  1   33 
           values in mb/sr the total cross section in the center  O1258  1   34 
           of mass system from Moller and Besenbacher was used.   O1258  1   35 
           (79-AU-197(HE3,EL)79-AU-197,,DA)   flux monitor        O1258  1   36 
MONIT-REF  (A1185002,W.Moller+,J,NIM,168,111,1980)                O1258  1   37 
ERR-ANALYS (ERR-T) The total uncertainty includes:                O1258  1   38 
           (ERR-S,0.7,4.3) The statistical uncertainties of the   O1258  1   39 
           individual measurement points are the square roots of  O1258  1   40 
           the count integrals of the signal peak, the background O1258  1   41 
           counts and the Au signal peak. The uncertainties:      O1258  1   42 
                at the 135.  degr.  are between 0.8% and 4.2%.    O1258  1   43 
                at the 144.5 degr.  are between 0.7% and 2.7%     O1258  1   44 
            and at the 175.  degr.  are between 1.3% and 4.3%.    O1258  1   45 
           (ERR-1) Normalization uncertainty                      O1258  1   46 
STATUS     (TABLE) Table 1 from Nucl.Instr.Meth.,B371(2016)41     O1258  1   47 
HISTORY    (20050321C) By SB                                      O1258  1   48 
           (20160730A) New data were added from NIM/B,371,41,2016 O1258  1   49 
           (20201027A) SD: Corrections in Subent 002. Subents     O1258  1   50 
           002-004 were merged. ERR-ANALYS updated. MONITOR added.O1258  1   51 
ENDBIB              49          0                                 O1258  1   52 
COMMON               1          3                                 O1258  1   53 
ERR-1                                                             O1258  1   54 
PER-CENT                                                          O1258  1   55 
   4.                                                             O1258  1   56 
ENDCOMMON            3          0                                 O1258  1   57 
ENDSUBENT           56          0                                 O1258  199999 
SUBENT        O1258002   20201027                             O081O1258  2    1 
BIB                  2          6                                 O1258  2    2 
REACTION   (1-H-2(HE3,P)2-HE-4,,DA)                               O1258  2    3 
HISTORY    (20160730A) Final data were used from                  O1258  2    4 
           J,NIM/B,371,41,2016 at 135-degree                      O1258  2    5 
           (20201027A) SD: Value at EN=630.8 keV (angle=135.degr.)O1258  2    6 
           corrected according to the table (9.3 -> 59.3 mb/sr).  O1258  2    7 
           Data from Subents 003 and 004 added.                   O1258  2    8 
ENDBIB               6          0                                 O1258  2    9 
NOCOMMON             0          0                                 O1258  2   10 
DATA                 4         95                                 O1258  2   11 
ANG        EN         DATA       ERR-T                            O1258  2   12 
ADEG       KEV        MB/SR      PER-CENT                         O1258  2   13 
       135.      232.9        7.5        4.6                      O1258  2   14 
       135.      282.0       13.1        4.4                      O1258  2   15 
       135.      331.3       20.4        4.2                      O1258  2   16 
       135.      380.9       30.3        4.2                      O1258  2   17 
       135.      430.6       39.1        4.1                      O1258  2   18 
       135.      480.6       48.6        4.1                      O1258  2   19 
       135.      530.6       54.7        4.1                      O1258  2   20 
       135.      580.7       59.2        4.1                      O1258  2   21 
       135.      610.8       59.4        4.1                      O1258  2   22 
       135.      630.8       59.3        4.1                      O1258  2   23 
       135.      681.1       60.3        4.1                      O1258  2   24 
       135.      781.6       51.1        4.1                      O1258  2   25 
       135.      982.8       36.7        4.1                      O1258  2   26 
       135.     1183.9       26.6        4.2                      O1258  2   27 
       135.     1385.0       21.4        4.3                      O1258  2   28 
       135.     1585.9       17.1        4.3                      O1258  2   29 
       135.     1786.7       14.6        4.4                      O1258  2   30 
       135.     1987.4       12.2        4.5                      O1258  2   31 
       135.     2188.0       11.3        4.5                      O1258  2   32 
       135.     2388.5       10.1        4.6                      O1258  2   33 
       135.     2589.0        9.1        4.6                      O1258  2   34 
       135.     2789.4        8.1        4.7                      O1258  2   35 
       135.     2989.8        7.7        4.8                      O1258  2   36 
       135.     3190.2        7.5        4.8                      O1258  2   37 
       135.     3390.5        7.0        4.9                      O1258  2   38 
       135.     3590.8        7.0        4.9                      O1258  2   39 
       135.     3791.1        6.7        4.9                      O1258  2   40 
       135.     3991.4        6.4        5.0                      O1258  2   41 
       135.     4391.8        6.0        5.1                      O1258  2   42 
       135.     4792.2        6.5        5.2                      O1258  2   43 
       135.     5192.6        5.6        5.3                      O1258  2   44 
       135.     5592.9        5.8        5.4                      O1258  2   45 
       135.     5993.2        5.6        5.6                      O1258  2   46 
       135.     6393.5        5.5        5.8                      O1258  2   47 
      144.5      184.2        3.6        4.8                      O1258  2   48 
      144.5      282.0       13.4        4.2                      O1258  2   49 
      144.5      380.9       30.7        4.1                      O1258  2   50 
      144.5      480.6       48.0        4.1                      O1258  2   51 
      144.5      530.6       56.5        4.1                      O1258  2   52 
      144.5      610.8       60.4        4.1                      O1258  2   53 
      144.5      671.0       56.1        4.1                      O1258  2   54 
      144.5      781.6       50.1        4.1                      O1258  2   55 
      144.5      882.2       43.4        4.1                      O1258  2   56 
      144.5      982.8       35.1        4.1                      O1258  2   57 
      144.5     1183.9       26.2        4.1                      O1258  2   58 
      144.5     1385.0       20.3        4.2                      O1258  2   59 
      144.5     1585.9       17.5        4.2                      O1258  2   60 
      144.5     1786.7       13.7        4.2                      O1258  2   61 
      144.5     1987.4       12.7        4.3                      O1258  2   62 
      144.5     2188.0       10.7        4.3                      O1258  2   63 
      144.5     2388.5        9.5        4.3                      O1258  2   64 
      144.5     2589.0        8.7        4.4                      O1258  2   65 
      144.5     2789.4        8.6        4.4                      O1258  2   66 
      144.5     2989.8        7.4        4.4                      O1258  2   67 
      144.5     3190.2        6.9        4.4                      O1258  2   68 
      144.5     3390.5        7.1        4.4                      O1258  2   69 
      144.5     3590.8        6.6        4.5                      O1258  2   70 
      144.5     3791.1        6.4        4.5                      O1258  2   71 
      144.5     3991.4        6.6        4.5                      O1258  2   72 
      144.5     4191.6        5.9        4.5                      O1258  2   73 
      144.5     4391.8        6.5        4.5                      O1258  2   74 
      144.5     4592.0        5.9        4.5                      O1258  2   75 
      144.5     4792.2        6.0        4.5                      O1258  2   76 
       175.      232.9        7.5        5.3                      O1258  2   77 
       175.      282.0       13.0        4.8                      O1258  2   78 
       175.      331.3       21.9        4.5                      O1258  2   79 
       175.      380.9       31.5        4.3                      O1258  2   80 
       175.      430.6       40.4        4.3                      O1258  2   81 
       175.      480.6       50.2        4.2                      O1258  2   82 
       175.      530.6       55.4        4.2                      O1258  2   83 
       175.      580.7       57.7        4.2                      O1258  2   84 
       175.      610.8       57.3        4.2                      O1258  2   85 
       175.      630.8       54.5        4.2                      O1258  2   86 
       175.      681.1       55.1        4.2                      O1258  2   87 
       175.      781.6       45.8        4.2                      O1258  2   88 
       175.      982.8       33.7        4.3                      O1258  2   89 
