ENTRY            O2577   20230615                             O097O2577000    1 
SUBENT        O2577001   20230615                             O097O2577001    1 
BIB                 11         23                                 O2577001    2 
TITLE      Resonance Excitations in 7Be(d,p)8Be* to address the   O2577001    3 
           cosmological lithium problem                           O2577001    4 
AUTHOR     (Sk M.Ali, D.Gupta, K.Kundalia, SwapanK.Saha,          O2577001    5 
           O.Tengblad, J.D.Ovejas, A.Perea, I.Martel, J.Cederkall,O2577001    6 
           J.Park, S.Szwec)                                       O2577001    7 
INSTITUTE  (3INDBOS,2SPNIEM,2SPNHLV,2SWDLND,2SF JYV,2SF HLS)      O2577001    8 
REFERENCE  (J,PRL,128,252701,2022)                                O2577001    9 
           #doi:10.1103/PhysRevLett.128.252701                    O2577001   10 
FACILITY   (LINAC,2ZZZCER) CERN HIE-ISOLDE                        O2577001   11 
INC-SPECT  5 MeV/u 7Be beam with energy spread of 168 keV.        O2577001   12 
           The intensity of the 7Be beam was 5E+05 pps            O2577001   13 
DETECTOR   (TELES,SISD,SI) The deltaE-E telescopes consisted of   O2577001   14 
           five double-sided silicon strip detectors of 60 um     O2577001   15 
           thickness backed by unsegmented 1500 um silicon pad    O2577001   16 
           detectors.                                             O2577001   17 
METHOD     (EDE)                                                  O2577001   18 
SAMPLE     15 um CD2 target                                       O2577001   19 
ERR-ANALYS (ERR-T) The errors in cross sections mainly arise from:O2577001   20 
            - statistical uncertainties,                          O2577001   21 
           (ERR-1) uncertainties in target thickness - 10%        O2577001   22 
           (ERR-2) beam intensity - 10%                           O2577001   23 
HISTORY    (20230615R) Data received from Sk M. Ali.              O2577001   24 
           (20230615C) VS                                         O2577001   25 
ENDBIB              23          0                                 O2577001   26 
COMMON               3          3                                 O2577001   27 
EN-CM      ERR-1      ERR-2                                       O2577001   28 
MEV        PER-CENT   PER-CENT                                    O2577001   29 
        7.8        10.        10.                                 O2577001   30 
ENDCOMMON            3          0                                 O2577001   31 
ENDSUBENT           30          0                                 O257700199999 
SUBENT        O2577002   20230615                             O097O2577002    1 
BIB                  3          6                                 O2577002    2 
REACTION   ((1-H-2(4-BE-7,SCT)1-H-2,PAR,DA)=                      O2577002    3 
           (4-BE-7(D,SCT)4-BE-7,,DA))                             O2577002    4 
CORRECTION The 0.43 MeV state of 7Be could not be separated.      O2577002    5 
           However, the inelastic contribution is expected to be  O2577002    6 
           small.                                                 O2577002    7 
STATUS     (TABLE) Fig. 4 (a) of Phys.Rev.Lett.128(2022)252701    O2577002    8 
ENDBIB               6          0                                 O2577002    9 
COMMON               2          3                                 O2577002   10 
E-LVL      E-LVL                                                  O2577002   11 
MEV        MEV                                                    O2577002   12 
        0.0      0.43                                             O2577002   13 
ENDCOMMON            3          0                                 O2577002   14 
DATA                 3         20                                 O2577002   15 
ANG-CM     DATA-CM    ERR-T                                       O2577002   16 
ADEG       MB/SR      MB/SR                                       O2577002   17 
      53.14      15.78       2.39                                 O2577002   18 
      57.40       7.77       1.18                                 O2577002   19 
      61.86       3.36       0.51                                 O2577002   20 
      86.23       6.61       0.71                                 O2577002   21 
      90.23      10.54       1.13                                 O2577002   22 
      94.23      12.25       1.31                                 O2577002   23 
      98.23      13.74       1.47                                 O2577002   24 
     102.23      15.57       1.67                                 O2577002   25 
     106.23      17.35       1.86                                 O2577002   26 
     110.22      18.76       2.01                                 O2577002   27 
     114.21      19.41       2.08                                 O2577002   28 
     118.21      19.28       2.06                                 O2577002   29 
     122.20      18.86       2.02                                 O2577002   30 
     126.19      17.72       1.90                                 O2577002   31 
     130.18      16.60       1.78                                 O2577002   32 
     134.17      14.06       1.51                                 O2577002   33 
     138.16      10.00       1.07                                 O2577002   34 
     142.14       5.77       0.62                                 O2577002   35 
     146.13       1.72       0.18                                 O2577002   36 
     150.12       0.50       0.05                                 O2577002   37 
ENDDATA             22          0                                 O2577002   38 
ENDSUBENT           37          0                                 O257700299999 
SUBENT        O2577003   20230615                             O097O2577003    1 
BIB                  2          4                                 O2577003    2 
REACTION   ((1-H-2(4-BE-7,P)4-BE-8,PAR,DA,RSD)=                   O2577003    3 
           (4-BE-7(D,P)4-BE-8,PAR,DA))                            O2577003    4 
STATUS     (TABLE) Figs. 4(a) and 4(b)of                          O2577003    5 
                   Phys.Rev.Lett.128(2022)252701                  O2577003    6 
ENDBIB               4          0                                 O2577003    7 
NOCOMMON             0          0                                 O2577003    8 
DATA                 4        104                                 O2577003    9 
E-LVL      ANG-CM     DATA-CM    ERR-T                            O2577003   10 
MEV        ADEG       MB/SR      MB/SR                            O2577003   11 
        0.0     147.59       0.78       0.15                      O2577003   12 
        0.0     149.06       0.91       0.17                      O2577003   13 
        0.0     150.52       0.97       0.18                      O2577003   14 
        0.0     151.95       1.28       0.24                      O2577003   15 
        0.0     153.37       1.35       0.25                      O2577003   16 
        0.0     154.77       0.92       0.17                      O2577003   17 
        0.0     156.16       1.44       0.27                      O2577003   18 
        0.0     157.53       1.17       0.22                      O2577003   19 
        0.0     158.88       1.73       0.32                      O2577003   20 
        0.0     160.23       1.33       0.25                      O2577003   21 
        0.0     161.56       1.11       0.21                      O2577003   22 
        0.0     162.88       1.09       0.20                      O2577003   23 
        0.0     164.19       1.03       0.19                      O2577003   24 
        0.0     165.49       1.04       0.20                      O2577003   25 
        0.0     166.79       1.03       0.19                      O2577003   26 
        0.0     168.07       1.16       0.22                      O2577003   27 
        0.0     169.34       0.83       0.16                      O2577003   28 
       3.03     148.70       2.88       0.53                      O2577003   29 
       3.03     150.13       5.03       0.92                      O2577003   30 
       3.03     151.54       5.38       0.98                      O2577003   31 
       3.03     152.94       5.41       0.99                      O2577003   32 
       3.03     154.32       5.95       1.09                      O2577003   33 
       3.03     155.68       5.79       1.06                      O2577003   34 
       3.03     157.02       6.10       1.11                      O2577003   35 
       3.03     158.35       5.94       1.09                      O2577003   36 
       3.03     159.66       6.15       1.12                      O2577003   37 
       3.03     160.96       5.62       1.03                      O2577003   38 
       3.03     162.25       5.41       0.99                      O2577003   39 
       3.03     163.53       5.56       1.02                      O2577003   40 
       3.03     164.79       4.86       0.89                      O2577003   41 
       3.03     166.05       5.74       1.05                      O2577003   42 
       3.03     167.29       5.27       0.96                      O2577003   43 
       3.03     168.53       4.47       0.82                      O2577003   44 
       3.03     169.76       3.68       0.68                      O2577003   45 
      11.35     153.75       7.24       1.33                      O2577003   46 
      11.35     155.00       7.12       1.30                      O2577003   47 
      11.35     156.24       5.58       1.02                      O2577003   48 
      11.35     157.45       5.93       1.08                      O2577003   49 
      11.35     158.64       6.98       1.28                      O2577003   50 
      11.35     159.80       6.61       1.21                      O2577003   51 
      11.35     160.95       5.46       1.00                      O2577003   52 
      11.35     162.08       5.85       1.07                      O2577003   53 
      11.35     163.20       5.91       1.08                      O2577003   54 
      11.35     164.29       6.59       1.21                      O2577003   55 
      11.35     165.38       5.86       1.07                      O2577003   56 
      11.35     166.44       5.57       1.02                      O2577003   57 
      11.35     167.50       6.47       1.18                      O2577003   58 
      11.35     168.54       6.73       1.23                      O2577003   59 
      11.35     169.57       6.70       1.23                      O2577003   60 
      11.35     170.60       7.88       1.44                      O2577003   61 
      11.35     171.61       8.89       1.63                      O2577003   62 
      16.63      18.44       8.70       1.81                      O2577003   63 
      16.63      19.67       5.66       1.18                      O2577003   64 
      16.63      20.90       6.88       1.42                      O2577003   65 
      16.63      23.32       6.41       1.33                      O2577003   66 
      16.63      24.53       5.79       1.20                      O2577003   67 
      16.63      25.72       6.12       1.25                      O2577003   68 
      16.63      28.07       6.54       1.33                      O2577003   69 
      16.63      29.24       5.43       1.11                      O2577003   70 
      16.63      30.39       5.74       1.19                      O2577003   71 
      16.63      31.53       4.95       1.01                      O2577003   72 
      16.63      32.67       5.64       1.17                      O2577003   73 
      16.63      33.79       4.75       0.99                      O2577003   74 
      16.63      34.90       5.51       1.17                      O2577003   75 
      16.63      36.00       4.80       1.00                      O2577003   76 
      16.63      37.08       5.06       1.06                      O2577003   77 
      16.63      38.16       5.46       1.14                      O2577003   78 
      16.63      39.23       7.27       1.57                      O2577003   79 
      16.63      40.28       5.41       1.15                      O2577003   80 
      16.63      41.32       7.32       1.54                      O2577003   81 
      16.63      69.97       5.02       0.92                      O2577003   82 
      16.63      73.04       4.53       0.83                      O2577003   83 
      16.63      76.08       4.47       0.82                      O2577003   84 
      16.63      79.10       4.02       0.74                      O2577003   85 
      16.63      82.08       4.27       0.78                      O2577003   86 
      16.63      85.03       4.66       0.85                      O2577003   87 
      16.63      87.95       3.88       0.71                      O2577003   88 
      16.63      90.83       4.05       0.74                      O2577003   89 
      16.63      93.67       4.25       0.78                      O2577003   90 
      16.63      96.47       4.71       0.86                      O2577003   91 
      16.63      99.23       5.01       0.92                      O2577003   92 
      16.63     101.94       5.26       0.97                      O2577003   93 
